Training Period,Testing Period,Training Error,Testing Error,Training Size,Testing Size
1,7,22,30,13547,13866
1,8,22,27,13547,13866
1,9,22,22,13547,13866
1,10,22,24,13547,13955
1,11,22,29,13547,13954
1,12,22,31,13547,13953
1,2,20,6,13547,13547
1,3,20,10,13547,13549
1,4,20,14,13547,13550
1,5,20,17,13547,13550
1,6,20,22,13547,13687
1,7,20,29,13547,13866
1,8,20,26,13547,13866
1,9,20,22,13547,13866
1,10,20,23,13547,13955
1,11,20,29,13547,13954
1,12,20,33,13547,13953
1,2,22,8,13547,13547
1,3,22,14,13547,13549
1,4,22,16,13547,13550
1,5,22,21,13547,13550
1,6,22,21,13547,13687
1,7,22,32,13547,13866
1,8,22,29,13547,13866
1,9,22,26,13547,13866
1,10,22,26,13547,13955
1,11,22,31,13547,13954
1,12,22,32,13547,13953
1,2,22,6,13547,13547
1,3,22,15,13547,13549
1,4,22,15,13547,13550
1,5,22,19,13547,13550
1,6,22,22,13547,13687
1,7,22,29,13547,13866
1,8,22,26,13547,13866
1,9,22,24,13547,13866
1,10,22,25,13547,13955
1,11,22,29,13547,13954
1,12,22,30,13547,13953
1,2,21,4,13547,13547
1,3,21,13,13547,13549
1,4,21,13,13547,13550
1,5,21,17,13547,13550
1,6,21,21,13547,13687
1,7,21,29,13547,13866
1,8,21,25,13547,13866
1,9,21,22,13547,13866
1,10,21,24,13547,13955
1,11,21,31,13547,13954
1,12,21,32,13547,13953
1,2,19,4,13547,13547
1,3,19,12,13547,13549
1,4,19,16,13547,13550
1,5,19,19,13547,13550
1,6,19,23,13547,13687
1,7,19,30,13547,13866
1,8,19,28,13547,13866
1,9,19,25,13547,13866
1,10,19,23,13547,13955
1,11,19,28,13547,13954
1,12,19,27,13547,13953
1,2,19,6,13547,13547
1,3,19,15,13547,13549
1,4,19,17,13547,13550
1,5,19,22,13547,13550
1,6,19,22,13547,13687
1,7,19,32,13547,13866
1,8,19,30,13547,13866
1,9,19,27,13547,13866
1,10,19,23,13547,13955
1,11,19,27,13547,13954
1,12,19,29,13547,13953
1,2,17,6,13547,13547
1,3,17,12,13547,13549
1,4,17,17,13547,13550
1,5,17,22,13547,13550
1,6,17,23,13547,13687
1,7,17,32,13547,13866
1,8,17,29,13547,13866
1,9,17,24,13547,13866
1,10,17,24,13547,13955
1,11,17,28,13547,13954
1,12,17,29,13547,13953
1,2,20,7,13547,13547
1,3,20,14,13547,13549
1,4,20,16,13547,13550
1,5,20,21,13547,13550
1,6,20,22,13547,13687
1,7,20,30,13547,13866
1,8,20,27,13547,13866
1,9,20,24,13547,13866
1,10,20,23,13547,13955
1,11,20,27,13547,13954
1,12,20,29,13547,13953
1,2,19,4,13547,13547
1,3,19,13,13547,13549
1,4,19,15,13547,13550
1,5,19,20,13547,13550
1,6,19,23,13547,13687
1,7,19,32,13547,13866
1,8,19,30,13547,13866
1,9,19,26,13547,13866
1,10,19,28,13547,13955
1,11,19,30,13547,13954
1,12,19,31,13547,13953
2,3,20,11,13547,13549
2,4,20,15,13547,13550
2,5,20,19,13547,13550
2,6,20,25,13547,13687
2,7,20,33,13547,13866
2,8,20,30,13547,13866
2,9,20,27,13547,13866
2,10,20,25,13547,13955
2,11,20,26,13547,13954
2,12,20,28,13547,13953
2,3,20,9,13547,13549
2,4,20,13,13547,13550
2,5,20,17,13547,13550
2,6,20,21,13547,13687
2,7,20,30,13547,13866
2,8,20,29,13547,13866
2,9,20,25,13547,13866
2,10,20,26,13547,13955
2,11,20,30,13547,13954
2,12,20,30,13547,13953
2,3,22,11,13547,13549
2,4,22,16,13547,13550
2,5,22,19,13547,13550
2,6,22,25,13547,13687
2,7,22,32,13547,13866
2,8,22,29,13547,13866
2,9,22,26,13547,13866
2,10,22,24,13547,13955
2,11,22,27,13547,13954
2,12,22,30,13547,13953
2,3,23,10,13547,13549
2,4,23,14,13547,13550
2,5,23,17,13547,13550
2,6,23,20,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,26,13547,13866
2,10,23,27,13547,13955
2,11,23,32,13547,13954
2,12,23,29,13547,13953
2,3,25,10,13547,13549
2,4,25,16,13547,13550
2,5,25,21,13547,13550
2,6,25,22,13547,13687
2,7,25,31,13547,13866
2,8,25,28,13547,13866
2,9,25,25,13547,13866
2,10,25,23,13547,13955
2,11,25,28,13547,13954
2,12,25,30,13547,13953
2,3,20,10,13547,13549
2,4,20,14,13547,13550
2,5,20,19,13547,13550
2,6,20,21,13547,13687
2,7,20,30,13547,13866
2,8,20,28,13547,13866
2,9,20,26,13547,13866
2,10,20,27,13547,13955
2,11,20,29,13547,13954
2,12,20,29,13547,13953
2,3,22,9,13547,13549
2,4,22,15,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,28,13547,13866
2,9,22,25,13547,13866
2,10,22,24,13547,13955
2,11,22,28,13547,13954
2,12,22,28,13547,13953
2,3,21,11,13547,13549
2,4,21,15,13547,13550
2,5,21,19,13547,13550
2,6,21,22,13547,13687
2,7,21,30,13547,13866
2,8,21,30,13547,13866
2,9,21,26,13547,13866
2,10,21,26,13547,13955
2,11,21,29,13547,13954
2,12,21,30,13547,13953
2,3,23,10,13547,13549
2,4,23,14,13547,13550
2,5,23,19,13547,13550
2,6,23,21,13547,13687
2,7,23,32,13547,13866
2,8,23,29,13547,13866
2,9,23,26,13547,13866
2,10,23,25,13547,13955
2,11,23,28,13547,13954
2,12,23,31,13547,13953
2,3,21,10,13547,13549
2,4,21,16,13547,13550
2,5,21,19,13547,13550
2,6,21,23,13547,13687
2,7,21,31,13547,13866
2,8,21,30,13547,13866
2,9,21,26,13547,13866
2,10,21,23,13547,13955
2,11,21,27,13547,13954
2,12,21,28,13547,13953
2,3,22,10,13547,13549
2,4,22,16,13547,13550
2,5,22,19,13547,13550
2,6,22,24,13547,13687
2,7,22,30,13547,13866
2,8,22,28,13547,13866
2,9,22,24,13547,13866
2,10,22,26,13547,13955
2,11,22,27,13547,13954
2,12,22,30,13547,13953
2,3,22,10,13547,13549
2,4,22,14,13547,13550
2,5,22,18,13547,13550
2,6,22,21,13547,13687
2,7,22,29,13547,13866
2,8,22,28,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,28,13547,13954
2,12,22,27,13547,13953
2,3,22,8,13547,13549
2,4,22,16,13547,13550
2,5,22,18,13547,13550
2,6,22,23,13547,13687
2,7,22,31,13547,13866
2,8,22,28,13547,13866
2,9,22,26,13547,13866
2,10,22,25,13547,13955
2,11,22,27,13547,13954
2,12,22,30,13547,13953
2,3,22,12,13547,13549
2,4,22,14,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,32,13547,13866
2,8,22,30,13547,13866
2,9,22,26,13547,13866
2,10,22,27,13547,13955
2,11,22,28,13547,13954
2,12,22,30,13547,13953
2,3,22,11,13547,13549
2,4,22,16,13547,13550
2,5,22,19,13547,13550
2,6,22,21,13547,13687
2,7,22,33,13547,13866
2,8,22,31,13547,13866
2,9,22,29,13547,13866
2,10,22,29,13547,13955
2,11,22,30,13547,13954
2,12,22,30,13547,13953
2,3,24,10,13547,13549
2,4,24,15,13547,13550
2,5,24,18,13547,13550
2,6,24,22,13547,13687
2,7,24,30,13547,13866
2,8,24,28,13547,13866
2,9,24,24,13547,13866
2,10,24,27,13547,13955
2,11,24,29,13547,13954
2,12,24,29,13547,13953
2,3,22,10,13547,13549
2,4,22,16,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,30,13547,13866
2,8,22,28,13547,13866
2,9,22,28,13547,13866
2,10,22,28,13547,13955
2,11,22,30,13547,13954
2,12,22,29,13547,13953
2,3,20,10,13547,13549
2,4,20,15,13547,13550
2,5,20,19,13547,13550
2,6,20,22,13547,13687
2,7,20,30,13547,13866
2,8,20,30,13547,13866
2,9,20,27,13547,13866
2,10,20,26,13547,13955
2,11,20,28,13547,13954
2,12,20,30,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,30,13547,13866
2,8,22,27,13547,13866
2,9,22,24,13547,13866
2,10,22,25,13547,13955
2,11,22,30,13547,13954
2,12,22,27,13547,13953
2,3,22,10,13547,13549
2,4,22,17,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,29,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,27,13547,13954
2,12,22,31,13547,13953
2,3,20,11,13547,13549
2,4,20,15,13547,13550
2,5,20,18,13547,13550
2,6,20,22,13547,13687
2,7,20,29,13547,13866
2,8,20,29,13547,13866
2,9,20,25,13547,13866
2,10,20,27,13547,13955
2,11,20,27,13547,13954
2,12,20,30,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,21,13547,13687
2,7,22,29,13547,13866
2,8,22,27,13547,13866
2,9,22,24,13547,13866
2,10,22,25,13547,13955
2,11,22,29,13547,13954
2,12,22,30,13547,13953
2,3,21,10,13547,13549
2,4,21,15,13547,13550
2,5,21,18,13547,13550
2,6,21,22,13547,13687
2,7,21,30,13547,13866
2,8,21,29,13547,13866
2,9,21,25,13547,13866
2,10,21,28,13547,13955
2,11,21,30,13547,13954
2,12,21,29,13547,13953
2,3,24,10,13547,13549
2,4,24,16,13547,13550
2,5,24,19,13547,13550
2,6,24,23,13547,13687
2,7,24,32,13547,13866
2,8,24,29,13547,13866
2,9,24,27,13547,13866
2,10,24,27,13547,13955
2,11,24,28,13547,13954
2,12,24,30,13547,13953
2,3,24,9,13547,13549
2,4,24,14,13547,13550
2,5,24,19,13547,13550
2,6,24,22,13547,13687
2,7,24,30,13547,13866
2,8,24,28,13547,13866
2,9,24,27,13547,13866
2,10,24,26,13547,13955
2,11,24,29,13547,13954
2,12,24,32,13547,13953
2,3,22,12,13547,13549
2,4,22,15,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,28,13547,13866
2,9,22,27,13547,13866
2,10,22,25,13547,13955
2,11,22,31,13547,13954
2,12,22,30,13547,13953
2,3,24,9,13547,13549
2,4,24,15,13547,13550
2,5,24,19,13547,13550
2,6,24,22,13547,13687
2,7,24,30,13547,13866
2,8,24,30,13547,13866
2,9,24,27,13547,13866
2,10,24,27,13547,13955
2,11,24,31,13547,13954
2,12,24,30,13547,13953
2,3,22,8,13547,13549
2,4,22,14,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,30,13547,13866
2,8,22,28,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,26,13547,13954
2,12,22,27,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,20,13547,13550
2,6,22,24,13547,13687
2,7,22,32,13547,13866
2,8,22,29,13547,13866
2,9,22,25,13547,13866
2,10,22,24,13547,13955
2,11,22,25,13547,13954
2,12,22,29,13547,13953
2,3,23,8,13547,13549
2,4,23,13,13547,13550
2,5,23,17,13547,13550
2,6,23,23,13547,13687
2,7,23,29,13547,13866
2,8,23,31,13547,13866
2,9,23,27,13547,13866
2,10,23,30,13547,13955
2,11,23,31,13547,13954
2,12,23,31,13547,13953
2,3,23,10,13547,13549
2,4,23,18,13547,13550
2,5,23,19,13547,13550
2,6,23,23,13547,13687
2,7,23,29,13547,13866
2,8,23,28,13547,13866
2,9,23,25,13547,13866
2,10,23,24,13547,13955
2,11,23,29,13547,13954
2,12,23,31,13547,13953
2,3,26,11,13547,13549
2,4,26,18,13547,13550
2,5,26,21,13547,13550
2,6,26,24,13547,13687
2,7,26,32,13547,13866
2,8,26,29,13547,13866
2,9,26,26,13547,13866
2,10,26,25,13547,13955
2,11,26,31,13547,13954
2,12,26,29,13547,13953
2,3,23,11,13547,13549
2,4,23,15,13547,13550
2,5,23,19,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,27,13547,13866
2,9,23,24,13547,13866
2,10,23,27,13547,13955
2,11,23,28,13547,13954
2,12,23,30,13547,13953
2,3,24,13,13547,13549
2,4,24,17,13547,13550
2,5,24,18,13547,13550
2,6,24,21,13547,13687
2,7,24,30,13547,13866
2,8,24,30,13547,13866
2,9,24,29,13547,13866
2,10,24,29,13547,13955
2,11,24,33,13547,13954
2,12,24,31,13547,13953
2,3,23,10,13547,13549
2,4,23,16,13547,13550
2,5,23,19,13547,13550
2,6,23,23,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,26,13547,13866
2,10,23,24,13547,13955
2,11,23,26,13547,13954
2,12,23,29,13547,13953
2,3,23,9,13547,13549
2,4,23,16,13547,13550
2,5,23,18,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,25,13547,13866
2,10,23,28,13547,13955
2,11,23,30,13547,13954
2,12,23,31,13547,13953
2,3,23,12,13547,13549
2,4,23,15,13547,13550
2,5,23,19,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,25,13547,13866
2,10,23,27,13547,13955
2,11,23,32,13547,13954
2,12,23,33,13547,13953
2,3,24,9,13547,13549
2,4,24,15,13547,13550
2,5,24,18,13547,13550
2,6,24,22,13547,13687
2,7,24,30,13547,13866
2,8,24,28,13547,13866
2,9,24,25,13547,13866
2,10,24,27,13547,13955
2,11,24,32,13547,13954
2,12,24,29,13547,13953
2,3,23,10,13547,13549
2,4,23,17,13547,13550
2,5,23,20,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,24,13547,13866
2,10,23,25,13547,13955
2,11,23,27,13547,13954
2,12,23,28,13547,13953
2,3,21,10,13547,13549
2,4,21,16,13547,13550
2,5,21,19,13547,13550
2,6,21,24,13547,13687
2,7,21,31,13547,13866
2,8,21,29,13547,13866
2,9,21,25,13547,13866
2,10,21,26,13547,13955
2,11,21,31,13547,13954
2,12,21,30,13547,13953
2,3,22,11,13547,13549
2,4,22,13,13547,13550
2,5,22,18,13547,13550
2,6,22,23,13547,13687
2,7,22,31,13547,13866
2,8,22,28,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,27,13547,13954
2,12,22,29,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,30,13547,13866
2,8,22,27,13547,13866
2,9,22,25,13547,13866
2,10,22,30,13547,13955
2,11,22,34,13547,13954
2,12,22,33,13547,13953
2,3,19,9,13547,13549
2,4,19,13,13547,13550
2,5,19,17,13547,13550
2,6,19,21,13547,13687
2,7,19,30,13547,13866
2,8,19,29,13547,13866
2,9,19,26,13547,13866
2,10,19,29,13547,13955
2,11,19,30,13547,13954
2,12,19,28,13547,13953
2,3,23,9,13547,13549
2,4,23,15,13547,13550
2,5,23,18,13547,13550
2,6,23,22,13547,13687
2,7,23,28,13547,13866
2,8,23,28,13547,13866
2,9,23,25,13547,13866
2,10,23,27,13547,13955
2,11,23,31,13547,13954
2,12,23,30,13547,13953
2,3,24,11,13547,13549
2,4,24,15,13547,13550
2,5,24,20,13547,13550
2,6,24,22,13547,13687
2,7,24,31,13547,13866
2,8,24,29,13547,13866
2,9,24,26,13547,13866
2,10,24,26,13547,13955
2,11,24,30,13547,13954
2,12,24,30,13547,13953
2,3,20,9,13547,13549
2,4,20,15,13547,13550
2,5,20,18,13547,13550
2,6,20,22,13547,13687
2,7,20,30,13547,13866
2,8,20,28,13547,13866
2,9,20,24,13547,13866
2,10,20,28,13547,13955
2,11,20,31,13547,13954
2,12,20,30,13547,13953
2,3,25,10,13547,13549
2,4,25,17,13547,13550
2,5,25,19,13547,13550
2,6,25,23,13547,13687
2,7,25,31,13547,13866
2,8,25,28,13547,13866
2,9,25,27,13547,13866
2,10,25,29,13547,13955
2,11,25,31,13547,13954
2,12,25,31,13547,13953
2,3,21,11,13547,13549
2,4,21,17,13547,13550
2,5,21,18,13547,13550
2,6,21,23,13547,13687
2,7,21,30,13547,13866
2,8,21,28,13547,13866
2,9,21,27,13547,13866
2,10,21,29,13547,13955
2,11,21,31,13547,13954
2,12,21,31,13547,13953
2,3,22,12,13547,13549
2,4,22,16,13547,13550
2,5,22,20,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,29,13547,13866
2,9,22,26,13547,13866
2,10,22,25,13547,13955
2,11,22,27,13547,13954
2,12,22,28,13547,13953
2,3,24,11,13547,13549
2,4,24,16,13547,13550
2,5,24,18,13547,13550
2,6,24,22,13547,13687
2,7,24,30,13547,13866
2,8,24,29,13547,13866
2,9,24,26,13547,13866
2,10,24,25,13547,13955
2,11,24,29,13547,13954
2,12,24,30,13547,13953
2,3,23,11,13547,13549
2,4,23,15,13547,13550
2,5,23,20,13547,13550
2,6,23,21,13547,13687
2,7,23,29,13547,13866
2,8,23,32,13547,13866
2,9,23,27,13547,13866
2,10,23,28,13547,13955
2,11,23,29,13547,13954
2,12,23,30,13547,13953
2,3,22,11,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,24,13547,13687
2,7,22,32,13547,13866
2,8,22,31,13547,13866
2,9,22,27,13547,13866
2,10,22,24,13547,13955
2,11,22,26,13547,13954
2,12,22,28,13547,13953
2,3,23,12,13547,13549
2,4,23,17,13547,13550
2,5,23,20,13547,13550
2,6,23,22,13547,13687
2,7,23,29,13547,13866
2,8,23,29,13547,13866
2,9,23,27,13547,13866
2,10,23,28,13547,13955
2,11,23,28,13547,13954
2,12,23,31,13547,13953
2,3,22,9,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,30,13547,13866
2,9,22,25,13547,13866
2,10,22,24,13547,13955
2,11,22,27,13547,13954
2,12,22,27,13547,13953
2,3,22,10,13547,13549
2,4,22,16,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,29,13547,13866
2,8,22,27,13547,13866
2,9,22,24,13547,13866
2,10,22,24,13547,13955
2,11,22,28,13547,13954
2,12,22,27,13547,13953
2,3,23,10,13547,13549
2,4,23,14,13547,13550
2,5,23,20,13547,13550
2,6,23,23,13547,13687
2,7,23,30,13547,13866
2,8,23,27,13547,13866
2,9,23,26,13547,13866
2,10,23,27,13547,13955
2,11,23,29,13547,13954
2,12,23,30,13547,13953
2,3,22,9,13547,13549
2,4,22,16,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,30,13547,13866
2,8,22,27,13547,13866
2,9,22,25,13547,13866
2,10,22,27,13547,13955
2,11,22,30,13547,13954
2,12,22,29,13547,13953
2,3,21,11,13547,13549
2,4,21,14,13547,13550
2,5,21,18,13547,13550
2,6,21,21,13547,13687
2,7,21,29,13547,13866
2,8,21,27,13547,13866
2,9,21,24,13547,13866
2,10,21,27,13547,13955
2,11,21,30,13547,13954
2,12,21,31,13547,13953
2,3,23,11,13547,13549
2,4,23,15,13547,13550
2,5,23,19,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,25,13547,13866
2,10,23,26,13547,13955
2,11,23,30,13547,13954
2,12,23,30,13547,13953
2,3,23,12,13547,13549
2,4,23,16,13547,13550
2,5,23,18,13547,13550
2,6,23,23,13547,13687
2,7,23,30,13547,13866
2,8,23,29,13547,13866
2,9,23,27,13547,13866
2,10,23,27,13547,13955
2,11,23,30,13547,13954
2,12,23,31,13547,13953
2,3,21,11,13547,13549
2,4,21,15,13547,13550
2,5,21,20,13547,13550
2,6,21,21,13547,13687
2,7,21,35,13547,13866
2,8,21,31,13547,13866
2,9,21,30,13547,13866
2,10,21,28,13547,13955
2,11,21,32,13547,13954
2,12,21,33,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,32,13547,13866
2,8,22,28,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,29,13547,13954
2,12,22,30,13547,13953
2,3,21,10,13547,13549
2,4,21,15,13547,13550
2,5,21,21,13547,13550
2,6,21,22,13547,13687
2,7,21,30,13547,13866
2,8,21,28,13547,13866
2,9,21,24,13547,13866
2,10,21,25,13547,13955
2,11,21,25,13547,13954
2,12,21,29,13547,13953
2,3,22,11,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,32,13547,13866
2,8,22,29,13547,13866
2,9,22,26,13547,13866
2,10,22,26,13547,13955
2,11,22,32,13547,13954
2,12,22,31,13547,13953
2,3,23,10,13547,13549
2,4,23,17,13547,13550
2,5,23,18,13547,13550
2,6,23,23,13547,13687
2,7,23,32,13547,13866
2,8,23,29,13547,13866
2,9,23,27,13547,13866
2,10,23,25,13547,13955
2,11,23,32,13547,13954
2,12,23,33,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,31,13547,13866
2,8,22,27,13547,13866
2,9,22,25,13547,13866
2,10,22,27,13547,13955
2,11,22,27,13547,13954
2,12,22,29,13547,13953
2,3,23,12,13547,13549
2,4,23,19,13547,13550
2,5,23,21,13547,13550
2,6,23,24,13547,13687
2,7,23,34,13547,13866
2,8,23,30,13547,13866
2,9,23,28,13547,13866
2,10,23,27,13547,13955
2,11,23,28,13547,13954
2,12,23,29,13547,13953
2,3,22,9,13547,13549
2,4,22,17,13547,13550
2,5,22,20,13547,13550
2,6,22,22,13547,13687
2,7,22,32,13547,13866
2,8,22,29,13547,13866
2,9,22,25,13547,13866
2,10,22,22,13547,13955
2,11,22,31,13547,13954
2,12,22,32,13547,13953
2,3,19,10,13547,13549
2,4,19,14,13547,13550
2,5,19,19,13547,13550
2,6,19,22,13547,13687
2,7,19,29,13547,13866
2,8,19,27,13547,13866
2,9,19,24,13547,13866
2,10,19,24,13547,13955
2,11,19,29,13547,13954
2,12,19,30,13547,13953
2,3,24,10,13547,13549
2,4,24,14,13547,13550
2,5,24,18,13547,13550
2,6,24,23,13547,13687
2,7,24,31,13547,13866
2,8,24,28,13547,13866
2,9,24,25,13547,13866
2,10,24,28,13547,13955
2,11,24,31,13547,13954
2,12,24,31,13547,13953
2,3,24,10,13547,13549
2,4,24,16,13547,13550
2,5,24,18,13547,13550
2,6,24,23,13547,13687
2,7,24,32,13547,13866
2,8,24,31,13547,13866
2,9,24,28,13547,13866
2,10,24,26,13547,13955
2,11,24,28,13547,13954
2,12,24,28,13547,13953
2,3,22,9,13547,13549
2,4,22,17,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,29,13547,13866
2,8,22,27,13547,13866
2,9,22,25,13547,13866
2,10,22,25,13547,13955
2,11,22,28,13547,13954
2,12,22,30,13547,13953
2,3,23,10,13547,13549
2,4,23,15,13547,13550
2,5,23,17,13547,13550
2,6,23,21,13547,13687
2,7,23,28,13547,13866
2,8,23,27,13547,13866
2,9,23,25,13547,13866
2,10,23,25,13547,13955
2,11,23,28,13547,13954
2,12,23,27,13547,13953
2,3,24,9,13547,13549
2,4,24,16,13547,13550
2,5,24,18,13547,13550
2,6,24,21,13547,13687
2,7,24,30,13547,13866
2,8,24,30,13547,13866
2,9,24,28,13547,13866
2,10,24,30,13547,13955
2,11,24,28,13547,13954
2,12,24,30,13547,13953
2,3,24,9,13547,13549
2,4,24,17,13547,13550
2,5,24,19,13547,13550
2,6,24,22,13547,13687
2,7,24,31,13547,13866
2,8,24,29,13547,13866
2,9,24,27,13547,13866
2,10,24,26,13547,13955
2,11,24,31,13547,13954
2,12,24,33,13547,13953
2,3,21,8,13547,13549
2,4,21,15,13547,13550
2,5,21,17,13547,13550
2,6,21,20,13547,13687
2,7,21,30,13547,13866
2,8,21,28,13547,13866
2,9,21,24,13547,13866
2,10,21,25,13547,13955
2,11,21,27,13547,13954
2,12,21,29,13547,13953
2,3,23,10,13547,13549
2,4,23,16,13547,13550
2,5,23,19,13547,13550
2,6,23,24,13547,13687
2,7,23,32,13547,13866
2,8,23,30,13547,13866
2,9,23,28,13547,13866
2,10,23,24,13547,13955
2,11,23,27,13547,13954
2,12,23,29,13547,13953
2,3,23,10,13547,13549
2,4,23,16,13547,13550
2,5,23,18,13547,13550
2,6,23,21,13547,13687
2,7,23,31,13547,13866
2,8,23,28,13547,13866
2,9,23,24,13547,13866
2,10,23,27,13547,13955
2,11,23,30,13547,13954
2,12,23,28,13547,13953
2,3,23,9,13547,13549
2,4,23,19,13547,13550
2,5,23,20,13547,13550
2,6,23,22,13547,13687
2,7,23,30,13547,13866
2,8,23,28,13547,13866
2,9,23,24,13547,13866
2,10,23,24,13547,13955
2,11,23,28,13547,13954
2,12,23,29,13547,13953
2,3,21,11,13547,13549
2,4,21,16,13547,13550
2,5,21,19,13547,13550
2,6,21,21,13547,13687
2,7,21,30,13547,13866
2,8,21,29,13547,13866
2,9,21,25,13547,13866
2,10,21,29,13547,13955
2,11,21,32,13547,13954
2,12,21,32,13547,13953
2,3,21,10,13547,13549
2,4,21,16,13547,13550
2,5,21,19,13547,13550
2,6,21,22,13547,13687
2,7,21,30,13547,13866
2,8,21,29,13547,13866
2,9,21,27,13547,13866
2,10,21,27,13547,13955
2,11,21,30,13547,13954
2,12,21,30,13547,13953
2,3,23,10,13547,13549
2,4,23,17,13547,13550
2,5,23,21,13547,13550
2,6,23,25,13547,13687
2,7,23,32,13547,13866
2,8,23,29,13547,13866
2,9,23,25,13547,13866
2,10,23,23,13547,13955
2,11,23,27,13547,13954
2,12,23,28,13547,13953
2,3,22,9,13547,13549
2,4,22,16,13547,13550
2,5,22,19,13547,13550
2,6,22,23,13547,13687
2,7,22,29,13547,13866
2,8,22,28,13547,13866
2,9,22,24,13547,13866
2,10,22,27,13547,13955
2,11,22,29,13547,13954
2,12,22,30,13547,13953
2,3,20,11,13547,13549
2,4,20,15,13547,13550
2,5,20,19,13547,13550
2,6,20,23,13547,13687
2,7,20,32,13547,13866
2,8,20,29,13547,13866
2,9,20,27,13547,13866
2,10,20,29,13547,13955
2,11,20,28,13547,13954
2,12,20,30,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
2,5,22,18,13547,13550
2,6,22,22,13547,13687
2,7,22,29,13547,13866
2,8,22,27,13547,13866
2,9,22,25,13547,13866
2,10,22,28,13547,13955
2,11,22,31,13547,13954
2,12,22,33,13547,13953
2,3,24,11,13547,13549
2,4,24,16,13547,13550
2,5,24,20,13547,13550
2,6,24,25,13547,13687
2,7,24,30,13547,13866
2,8,24,28,13547,13866
2,9,24,26,13547,13866
2,10,24,26,13547,13955
2,11,24,29,13547,13954
2,12,24,31,13547,13953
2,3,24,8,13547,13549
2,4,24,15,13547,13550
2,5,24,17,13547,13550
2,6,24,21,13547,13687
2,7,24,30,13547,13866
2,8,24,27,13547,13866
2,9,24,24,13547,13866
2,10,24,25,13547,13955
2,11,24,25,13547,13954
2,12,24,26,13547,13953
2,3,22,11,13547,13549
2,4,22,15,13547,13550
2,5,22,19,13547,13550
2,6,22,22,13547,13687
2,7,22,33,13547,13866
2,8,22,31,13547,13866
2,9,22,28,13547,13866
2,10,22,28,13547,13955
2,11,22,30,13547,13954
2,12,22,30,13547,13953
2,3,21,10,13547,13549
2,4,21,15,13547,13550
2,5,21,20,13547,13550
2,6,21,22,13547,13687
2,7,21,30,13547,13866
2,8,21,28,13547,13866
2,9,21,27,13547,13866
2,10,21,26,13547,13955
2,11,21,31,13547,13954
2,12,21,32,13547,13953
2,3,22,10,13547,13549
2,4,22,15,13547,13550
