Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Updated Model,NN,22,21,0.10818713450292397,0.7254901960784313,0.9980051902573241,0.18829516539440203,0.8303570596281349,0.2796762688880595,0.0023957803595963563,22.311453053029254,0.27934908610768616
Static Model,NN,22,22,0.09108910891089109,0.6133333333333333,0.9984742466592881,0.1586206896551724,0.9062110432491992,0.23596963210505056,0.0016368050876286997,34.62844308000058,0.2793407228309661
Updated Model,NN,22,22,0.09531772575250837,0.76,0.9982522620543893,0.16939078751857356,0.8729123392970507,0.268770258357879,0.001827070266867863,17.958735916996375,0.2807297168765217
Static Model,NN,22,-1,0.1416382252559727,0.7212566844919787,0.998022819999875,0.2367785824007022,0.898090408335755,0.31907474760101684,0.002048247028275016,34.62844308000058,0.2806078976612877
Updated Model,NN,22,-1,0.125264682937702,0.7513368983957219,0.9976632552068677,0.21472920049670455,0.9018996915946597,0.30619761910604293,0.002385977566442995,16.254472545623273,0.27694149778901855
Static Model,NN,24,13,0.12987012987012986,0.6586826347305389,0.9972917476754736,0.21696252465483234,0.9005067292542225,0.29169950158777924,0.002476294812148373,12.130926395999268,0.2488536760210991
Updated Model,NN,24,13,0.12404787812840043,0.6826347305389222,0.997073450258887,0.20994475138121546,0.8913713402719732,0.2901987140921266,0.002955424064876746,25.4730879960116,0.2501991828903556
Static Model,NN,24,14,0.1795774647887324,0.7806122448979592,0.9974691143264501,0.2919847328244275,0.8795262932500275,0.37368095455796313,0.002306565272511466,12.130926395999268,0.24886551988311112
Updated Model,NN,24,14,0.14926739926739926,0.8316326530612245,0.996718716956934,0.2531055900621118,0.9031921616971942,0.35152345551215514,0.003253053594341548,23.048210909124464,0.25439614802598953
Static Model,NN,24,15,0.145679012345679,0.7468354430379747,0.9975032232977917,0.24380165289256198,0.9349460744460352,0.329169193343236,0.002145345422037307,12.130926395999268,0.2504303390160203
Updated Model,NN,24,15,0.14651162790697675,0.7974683544303798,0.9973872527952302,0.24754420432220042,0.9436776359500237,0.34115151799452,0.002331809921526021,23.925008211983368,0.25403438112698495
Static Model,NN,24,16,0.17023959646910466,0.8282208588957055,0.9976601245659633,0.2824267782426778,0.9721716752916499,0.37487943761847653,0.001962920239472268,12.130926395999268,0.2506774009671062
Updated Model,NN,24,16,0.14830970556161396,0.8343558282208589,0.9972439951155952,0.2518518518518519,0.9735872103534555,0.35109960043577715,0.0025425853288726205,18.093212543055415,0.25758283119648695
Static Model,NN,24,17,0.18641810918774968,0.7526881720430108,0.9977590405828541,0.29882604055496265,0.9289644812497359,0.3739089194467356,0.001961516982461173,12.130926395999268,0.24934663600288332
Updated Model,NN,24,17,0.20666666666666667,0.8333333333333334,0.9978647783940132,0.3311965811965812,0.9442520192851975,0.4143843671679746,0.001999116269713454,13.432779737981036,0.251576439011842
Static Model,NN,24,18,0.12694300518134716,0.6163522012578616,0.9974929906063893,0.2105263157894737,0.8381767846809942,0.2789650650146389,0.00227155441408687,12.130926395999268,0.25168468500487506
Updated Model,NN,24,18,0.11136890951276102,0.6037735849056604,0.9971723662757779,0.18805093046033297,0.7921830728515877,0.2584974024064713,0.002953583757537512,30.65638657519594,0.2536350139416754
Static Model,NN,24,19,0.12301013024602026,0.9659090909090909,0.997922763645294,0.21822849807445438,0.9871463233446754,0.34431435978444586,0.001818646338523737,12.130926395999268,0.24872058304026723
Updated Model,NN,24,19,0.1525096525096525,0.8977272727272727,0.9984719180838945,0.2607260726072607,0.9897576838017488,0.3696702302619551,0.0018853018033018424,11.62303184485063,0.2553342687897384
Static Model,NN,24,20,0.06597938144329897,0.6808510638297872,0.9984037001412112,0.12030075187969926,0.886372348083135,0.21162550729661567,0.0014563619272855636,12.130926395999268,0.2505123580340296
Updated Model,NN,24,20,0.054858934169279,0.7446808510638298,0.997902298262489,0.10218978102189781,0.918919411312508,0.20176492505241683,0.002739416854483896,20.5080359489657,0.2596464059315622
Static Model,NN,24,21,0.10536779324055666,0.7681159420289855,0.9984105219354795,0.1853146853146853,0.9334570643230562,0.28413202341528176,0.0014269133429121081,12.130926395999268,0.24953208304941654
Updated Model,NN,24,21,0.13157894736842105,0.7246376811594203,0.9988095969001767,0.22271714922049,0.887974108261946,0.3084671363125348,0.0014048295116683585,17.06534918793477,0.2552224739920348
Static Model,NN,24,22,0.11392405063291139,0.6116504854368932,0.998192224518893,0.19207317073170732,0.9138213900315453,0.2634536922114424,0.0015623410451886212,12.130926395999268,0.2515013529919088
Updated Model,NN,24,22,0.13533834586466165,0.6990291262135923,0.9983252495071253,0.22677165354330708,0.9018601885431429,0.30711421577307957,0.0018602227003911178,21.847983725834638,0.2608607839792967
Static Model,NN,24,23,0.11267605633802817,0.6956521739130435,0.9981854027246246,0.19393939393939397,0.9234932601767873,0.27950524047604863,0.001519898642634565,12.130926395999268,0.25074649788439274
Updated Model,NN,24,23,0.13020833333333334,0.8152173913043478,0.998233155284503,0.22455089820359284,0.917869372960422,0.3253893912119528,0.0019895422560742134,21.898074239958078,0.2629192410968244
Static Model,NN,24,24,0.094,0.6911764705882353,0.9983832347584062,0.16549295774647887,0.9232018395021343,0.2545109621656659,0.0014344386219005735,12.130926395999268,0.25121282297186553
