Test Name,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Oracle P,Oracle R,Oracle A,Oracle F,Oracle AUC,Oracle MCC,Oracle B
Oracle,0.11890276443590565,0.7451505016722408,0.9975452910291132,0.20508100147275407,0.8923177418032842,0.2970533345801921,0.002445280407011474,0.11890276443590565,0.7451505016722408,0.9975452910291132,0.20508100147275407,0.8923177418032842,0.2970533345801921,0.002445280407011474
Oracle,0.12006437768240344,0.748494983277592,0.9975620612733561,0.20693481276005551,0.9069783567857179,0.2991782576089994,0.0023282528454404102,0.12006437768240344,0.748494983277592,0.9975620612733561,0.20693481276005551,0.9069783567857179,0.2991782576089994,0.0023282528454404102
Oracle,0.1409007110877008,0.7157190635451505,0.998024806317891,0.23544944438332047,0.9006173805303467,0.31701341569154556,0.0019654002450631082,0.1409007110877008,0.7157190635451505,0.998024806317891,0.23544944438332047,0.9006173805303467,0.31701341569154556,0.0019654002450631082
Oracle,0.11249619945272119,0.7424749163879598,0.9974014648666225,0.1953881358915684,0.9008703101133795,0.2883821531225595,0.002403979185287591,0.11249619945272119,0.7424749163879598,0.9974014648666225,0.1953881358915684,0.9008703101133795,0.2883821531225595,0.002403979185287591
Oracle,0.10519825460064504,0.7418060200668897,0.9972090334199701,0.18426518235440725,0.9014284167085984,0.2786990807300163,0.0027063767082540456,0.10519825460064504,0.7418060200668897,0.9972090334199701,0.18426518235440725,0.9014284167085984,0.2786990807300163,0.0027063767082540456
Oracle,0.13547771568761074,0.6648829431438127,0.998054651667815,0.22509057971014496,0.9237129211566466,0.29956274258292986,0.0021803269557344224,0.13547771568761074,0.6648829431438127,0.998054651667815,0.22509057971014496,0.9237129211566466,0.29956274258292986,0.0021803269557344224
Oracle,0.12495808650944451,0.7478260869565218,0.9976675148430874,0.21413522313733,0.9008085915187125,0.3051042849688129,0.00215431076396891,0.12495808650944451,0.7478260869565218,0.9976675148430874,0.21413522313733,0.9008085915187125,0.3051042849688129,0.00215431076396891
Oracle,0.06761025391811444,0.7444816053511706,0.9955285980985386,0.12396280002227543,0.9109853979986426,0.22351454904675702,0.0037056657264047,0.06761025391811444,0.7444816053511706,0.9955285980985386,0.12396280002227543,0.9109853979986426,0.22351454904675702,0.0037056657264047
Oracle,0.1153806742494108,0.7531772575250836,0.9974412586665211,0.20010662875422072,0.907993074901984,0.2941766361332903,0.002539141776724162,0.1153806742494108,0.7531772575250836,0.9974412586665211,0.20010662875422072,0.907993074901984,0.2941766361332903,0.002539141776724162
Oracle,0.1741617670427459,0.7331103678929766,0.998409384969768,0.2814586543400103,0.9029517596279419,0.35684631239019177,0.0016304431006215292,0.1741617670427459,0.7331103678929766,0.998409384969768,0.2814586543400103,0.9029517596279419,0.35684631239019177,0.0016304431006215292
