Splitting Approach,Metric,Performance Value
Time-based 60%/40%,MCC,0.4926832623983262
Time-based 70%/30%,AUC,0.9472900526588028
Time-based 70%/30%,F-1,0.4743758212877792
Time-based 70%/30%,MCC,0.47089859853201005
Time-based 80%/20%,AUC,0.9434662198314034
Time-based 80%/20%,F-1,0.4649006622516556
Time-based 80%/20%,MCC,0.4599374289324504
Time-based 90%/10%,AUC,0.9614762253013099
Time-based 90%/10%,F-1,0.5302631578947369
Time-based 90%/10%,MCC,0.5310090020335125
Random 90%/10%,AUC,0.9829158207819296
Random 90%/10%,F-1,0.6187951807228916
Random 90%/10%,MCC,0.6284912445578249
Random 80%/20%,AUC,0.9803059947116406
Random 80%/20%,F-1,0.6237404767756205
Random 80%/20%,MCC,0.6283537956243551
Random 70%/30%,AUC,0.9804301027120628
Random 70%/30%,F-1,0.6080682190882256
Random 70%/30%,MCC,0.6122719970075837
Random 60%/40%,AUC,0.9804264736076967
Random 60%/40%,F-1,0.6175614916688706
Random 60%/40%,MCC,0.6205215195026257
Random 50%/50%,AUC,0.9785978980063014
Random 50%/50%,F-1,0.6045397750937108
Random 50%/50%,MCC,0.6059781054480096
Time-based 50%/50%,AUC,0.9537970543388058
Time-based 50%/50%,F-1,0.5028533064786841
Time-based 50%/50%,MCC,0.4980268442904085
Time-based 60%/40%,AUC,0.9563421661472461
Time-based 60%/40%,F-1,0.5317448348665359
Time-based 60%/40%,MCC,0.5265787933692797
Time-based 70%/30%,AUC,0.9466926185430986
Time-based 70%/30%,F-1,0.47447847314691527
Time-based 70%/30%,MCC,0.47047303629760817
Time-based 80%/20%,AUC,0.9423245527617632
Time-based 80%/20%,F-1,0.46383392799221534
Time-based 80%/20%,MCC,0.45953860431157734
Time-based 90%/10%,AUC,0.9635175977432522
Time-based 90%/10%,F-1,0.5456936226166996
Time-based 90%/10%,MCC,0.5468602365619551
Random 90%/10%,AUC,0.9803919395488546
Random 90%/10%,F-1,0.6424242424242425
Random 90%/10%,MCC,0.6464107736494358
Random 80%/20%,AUC,0.9829621586439554
Random 80%/20%,F-1,0.6060759493670888
Random 80%/20%,MCC,0.6105361133630689
Random 70%/30%,AUC,0.9802234064769856
Random 70%/30%,F-1,0.6094594594594595
Random 70%/30%,MCC,0.6147254515109192
Random 60%/40%,AUC,0.9812094330328066
Random 60%/40%,F-1,0.6083756345177664
Random 60%/40%,MCC,0.613389732433422
Random 50%/50%,AUC,0.9805083313312289
Random 50%/50%,F-1,0.6036371151064269
Random 50%/50%,MCC,0.6064898793866016
Time-based 50%/50%,AUC,0.9530273182817885
Time-based 50%/50%,F-1,0.49388533602602946
Time-based 50%/50%,MCC,0.48878911065942127
Time-based 60%/40%,AUC,0.9564141893521612
Time-based 60%/40%,F-1,0.5219225553714026
Time-based 60%/40%,MCC,0.5166285780341321
Time-based 70%/30%,AUC,0.9429561509673938
Time-based 70%/30%,F-1,0.4677732269885751
Time-based 70%/30%,MCC,0.4648803650007534
Time-based 80%/20%,AUC,0.9447875750245223
Time-based 80%/20%,F-1,0.4613899613899614
Time-based 80%/20%,MCC,0.45735998028347735
Time-based 90%/10%,AUC,0.9631147071382589
Time-based 90%/10%,F-1,0.5193650793650794
Time-based 90%/10%,MCC,0.5224230902474124
Random 90%/10%,AUC,0.9802769379407418
Random 90%/10%,F-1,0.6281310211946051
Random 90%/10%,MCC,0.630210156514898
Random 80%/20%,AUC,0.9812397389079229
Random 80%/20%,F-1,0.603238866396761
Random 80%/20%,MCC,0.6066387836125146
Random 70%/30%,AUC,0.9790382867478127
Random 70%/30%,F-1,0.6114391766492324
Random 70%/30%,MCC,0.6142058666183322
Random 60%/40%,AUC,0.9795212293027076
Random 60%/40%,F-1,0.6098402555910544
Random 60%/40%,MCC,0.6123184471898665
Random 50%/50%,AUC,0.9799401539461746
Random 50%/50%,F-1,0.600471843265976
Random 50%/50%,MCC,0.603062137764994
Time-based 50%/50%,AUC,0.9534070576379735
Time-based 50%/50%,F-1,0.5115923009623797
Time-based 50%/50%,MCC,0.5079346774498928
Time-based 60%/40%,AUC,0.9567262940221565
Time-based 60%/40%,F-1,0.5040435230113219
Time-based 60%/40%,MCC,0.4992069045967603
Time-based 70%/30%,AUC,0.9463880628416722
Time-based 70%/30%,F-1,0.46997840172786176
Time-based 70%/30%,MCC,0.46703864404429984
Time-based 80%/20%,AUC,0.9430892038839822
Time-based 80%/20%,F-1,0.4534883720930232
Time-based 80%/20%,MCC,0.4491666945827885
Time-based 90%/10%,AUC,0.9598895433276022
Time-based 90%/10%,F-1,0.5365535248041775
Time-based 90%/10%,MCC,0.5380048487967667
Random 90%/10%,AUC,0.9813774213444019
Random 90%/10%,F-1,0.6243486499289435
Random 90%/10%,MCC,0.6297632587598214
Random 80%/20%,AUC,0.9816809634662857
Random 80%/20%,F-1,0.6295723853683669
Random 80%/20%,MCC,0.6346028027615015
Random 70%/30%,AUC,0.9827224014669803
Random 70%/30%,F-1,0.6059080228264518
Random 70%/30%,MCC,0.6118458801072562
Random 60%/40%,AUC,0.9790392484964922
Random 60%/40%,F-1,0.608717753208794
Random 60%/40%,MCC,0.6110854642089991
Random 50%/50%,AUC,0.9780242735240589
Random 50%/50%,F-1,0.5906621050513181
Random 50%/50%,MCC,0.5938979126338975

Time-based 50%/50%,AUC,0.9534386505789063
Time-based 50%/50%,F-1,0.4615068352348648
Time-based 50%/50%,MCC,0.46002748871721577
Time-based 60%/40%,AUC,0.9582234500776549
Time-based 60%/40%,F-1,0.5246195165622203
Time-based 60%/40%,MCC,0.5196463305349919
Time-based 70%/30%,AUC,0.9481480504507439
Time-based 70%/30%,F-1,0.4783092324805339
Time-based 70%/30%,MCC,0.47427699004349727
Time-based 80%/20%,AUC,0.9367571028395756
Time-based 80%/20%,F-1,0.4502849905003167
Time-based 80%/20%,MCC,0.446707007323779
Time-based 90%/10%,AUC,0.9678350869482157
Time-based 90%/10%,F-1,0.524547803617571
Time-based 90%/10%,MCC,0.5264385195301722
Random 90%/10%,AUC,0.9868350423641066
Random 90%/10%,F-1,0.6467191601049869
Random 90%/10%,MCC,0.6512694186981333
Random 80%/20%,AUC,0.9815058338375312
Random 80%/20%,F-1,0.6291739894551845
Random 80%/20%,MCC,0.6313053781363526
Random 70%/30%,AUC,0.9817492879871865
Random 70%/30%,F-1,0.6150670794633644
Random 70%/30%,MCC,0.6165242797812687
Random 60%/40%,AUC,0.981569602163337
Random 60%/40%,F-1,0.5976331360946745
Random 60%/40%,MCC,0.6038751276448984
Random 50%/50%,AUC,0.9792734570668672
Random 50%/50%,F-1,0.6126390930086081
Random 50%/50%,MCC,0.6131249640474262
Time-based 50%/50%,AUC,0.9516334852893396
Time-based 50%/50%,F-1,0.4900044424700133
Time-based 50%/50%,MCC,0.485220704694042
Time-based 60%/40%,AUC,0.9511881371288758
Time-based 60%/40%,F-1,0.4977578475336323
Time-based 60%/40%,MCC,0.4922973862011406
Time-based 70%/30%,AUC,0.9465369601468304
Time-based 70%/30%,F-1,0.487663925316737
Time-based 70%/30%,MCC,0.4838222229439555
Time-based 80%/20%,AUC,0.940379902032273
Time-based 80%/20%,F-1,0.4547504025764895
Time-based 80%/20%,MCC,0.450561560857242
Time-based 90%/10%,AUC,0.9621672112094455
Time-based 90%/10%,F-1,0.5141752577319587
Time-based 90%/10%,MCC,0.5159715497799988
Random 90%/10%,AUC,0.9854525334651187
Random 90%/10%,F-1,0.6388606307222787
Random 90%/10%,MCC,0.6429173892822184
Random 80%/20%,AUC,0.9822261583809688
Random 80%/20%,F-1,0.6061515378844711
Random 80%/20%,MCC,0.6094239504048463
Random 70%/30%,AUC,0.9791598888805384
Random 70%/30%,F-1,0.5949112822229662
Random 70%/30%,MCC,0.6004147962353652
Random 60%/40%,AUC,0.9803520535629441
Random 60%/40%,F-1,0.6079104667429736
Random 60%/40%,MCC,0.6113455277803085
Random 50%/50%,AUC,0.980955093089271
Random 50%/50%,F-1,0.5988620199146515
Random 50%/50%,MCC,0.602084301501526
Time-based 50%/50%,AUC,0.95242476216939
Time-based 50%/50%,F-1,0.5097207493814069
Time-based 50%/50%,MCC,0.5035700368259862
Time-based 60%/40%,AUC,0.9554248722674568
Time-based 60%/40%,F-1,0.5131986432679546
Time-based 60%/40%,MCC,0.5084185719486587
Time-based 70%/30%,AUC,0.942892840406268
Time-based 70%/30%,F-1,0.47859495060373214
Time-based 70%/30%,MCC,0.4750928726234202
Time-based 80%/20%,AUC,0.9438047407168059
Time-based 80%/20%,F-1,0.4727391446294483
Time-based 80%/20%,MCC,0.46836046070819376
Time-based 90%/10%,AUC,0.9636841929083447
Time-based 90%/10%,F-1,0.5249999999999999
Time-based 90%/10%,MCC,0.5256181033348521
Random 90%/10%,AUC,0.9808934531815642
Random 90%/10%,F-1,0.6180520142784294
Random 90%/10%,MCC,0.6229238035436419
Random 80%/20%,AUC,0.9826219934564312
Random 80%/20%,F-1,0.6294620412267471
Random 80%/20%,MCC,0.6315498343834267
Random 70%/30%,AUC,0.9785748444337165
Random 70%/30%,F-1,0.6068592667680353
Random 70%/30%,MCC,0.6103943208147569
Random 60%/40%,AUC,0.9804875960424294
Random 60%/40%,F-1,0.6167332731726183
Random 60%/40%,MCC,0.6197380989974421
Random 50%/50%,AUC,0.9786422687577585
Random 50%/50%,F-1,0.6034392912975508
Random 50%/50%,MCC,0.6051521030941596
Time-based 50%/50%,AUC,0.9510883267861183
Time-based 50%/50%,F-1,0.4787197820905686
Time-based 50%/50%,MCC,0.4729639066400385
Time-based 60%/40%,AUC,0.9546005080757558
Time-based 60%/40%,F-1,0.5008347245409015
Time-based 60%/40%,MCC,0.4950463101657824
Time-based 70%/30%,AUC,0.947262003910226
Time-based 70%/30%,F-1,0.4718902169101372
Time-based 70%/30%,MCC,0.46794154502052965
Time-based 80%/20%,AUC,0.9464830555527453
Time-based 80%/20%,F-1,0.45484949832775917
Time-based 80%/20%,MCC,0.44946506356908084
Time-based 90%/10%,AUC,0.9667160672993432
Time-based 90%/10%,F-1,0.5250814332247558
Time-based 90%/10%,MCC,0.5263782571121592
Random 90%/10%,AUC,0.9814722744145089
Random 90%/10%,F-1,0.6330504243634547
Random 90%/10%,MCC,0.6359518030303764
Random 80%/20%,AUC,0.9799452671711203
Random 80%/20%,F-1,0.6279128038085694
Random 80%/20%,MCC,0.6325312619875381
Random 70%/30%,AUC,0.9824484702393894
Random 70%/30%,F-1,0.6194055346771439
Random 70%/30%,MCC,0.6222416391016588
Random 60%/40%,AUC,0.9789009144122948
Random 60%/40%,F-1,0.6110260336906584
Random 60%/40%,MCC,0.6137426234978176
Random 50%/50%,AUC,0.9779198682864608
Random 50%/50%,F-1,0.5994528321005168
Random 50%/50%,MCC,0.6024748314880969
Time-based 50%/50%,AUC,0.9511616422450059
Time-based 50%/50%,F-1,0.4997734481196194
Time-based 50%/50%,MCC,0.4944520699643835
Time-based 60%/40%,AUC,0.9564061494467622
Time-based 60%/40%,F-1,0.520300291098514
Time-based 60%/40%,MCC,0.5146075443323136
Time-based 70%/30%,AUC,0.9485786272870554
Time-based 70%/30%,F-1,0.48174219093708753
Time-based 70%/30%,MCC,0.4782140279233852
Time-based 80%/20%,AUC,0.9406542780246765
Time-based 80%/20%,F-1,0.46745751843539596
Time-based 80%/20%,MCC,0.4636829741623687
Time-based 90%/10%,AUC,0.9642830123367986
Time-based 90%/10%,F-1,0.522977346278317
Time-based 90%/10%,MCC,0.5246840383588819
Random 90%/10%,AUC,0.9853012114308372
Random 90%/10%,F-1,0.6125760649087222
Random 90%/10%,MCC,0.6176718711126901
Random 80%/20%,AUC,0.9840643805000233
Random 80%/20%,F-1,0.6353490786400208
