Scenario,Model,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
Updated Model,NN,9,0.15874571288584027,0.7751196172248804,0.9973906478282294,0.2635217568117121,0.9025142794847084,0.35006999577292786,0.0025107961242504273
Static Model,NN,10,0.10242376856919469,0.7005347593582888,0.9980316247923724,0.17871759890859484,0.8911978330651964,0.2673855311494214,0.0022097021675809114
Updated Model,NN,10,0.06623436776285317,0.7647058823529411,0.9966321819537268,0.12190963341858482,0.9006422210784397,0.22444704921030925,0.003216382174401859
Static Model,NN,11,0.15120274914089346,0.5972850678733032,0.9989489679625174,0.2413162705667276,0.9283841003132721,0.3001698570787612,0.0014377675066512717
Updated Model,NN,11,0.11466458658346333,0.665158371040724,0.9984690388755223,0.19560878243512972,0.8993681834699175,0.2757588896603278,0.0019398598400035421
Static Model,NN,12,0.15942028985507245,0.6285714285714286,0.9990224606710921,0.2543352601156069,0.9444011687022132,0.31623562032191227,0.0014049277338602816
Updated Model,NN,12,0.0958904109589041,0.75,0.9980581825346306,0.1700404858299595,0.9181474505226296,0.2677465382440887,0.0019595498278385083
Static Model,CART,7,0.05465968586387435,0.7229916897506925,0.9927904109653255,0.10163551401869159,0.8579671872348722,0.19753490577806693,0.007209589034674467
Updated Model,CART,7,0.05199494493590901,0.7977839335180056,0.9916810030297775,0.0976271186440678,0.8947871857953056,0.20239324636252823,0.008318996970222554
Static Model,CART,8,0.06640260950605778,0.6818181818181818,0.9939031394413862,0.12101910828025476,0.8379567759169009,0.21154005177440666,0.006096860558613804
Updated Model,CART,8,0.04907481898632341,0.7296650717703349,0.9911300987573597,0.09196442032262928,0.8604781107282312,0.18777569633755636,0.008869901242640324
Static Model,CART,9,0.056222603392414715,0.7057416267942583,0.992687762412073,0.10414827890556046,0.8493011560611663,0.19786987998436967,0.0073122375879269555
Updated Model,CART,9,0.04066445182724252,0.7320574162679426,0.9894372386685532,0.07704897393931763,0.8608248801234065,0.17096128295745752,0.0105627613314468
Static Model,CART,10,0.030695078640284118,0.6470588235294118,0.993645287016571,0.058609832889319445,0.8204050505784134,0.14000044257465036,0.006354712983429028
Updated Model,CART,10,0.029234916027368857,0.7540106951871658,0.9922703671248643,0.056287425149700594,0.8731769625964038,0.14752294622174308,0.007729632875135693
Static Model,CART,11,0.021716181571407027,0.6515837104072398,0.9916879827782702,0.042031523642732056,0.8216834495335514,0.11793307191785855,0.008312017221729771
Updated Model,CART,11,0.029730303673816096,0.6334841628959276,0.9941116879827783,0.05679513184584178,0.8138484009320792,0.13637025730465419,0.00588831201722173
Static Model,CART,12,0.019484736956051095,0.6428571428571429,0.9913252856839744,0.03782307207396512,0.8171374375611125,0.11089665654216657,0.008674714316025582
Updated Model,CART,12,0.027403963787619282,0.8,0.9924164923767088,0.05299266619351786,0.8962337696791456,0.14722223840806303,0.0075835076232912005
Static Model,SVM,7,0.07930720145852324,0.7229916897506925,0.9951092298052598,0.1429353778751369,0.9413942194382902,0.23843226246333327,0.0035241083932791273
Updated Model,SVM,7,0.07762280169799879,0.7091412742382271,0.9950826665166622,0.13992894233397102,0.9502476756238838,0.23358124315041556,0.003445278064217803
Static Model,SVM,8,0.22997416020671835,0.638755980861244,0.9984610581440214,0.3381887270424319,0.8963477121949852,0.3826910175107538,0.0020581450751339368
Updated Model,SVM,8,0.23450134770889489,0.6244019138755981,0.9985140743227919,0.340953625081646,0.9108929160910426,0.38207900040700093,0.002099196274344337
Static Model,SVM,9,0.2538994800693241,0.7009569377990431,0.9985793366972028,0.3727735368956744,0.9410250852508816,0.42134451846619014,0.00196727603705056
Updated Model,SVM,9,0.2548161120840631,0.6961722488038278,0.9985908633771443,0.3730769230769231,0.9459510818624235,0.42066126477313814,0.002081727492909071
Static Model,SVM,10,0.14269005847953217,0.6524064171122995,0.9986953792228515,0.23416506717850288,0.9276100318419187,0.30471554940608725,0.0018467260775693309
Updated Model,SVM,10,0.08138759172781855,0.6524064171122995,0.9976425273676088,0.14472123368920523,0.9082224831904132,0.22988095112324736,0.0026527647369857196
Static Model,SVM,11,0.14095449500554938,0.5746606334841629,0.998900848423452,0.2263814616755793,0.9110811890669017,0.28424363478816655,0.00161969462399117
Updated Model,SVM,11,0.10739856801909307,0.6108597285067874,0.998470305179182,0.18267929634641408,0.9073357497311403,0.2557075503936877,0.0018355437986043916
Static Model,SVM,12,0.140625,0.5785714285714286,0.9989504713406687,0.22625698324022345,0.9006182167247968,0.2848948331553899,0.0015808899085125404
Updated Model,SVM,12,0.11097099621689786,0.6285714285714286,0.9985658967597223,0.18863879957127544,0.9132390338742808,0.26371018821774456,0.002078502356624513
Static Model,RGF,7,0.1536113936927772,0.8365650969529086,0.9973077325733107,0.25956166738289643,0.9518745440181285,0.35781165904351614,0.002690124217361715
Updated Model,RGF,7,0.1473889702293802,0.8365650969529086,0.9971780412230988,0.25062240663900415,0.9485988261208762,0.350457964778309,0.0028153145523701333
Static Model,RGF,8,0.18791574279379158,0.8110047846889952,0.9977261949993962,0.3051305130513051,0.9139098640796359,0.3897442016212052,0.002339817382499151
Updated Model,RGF,8,0.19215463331438318,0.8086124401913876,0.9977895198795944,0.31051906293063847,0.9308528925645473,0.3935492319641255,0.002253505173605069
Static Model,RGF,9,0.18993135011441648,0.7942583732057417,0.9978358658409722,0.3065558633425669,0.9659935340228454,0.3877736666706434,0.002226146829751243
Updated Model,RGF,9,0.1797509474824039,0.7942583732057417,0.9976932231766954,0.2931567328918322,0.9626336790054945,0.3771971333187947,0.0025196114141460657
Static Model,RGF,10,0.10667634252539913,0.786096256684492,0.9979220889627121,0.1878594249201278,0.8939068819883077,0.2891223434163697,0.0021334628251395626
Updated Model,RGF,10,0.11457521434138737,0.786096256684492,0.9980774009599916,0.19999999999999998,0.9269972079454685,0.2996713194859032,0.0020546642731084034
Static Model,RGF,11,0.109375,0.6968325791855203,0.9983272128656452,0.18907305095150398,0.9389906685638875,0.27565057910898627,0.0017706374477951226
Updated Model,RGF,11,0.12426532325776658,0.669683257918552,0.9985868051158668,0.20963172804532576,0.9498332221033634,0.28808394565173717,0.001485581396072046
Static Model,RGF,12,0.1105318039624609,0.7571428571428571,0.9983196174714316,0.19290263876251137,0.9403271361868883,0.2888960870419863,0.0018086380392421518
Updated Model,RGF,12,0.10816326530612246,0.7571428571428571,0.9982798338940924,0.1892857142857143,0.9179271818824627,0.2857746522165026,0.0016905222107145312
Static Model,RF,7,0.25123558484349257,0.8448753462603878,0.9984921427354875,0.3873015873015873,0.9394995197546743,0.46025184627525406,0.0018037910500467986
Updated Model,RF,7,0.2386272944932163,0.8282548476454293,0.9984124528696946,0.3705080545229244,0.9498920519896641,0.44408112559478347,0.0019276968942860478
Static Model,RF,8,0.2482705611068409,0.7727272727272727,0.9984198233383109,0.37579988365328676,0.9107268123925576,0.4374694537676774,0.0018296861147682458
Updated Model,RF,8,0.2819194515852613,0.7870813397129187,0.9986348333966583,0.41514195583596214,0.918569681378435,0.47057648943504704,0.0017746735823326529
Static Model,RF,9,0.2453669384729429,0.7918660287081339,0.998407877333072,0.3746462931522354,0.9420091512150566,0.4402707779430734,0.0018531616242244704
Updated Model,RF,9,0.2503782148260212,0.7918660287081339,0.9984467798778748,0.3804597701149425,0.9495595548174771,0.444757245916941,0.0020527760567804255
Static Model,RF,10,0.12362637362637363,0.7219251336898396,0.9983504231025778,0.2111024237685692,0.8986772667345853,0.29831888369388115,0.0018962908225323375
Updated Model,RF,10,0.15679824561403508,0.7647058823529411,0.9986708562759126,0.2602365787079163,0.9445694860749052,0.3459080113556539,0.001672978328254359
Static Model,RF,11,0.13249776186213072,0.669683257918552,0.9986805115866785,0.2212257100149477,0.9211484704509777,0.29750130499616734,0.0016776365708496897
Updated Model,RF,11,0.21861152141802068,0.669683257918552,0.9992376851969103,0.3296213808463252,0.9468343889018416,0.38235074973073924,0.0013633236904740376
Static Model,RF,12,0.14030261348005502,0.7285714285714285,0.9987439756297172,0.23529411764705882,0.9130275158824606,0.3193773190532394,0.0018332439150071237
Updated Model,RF,12,0.1833616298811545,0.7714285714285715,0.9990281440392834,0.2962962962962963,0.9186392125959526,0.37581445915125455,0.0013838236185626383
Static Model,NN,7,0.08507809903622465,0.7091412742382271,0.995534242422822,0.1519287833827893,0.8736340898738265,0.24464263389879584,0.003953285778438164
Updated Model,NN,7,0.08791208791208792,0.7091412742382271,0.9956858094224672,0.15643140849373663,0.8405322897312385,0.2487184025524108,0.0037777022370458846
Static Model,NN,8,0.10818505338078292,0.7272727272727273,0.9961416003228096,0.18835192069392814,0.8765373868076489,0.2795685097228306,0.0035396886455063793
Updated Model,NN,8,0.14933333333333335,0.8038277511961722,0.9970605474214992,0.2518740629685158,0.9064933828559197,0.3457167089741784,0.002849524875591165
Static Model,NN,9,0.1206896551724138,0.7703349282296651,0.9964814809478388,0.20868438107582632,0.9110955733666385,0.3040670346666662,0.002968366187390637
Updated Model,NN,9,0.1600771456123433,0.7942583732057417,0.9973661536333536,0.26645264847512035,0.9211886414530559,0.3558682159590651,0.0025706928817337354
Static Model,NN,10,0.0694231750893313,0.7272727272727273,0.9969362664957689,0.1267474370922647,0.8942965925111127,0.22410271941287224,0.0027681986284153037
Updated Model,NN,10,0.08454106280193237,0.7486631016042781,0.9974447089289684,0.1519262072707542,0.8850233141997308,0.2510491741769436,0.0025641971990276553
Static Model,NN,11,0.04817947774917249,0.5927601809954751,0.9966088387995441,0.08911564625850339,0.8420844231775536,0.16832565001809377,0.0026681023312449736
Updated Model,NN,11,0.10752688172043011,0.6787330316742082,0.9983335443839433,0.18564356435643564,0.9063346885983153,0.26972483845852707,0.0017856280020475924
Static Model,NN,12,0.05100896860986547,0.65,0.996699857536904,0.09459459459459459,0.8841640403442111,0.18147159607987906,0.0026650494049043683
Updated Model,NN,12,0.10307017543859649,0.6714285714285714,0.9983631899608985,0.17870722433460076,0.936156582599082,0.26265189214327805,0.002153366724457121
Static Model,CART,7,0.05551003687013519,0.7506925207756233,0.9926544694295611,0.1033759298111768,0.8717417764754888,0.20289268158573165,0.00734553057043881
Updated Model,CART,7,0.0508598609586535,0.7700831024930748,0.9917638179883466,0.09541788227218123,0.8809860182738348,0.19660650894735862,0.008236182011653471
Static Model,CART,8,0.05991170906033214,0.6818181818181818,0.9932183471322665,0.11014492753623188,0.8376141688614058,0.2008006395888287,0.00678165286773347
Updated Model,CART,8,0.06268545994065282,0.8086124401913876,0.9924393038386659,0.11635111876075732,0.900582486636615,0.22388892581135678,0.007560696161334123
Static Model,CART,9,0.055014042623492486,0.7966507177033493,0.9916359528674057,0.10292072322670376,0.8942020874539145,0.20802859115994207,0.00836404713259428
Updated Model,CART,9,0.04578623551294892,0.7655502392344498,0.9902498696044332,0.08640475226137437,0.8779677600102909,0.18575149117550027,0.009750130395566839
Static Model,CART,10,0.02475902475902476,0.7005347593582888,0.991472553917786,0.04782767433369844,0.8460481429030993,0.13065876613622537,0.008527446082213997
Updated Model,CART,10,0.026519935053220277,0.786096256684492,0.991112884029349,0.05130890052356021,0.888635918721405,0.1433942275510225,0.008887115970650937
Static Model,CART,11,0.025886232481450947,0.7104072398190046,0.9924376345447639,0.04995227489659561,0.8514619117703371,0.13467977297741185,0.007562365455236165
Updated Model,CART,11,0.021708352996696555,0.6244343891402715,0.99201975433709,0.04195804195804195,0.8082785210905371,0.11540844817620564,0.007980245662909965
Static Model,CART,12,0.02015536426621877,0.6857142857142857,0.9910752174835561,0.03915969814399348,0.8384352568426958,0.11655743974251963,0.008924782516443878
Updated Model,CART,12,0.031096059113300493,0.7214285714285714,0.993964262980813,0.059622195985832356,0.8577325682753603,0.14897972220021144,0.006035737019187051
Static Model,SVM,7,0.07842548076923077,0.7229916897506925,0.9950514155889003,0.14150176199512063,0.9482635985130022,0.2370909314839592,0.0034294384708264875
Updated Model,SVM,7,0.18351254480286738,0.7091412742382271,0.9980561922932087,0.29157175398633256,0.9469423370403185,0.3601294524773406,0.0031491247815496936
Static Model,SVM,8,0.21753246753246752,0.6411483253588517,0.9983594438013779,0.3248484848484849,0.8958328180508178,0.3728538489653122,0.002141482205008045
Updated Model,SVM,8,0.19969742813918306,0.631578947368421,0.9982151219813913,0.30344827586206896,0.9120540837943143,0.354499918317296,0.002213901127929653
Static Model,SVM,9,0.2359098228663446,0.7009569377990431,0.9984525432178456,0.35301204819277104,0.9318201201848008,0.4060955994578699,0.002054732727084976
Updated Model,SVM,9,0.17136285221391603,0.7129186602870813,0.9977508565764032,0.27630968938340283,0.9515928703592262,0.3488388687454619,0.0026638878405899256
Static Model,SVM,10,0.1318918918918919,0.6524064171122995,0.9985809388038034,0.2194244604316547,0.9259113705790047,0.2929242610764257,0.001929216514596442
Updated Model,SVM,10,0.0847231487658439,0.679144385026738,0.9976588759989014,0.15065243179122184,0.9141811210099162,0.23933782480489937,0.002824902605910562
Static Model,SVM,11,0.13039014373716631,0.5746606334841629,0.9988084082562999,0.2125523012552301,0.8983318737056553,0.2733529447023367,0.0017031052888357558
Updated Model,SVM,11,0.11491228070175438,0.5927601809954751,0.9986083322780803,0.19250551065393093,0.8965841634524547,0.2605783042589828,0.0017800279873418391
Static Model,SVM,12,0.12272727272727273,0.5785714285714286,0.9987913370313116,0.20250000000000004,0.8945924918489706,0.26609624703489315,0.0016661195489605374
Updated Model,SVM,12,0.10268378063010501,0.6285714285714286,0.9984446515716408,0.1765295887662989,0.9112648253443681,0.2536386779162463,0.0021801539151880185
Static Model,RGF,7,0.16241173275393808,0.8282548476454293,0.9974936755934942,0.27157129881925524,0.9516460669471252,0.3661236469975073,0.002595000918514728
Updated Model,RGF,7,0.15349075975359344,0.8282548476454293,0.997326483129968,0.2589865742745778,0.9513983176991949,0.3558841360812142,0.0025613127321998273
Static Model,RGF,8,0.19712402636309168,0.7870813397129187,0.9978955522371354,0.3152850982271203,0.9140657320464173,0.3932686700003745,0.0022700777263065302
Updated Model,RGF,8,0.2023370233702337,0.7870813397129187,0.9979588771173337,0.3219178082191781,0.9209133166957599,0.39845429473756827,0.002242501066397453
Static Model,RGF,9,0.19369894982497082,0.7942583732057417,0.9978848542307238,0.31144465290806755,0.9677852159550115,0.3916154571373467,0.00215880974326369
Updated Model,RGF,9,0.18906605922551253,0.7942583732057417,0.9978243391610306,0.30542778288868444,0.9666902095433639,0.38688594980610064,0.002369445798630651
Static Model,RGF,10,0.1080088170462895,0.786096256684492,0.9979498816359095,0.18992248062015504,0.8975311133293942,0.2909286899390427,0.0020467710504376434
Updated Model,RGF,10,0.1133384734001542,0.786096256684492,0.998054512876182,0.1981132075471698,0.9360497122394991,0.29804430091705014,0.001963950161726305
Static Model,RGF,11,0.10606060606060606,0.6968325791855203,0.998271495504622,0.18410041841004185,0.9340283547671473,0.2714277417678741,0.0017037193432640338
Updated Model,RGF,11,0.11127272727272727,0.6923076923076923,0.9983664682790934,0.19172932330827067,0.9546141172121537,0.27713380650343067,0.0016211750460139304
Static Model,RGF,12,0.10860655737704918,0.7571428571428571,0.9982874117183475,0.18996415770609318,0.9368947772773883,0.28636144328054763,0.0017166963083128934
Updated Model,RGF,12,0.10894141829393628,0.7571428571428571,0.9982930950865387,0.19047619047619044,0.9073159007063323,0.2868039067409365,0.0017076265974966013
Static Model,RF,7,0.23501199040767387,0.814404432132964,0.9983999524985898,0.36476426799007444,0.9505188892885761,0.43698731206852753,0.0019537867530442315
Updated Model,RF,7,0.20456217807211186,0.7700831024930748,0.9981811960042564,0.3232558139534884,0.9511447110087266,0.3963386016644646,0.0018950929612437744
Static Model,RF,8,0.24058416602613375,0.7488038277511961,0.9983903699056607,0.36416521233275156,0.9108687976965355,0.4238918426970632,0.0020017465885561634
Updated Model,RF,8,0.28061224489795916,0.7894736842105263,0.9986245246952306,0.41405269761606023,0.9294899256568954,0.47019552384985813,0.00188655656973542
Static Model,RF,9,0.24276169265033407,0.7822966507177034,0.9983992323231159,0.37053824362606236,0.9425662798597445,0.4352609459603105,0.0022519023344408544
Updated Model,RF,9,0.26412092283214,0.7942583732057417,0.9985433158223854,0.39641791044776115,0.949180426517363,0.4575255165325718,0.0020601081778912522
Static Model,RF,10,0.1330834114339269,0.7593582887700535,0.9984141827646189,0.22647527910685808,0.8876084034750329,0.31749145437458975,0.0024249022351848695
Updated Model,RF,10,0.15310492505353318,0.7647058823529411,0.9986348892870689,0.2551293487957181,0.9589132513777388,0.3417999199300759,0.0017582089747446338
Static Model,RF,11,0.14206642066420663,0.6968325791855203,0.9987374952513612,0.23601532567049807,0.9182847369431031,0.31427703561654113,0.0022672680764847407
Updated Model,RF,11,0.16374269005847952,0.6334841628959276,0.9989920222869444,0.26022304832713755,0.9342694811978611,0.32173770584849365,0.0013826632898569081
Static Model,RF,12,0.13773314203730272,0.6857142857142857,0.9987780758388651,0.22939068100358423,0.8960642994662714,0.3069716338438651,0.0024296542996574823
Updated Model,RF,12,0.18030050083472454,0.7714285714285715,0.9990091994786456,0.2922868741542625,0.9244768898964054,0.3726586093008878,0.0014155675199296776
Static Model,NN,7,0.09364435429344152,0.7673130193905817,0.9956795592369149,0.16691774630912926,0.9190062641937418,0.2671355262109033,0.0035367087728938673
Updated Model,NN,7,0.11441824507151141,0.8199445983379502,0.996318640709646,0.20081411126187246,0.9327013502910012,0.3054890280685401,0.003356354430398597
Static Model,NN,8,0.11488732914665682,0.7440191387559809,0.9963139029038139,0.19904000000000002,0.8954683294087254,0.29147142137682985,0.003018839600978674
Updated Model,NN,8,0.16423907584128578,0.7822966507177034,0.9974154612849354,0.2714819427148194,0.9104179513476477,0.35773753261615016,0.0028268038669645966
Static Model,NN,9,0.15542521994134897,0.7607655502392344,0.9973661536333536,0.25811688311688313,0.9461113971983882,0.3431404522703633,0.002323314146213155
Updated Model,NN,9,0.15297321833862915,0.80622009569378,0.9971946942692229,0.2571537581075925,0.9333134954271379,0.35046322872132746,0.002518351441886627
Static Model,NN,10,0.09616724738675958,0.7379679144385026,0.9977994742280176,0.17016029593094945,0.8797078288285566,0.26590464431175115,0.0020409176769043426
Updated Model,NN,10,0.09210526315789473,0.786096256684492,0.9975656888005336,0.16489063376332025,0.903242273488766,0.26857766225686897,0.002540914231518198
Static Model,NN,11,0.09384615384615384,0.5520361990950227,0.9983829302266684,0.16042077580539119,0.871850161518113,0.22715041666363972,0.0017099808012885835
Updated Model,NN,11,0.11547525530243519,0.665158371040724,0.9984804356084589,0.19678714859437751,0.9223938733774817,0.27673514214480854,0.0018869251977811276
Static Model,NN,12,0.11310190369540873,0.7214285714285714,0.998425707011003,0.19554695062923524,0.901299589714381,0.2852576371001887,0.001620310905142272
Updated Model,NN,12,0.0888704318936877,0.7642857142857142,0.9978592646479343,0.15922619047619047,0.9204334068216344,0.260172828128718,0.0023326822635485324
Static Model,CART,7,0.06672760511882998,0.8088642659279779,0.9935107448502377,0.12328477939624234,0.9012396124049069,0.23121505422240535,0.006489255149762258
Updated Model,CART,7,0.06821480406386067,0.7811634349030471,0.993857630148395,0.12547274749721912,0.8875705545735648,0.22973853064578104,0.00614236985160497
Static Model,CART,8,0.06411561164258091,0.7535885167464115,0.993076970655545,0.11817670230725942,0.8734065008653221,0.21855952585332347,0.00692302934445495
Updated Model,CART,8,0.07400288322921672,0.7368421052631579,0.9941623296487089,0.13449781659388646,0.8655814664124872,0.23235531147073676,0.005837670351291091
Static Model,CART,9,0.05346070051952405,0.7631578947368421,0.991719521296982,0.09992169146436962,0.8775075772889543,0.20063650649775616,0.008280478703017973
Updated Model,CART,9,0.050218012328973084,0.7990430622009569,0.9907772152117595,0.09449710001414627,0.8949679112718683,0.19892831818518555,0.009222784788240481
Static Model,CART,10,0.024427480916030534,0.6844919786096256,0.9915461227586027,0.047171549659111855,0.8380660012429635,0.12825919244905187,0.00845387724139735
Updated Model,CART,10,0.02918707149853085,0.7967914438502673,0.9918354935324815,0.05631141345427059,0.8943432921844205,0.15155870929465032,0.00816450646751854
Static Model,CART,11,0.025386493083807974,0.7058823529411765,0.9923337976446752,0.04901036757775683,0.8491481686768408,0.13292617421807015,0.0076662023553248065
Updated Model,CART,11,0.02544378698224852,0.583710407239819,0.9936266936811448,0.048762048762048774,0.7887259246903877,0.12093326279145614,0.006373306318855261
Static Model,CART,12,0.019488683989941323,0.6642857142857143,0.9910468006425995,0.03786644951140065,0.8277096013764978,0.11275800271854754,0.008953199357400504
Updated Model,CART,12,0.029818956336528223,0.8,0.9930435573338183,0.05749486652977413,0.8965473853360519,0.15364532961854171,0.0069564426661816855
Static Model,SVM,7,0.18906942392909898,0.7091412742382271,0.9981202566951206,0.2985422740524782,0.9440874325398018,0.36556265658037107,0.0029176907956789486
Updated Model,SVM,7,0.0816390365968095,0.7229916897506925,0.9952561091657408,0.14671163575042157,0.9423492467523783,0.2419437668150238,0.003238541188106685
Static Model,SVM,8,0.21877619446772842,0.6244019138755981,0.9983962605921907,0.3240223463687151,0.8959522484343755,0.368997979787077,0.0020583786924848312
Updated Model,SVM,8,0.24211502782931354,0.6244019138755981,0.99856561782993,0.34893048128342247,0.9130834261311901,0.3882541471120019,0.0020776921113769167
Static Model,SVM,9,0.25128644939965694,0.7009569377990431,0.9985620466772904,0.3699494949494949,0.9401512854447236,0.41916402327234686,0.0019633069222138597
Updated Model,SVM,9,0.24767540152155537,0.7009569377990431,0.9985375524824146,0.3660212367270456,0.9502667965054988,0.4161319085242399,0.002135314661664007
Static Model,SVM,10,0.13885647607934656,0.6363636363636364,0.9986823003178174,0.22796934865900384,0.9230220512971424,0.29685841165088855,0.0018358392111166015
Updated Model,SVM,10,0.09933283914010378,0.7165775401069518,0.9979269935520998,0.17447916666666666,0.9093551688995567,0.2663085729260857,0.002656229789954692
Static Model,SVM,11,0.1488862837045721,0.5746606334841629,0.9989616309991136,0.23649906890130354,0.9081323000238103,0.29215373265245836,0.0015945991064250837
Updated Model,SVM,11,0.1396508728179551,0.5067873303167421,0.9989882233759656,0.21896383186705765,0.9091589636991769,0.26567148554414177,0.0016727913760216828
Static Model,SVM,12,0.13793103448275862,0.5714285714285714,0.998939104604286,0.2222222222222222,0.9030693389734522,0.2803963815307928,0.0015797859191863102
Updated Model,SVM,12,0.12684365781710916,0.6142857142857143,0.9987761813828013,0.21026894865525675,0.9068566304061816,0.2787707732819062,0.0020560339763242602
Static Model,RGF,7,0.1583686440677966,0.8282548476454293,0.9974202359132537,0.2658959537572254,0.9535952679140082,0.36151891833494715,0.002602711446774032
Updated Model,RGF,7,0.16694584031267448,0.8282548476454293,0.9975718029128989,0.27788104089219334,0.959758776441102,0.3712196650028416,0.002568984057264317
Static Model,RGF,8,0.18735763097949887,0.7870813397129187,0.9977674298051067,0.3026678932842687,0.9140293068017715,0.38336479757040065,0.0022676935939754616
Updated Model,RGF,8,0.1816250663834307,0.8181818181818182,0.9976186899702226,0.2972620599739244,0.9260286425632429,0.3848354484882458,0.0025119463816178035
Static Model,RGF,9,0.1922408801389693,0.7942583732057417,0.9978661233758187,0.3095571095571095,0.9644669392465408,0.39013316289925254,0.002179994737262965
Updated Model,RGF,9,0.188422247446084,0.7942583732057417,0.9978156941510744,0.3045871559633027,0.9664151442831815,0.3862241283566227,0.002313601151178088
Static Model,RGF,10,0.1101123595505618,0.786096256684492,0.9979923880772702,0.19316688567674115,0.8970952803202548,0.29375771412651214,0.002073306897281326
Updated Model,RGF,10,0.1078503301540719,0.786096256684492,0.997946611909651,0.18967741935483873,0.9320835325976617,0.2907144279579298,0.002035645597665815
Static Model,RGF,11,0.10891089108910891,0.6968325791855203,0.9983196150436875,0.18837920489296636,0.9243140526051377,0.27506316586983004,0.0017388645142165044
Updated Model,RGF,11,0.10526315789473684,0.669683257918552,0.998314549829049,0.1819299323909035,0.9452598210725592,0.26507239356215073,0.0016700394709446326
Static Model,RGF,12,0.11134453781512606,0.7571428571428571,0.998332878663878,0.19413919413919414,0.9310673733599133,0.2899594243709127,0.0017488745834820679
Updated Model,RGF,12,0.10663983903420524,0.7571428571428571,0.9982533115091995,0.1869488536155203,0.9080276065697676,0.2837488236837106,0.0017374296346220012
Static Model,RF,7,0.25084175084175087,0.8254847645429363,0.9985108932921446,0.3847643641058748,0.9417102982977861,0.4545720345746873,0.0018511718316637524
Updated Model,RF,7,0.23967611336032388,0.8199445983379502,0.9984312034263517,0.3709273182957394,0.950006704119075,0.44281597313945853,0.0017994196702714612
Static Model,RF,8,0.24461028192371476,0.7057416267942583,0.998477257531979,0.3633004926108374,0.9170782169951148,0.4149403151685499,0.001829102936801769
Updated Model,RF,8,0.2545871559633027,0.7966507177033493,0.9984389680695337,0.3858632676709154,0.9284378027798886,0.4498350036043628,0.0018830163849445827
Static Model,RF,9,0.2797971259509721,0.7918660287081339,0.9986470559418594,0.4134915677701437,0.9429996755270853,0.470232790951003,0.0018852628515277161
Updated Model,RF,9,0.24720774385703648,0.7942583732057417,0.9984194040130137,0.37705848949460535,0.9481220335057914,0.44259244459864305,0.0019383011402768137
Static Model,RF,10,0.14517766497461929,0.7647058823529411,0.9985515112674767,0.2440273037542662,0.8913383125038069,0.332811223402057,0.0019338606311879566
Updated Model,RF,10,0.16055045871559634,0.7486631016042781,0.9987264416223074,0.26440037771482533,0.953773563166271,0.34633581319535345,0.0017825206973672168
Static Model,RF,11,0.13949104618284638,0.669683257918552,0.998751424591617,0.2308892355694228,0.9052825685332694,0.30527302653338984,0.001699949347853616
Updated Model,RF,11,0.19576719576719576,0.669683257918552,0.9991376472078004,0.3029682702149437,0.9339191871764172,0.36178633740529204,0.0014063360769912623
Static Model,RF,12,0.15725190839694655,0.7357142857142858,0.9988841653784365,0.2591194968553459,0.9140972809509011,0.33981822612479123,0.0018358597799399835
Updated Model,RF,12,0.17252396166134185,0.7714285714285715,0.9989580491649238,0.2819843342036553,0.9179523239231491,0.3645185918162689,0.0014403238762086632
Static Model,NN,7,0.0927734375,0.7894736842105263,0.9955264296908815,0.16603553743081853,0.9417037998929593,0.26971144416052506,0.0039290212079507395
Updated Model,NN,7,0.14147088866189989,0.7673130193905817,0.9972421056250107,0.2388960758947822,0.9241618010555264,0.32875519153208865,0.0032659158814688258
Static Model,NN,8,0.11075498575498575,0.7440191387559809,0.9961651630689299,0.19280843149411037,0.9091579816004306,0.2861453462452738,0.0034687294004568164
Updated Model,NN,8,0.17569060773480663,0.7607655502392344,0.9976555067610354,0.28545780969479356,0.9067632398934002,0.3649124299443359,0.002344591159777963
Static Model,NN,9,0.1300041271151465,0.7535885167464115,0.9968143138311514,0.22175290390707494,0.923838550726461,0.3121902371104279,0.0028707176607693135
Updated Model,NN,9,0.12295690936106983,0.7918660287081339,0.9964728359378827,0.21286173633440514,0.9347247694612975,0.31120355165966457,0.0032284982116139406
Static Model,NN,10,0.07784431137724551,0.7647058823529411,0.9971586078813481,0.14130434782608695,0.8966932914563779,0.2434283799586043,0.002695471255820252
Updated Model,NN,10,0.08626760563380281,0.786096256684492,0.9973891235825737,0.15547329455314648,0.9184279796807447,0.25989151401391863,0.0030306769043087433
Static Model,NN,11,0.07963655799037947,0.6742081447963801,0.997728251234646,0.1424474187380497,0.8946505754161406,0.23120661133211218,0.00231888520782064
Updated Model,NN,11,0.11420204978038068,0.7058823529411765,0.9983854628339875,0.19659735349716445,0.900051889424367,0.2835138511914703,0.0018545976183585177
Static Model,NN,12,0.0763888888888889,0.7071428571428572,0.9976546633930465,0.13788300835654596,0.9147388259702458,0.2319260714036369,0.0022702496409953104
Updated Model,NN,12,0.10424710424710425,0.7714285714285715,0.998181322178776,0.18367346938775508,0.9090788484173846,0.2831768400944877,0.002103225460487305
Static Model,CART,7,0.08139876579488686,0.7673130193905817,0.9949842260942122,0.14718384697130713,0.8812128712849848,0.24891747256345806,0.005015773905787828
