Scenario,Model,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
Updated Model,NN,11,0.11788617886178862,0.6561085972850679,0.998529821451184,0.19986216402481047,0.8887890948231115,0.27770670196996305,0.001549276517391261
Static Model,NN,12,0.1251778093883357,0.6285714285714286,0.9987363978054621,0.20877817319098457,0.9387146684959335,0.28013465162115275,0.0017046529691698601
Updated Model,NN,12,0.09316770186335403,0.75,0.9979975599405898,0.16574585635359115,0.9143816804060193,0.2639045967584314,0.0018598640076172943
Static Model,CART,7,0.04267506802233997,0.8254847645429363,0.9894559369731288,0.08115468409586056,0.9075166232270356,0.18628065364829655,0.01054406302687111
Updated Model,CART,7,0.07289579158316634,0.8060941828254847,0.9941076375704904,0.13370089593383871,0.9001539673703423,0.24135242837614462,0.005892362429509626
Static Model,CART,8,0.03341788904819676,0.7248803827751196,0.9869241485748956,0.06389035318924619,0.8559829693781877,0.15385119547454787,0.013075851425104338
Updated Model,CART,8,0.055059252506836825,0.722488038277512,0.9921963130193008,0.10232085380315094,0.8574252398513786,0.19808084402983203,0.007803686980699166
Static Model,CART,9,0.03334381881094684,0.7607655502392344,0.9865728587030757,0.06388749372174787,0.8737372438231222,0.1575260442222101,0.013427141296924393
Updated Model,CART,9,0.048208563938246435,0.7918660287081339,0.990458790678374,0.09088412959912137,0.8912222488672903,0.19396253276746667,0.009541209321626068
Static Model,CART,10,0.013104739383190463,0.7112299465240641,0.9835369282883637,0.02573529411764706,0.8474250748998482,0.09509706592014046,0.0164630717116363
Updated Model,CART,10,0.028018433179723502,0.8128342245989305,0.9913221465098941,0.0541696364932288,0.9021054775087509,0.1499543330554889,0.008677853490105808
Static Model,CART,11,0.02208009745698188,0.6561085972850679,0.9917715588198049,0.0427224513847967,0.823987059361945,0.11935010822257956,0.008228441180195011
Updated Model,CART,11,0.017982989064398543,0.669683257918552,0.9896732936558187,0.0350254407762395,0.8297230634242838,0.10861496760811047,0.010326706344181334
Static Model,CART,12,0.021043771043771045,0.7142857142857143,0.9911112121487679,0.04088307440719542,0.8527351833183001,0.12162159319870211,0.008888787851232155
Updated Model,CART,12,0.03265940902021773,0.75,0.9940419356794277,0.06259314456035768,0.8720533392961365,0.15573195983447677,0.005958064320572277
Static Model,SVM,7,0.20327102803738317,0.7229916897506925,0.9982452604061683,0.31732522796352586,0.944203721721545,0.38278611190766026,0.0025981300362303574
Updated Model,SVM,7,0.07705934455270151,0.7229916897506925,0.9949592253520027,0.1392742796157951,0.9503677369553131,0.23499755581009757,0.0034580267108381274
Static Model,SVM,8,0.24369747899159663,0.6244019138755981,0.9985759265313576,0.35057085292142376,0.8964936546571645,0.38952532138811935,0.001966948429217098
Updated Model,SVM,8,0.23881932021466906,0.638755980861244,0.9985243830242195,0.34765624999999994,0.9042311574756483,0.39000742136727207,0.0020935971953755486
Static Model,SVM,9,0.27281191806331473,0.7009569377990431,0.9986946034966183,0.39276139410187666,0.935710791037346,0.4368020038948297,0.001871748607385942
Updated Model,SVM,9,0.2638259292837715,0.6961722488038278,0.9986470559418594,0.3826429980276134,0.9511786997017315,0.4280561425621946,0.002115308864514976
Static Model,SVM,10,0.15284974093264247,0.6310160427807486,0.9988179939575459,0.24608967674661103,0.9288175856977264,0.3101870571123527,0.001756478408166187
Updated Model,SVM,10,0.11052631578947368,0.6737967914438503,0.9982425221360468,0.18990203466465713,0.9082064443887565,0.27243685598182354,0.0022052195011201554
Static Model,SVM,11,0.17445054945054944,0.5746606334841629,0.9991199189565658,0.2676501580611169,0.9071357782269366,0.31630473443993506,0.001535023349137826
Updated Model,SVM,11,0.11675579322638147,0.5927601809954751,0.9986311257439534,0.19508562918838418,0.9060541782698905,0.2626673148778624,0.0017436789670687393
Static Model,SVM,12,0.1652892561983471,0.5714285714285714,0.9991209723864084,0.25641025641025644,0.897905129977921,0.30701716379282157,0.001510459769492269
Updated Model,SVM,12,0.10340775558166862,0.6285714285714286,0.9984560183080234,0.177598385469223,0.9150211477385564,0.25453441656230863,0.0021400692008058694
Static Model,RGF,7,0.16544325239977414,0.8116343490304709,0.9975843032840037,0.274859287054409,0.9584304448945231,0.365801718353684,0.0026849707785645918
Updated Model,RGF,7,0.1542470036477332,0.8199445983379502,0.9973624216968942,0.2596491228070175,0.9538419452824354,0.3549638491931339,0.0026002019167909057
Static Model,RGF,8,0.20536828963795256,0.7870813397129187,0.997994221236514,0.3257425742574257,0.9161078160449174,0.4014388455275686,0.002299891608975188
Updated Model,RGF,8,0.19964973730297722,0.8181818181818182,0.9978690441477502,0.32097606757390895,0.9241889447329008,0.40355279592304655,0.0023363227509418465
Static Model,RGF,9,0.20762976860537835,0.7942583732057417,0.9980505502548838,0.3292017848289539,0.9645715110214835,0.40550462316405095,0.0022267204556578766
Updated Model,RGF,9,0.1930232558139535,0.7942583732057417,0.9978762092207676,0.3105706267539757,0.9656100237035334,0.3909292358556063,0.0023111824083718365
Static Model,RGF,10,0.11583924349881797,0.786096256684492,0.9981002890438012,0.2019230769230769,0.8945902363838641,0.30132515968696233,0.0021326854088226216
Updated Model,RGF,10,0.11538461538461539,0.786096256684492,0.998092114728155,0.20123203285420946,0.9199424352191795,0.30073137718670284,0.0019599689650862976
Static Model,RGF,11,0.11901081916537867,0.6968325791855203,0.9984715714828416,0.2033003300330033,0.9351223433285595,0.28757550377644064,0.0017444891359239716
Updated Model,RGF,11,0.10267229254571027,0.6606334841628959,0.9982892237558566,0.17772367620206936,0.9467247341349049,0.26000020781613603,0.0017743870982841951
Static Model,RGF,12,0.11572052401746726,0.7571428571428571,0.9984010790821739,0.20075757575757577,0.9468786917855166,0.2956189986990413,0.0017746481464581878
Updated Model,RGF,12,0.1320754716981132,0.75,0.9986265193537631,0.22459893048128343,0.9019129878300343,0.31437906196835025,0.001524893552812976
Static Model,RF,7,0.2321857485988791,0.8033240997229917,0.9983905772202613,0.36024844720496896,0.9598606764525439,0.4313735688573948,0.001829696819124318
Updated Model,RF,7,0.21764705882352942,0.8199445983379502,0.9982358851278398,0.34398605461940734,0.9541259890199696,0.42191609461032187,0.001905839079597676
Static Model,RF,8,0.22711142654364797,0.7655502392344498,0.9982519387722042,0.3503010399562123,0.9188831147477875,0.41640157513120557,0.001960987750317361
Updated Model,RF,8,0.26480263157894735,0.7703349282296651,0.9985420550838098,0.39412484700122397,0.9299303141796771,0.451141834270284,0.0017482809504033652
Static Model,RF,9,0.24868519909842224,0.7918660287081339,0.9984338123629406,0.3785020011435106,0.9335439730815096,0.4432466114717363,0.0021137447013293135
Updated Model,RF,9,0.2808798646362098,0.7942583732057417,0.9986513784468375,0.415,0.9453243237776963,0.47185648979109346,0.0017917953092175972
Static Model,RF,10,0.12706701479547433,0.7807486631016043,0.9982932028930538,0.21856287425149704,0.8786486470059586,0.31455787444433053,0.0020447272394355145
Updated Model,RF,10,0.16276346604215455,0.7433155080213903,0.9987525994323755,0.2670509125840538,0.9581796336165761,0.34747082100160154,0.0016489098732654103
Static Model,RF,11,0.12199312714776632,0.6425339366515838,0.998605799670761,0.2050541516245487,0.9212882785593769,0.27957567514085874,0.0017865366594909456
Updated Model,RF,11,0.18741633199464525,0.6334841628959276,0.9991287830821831,0.2892561983471074,0.9288452068615798,0.3442618502733238,0.0011780812368972751
Static Model,RF,12,0.13280212483399734,0.7142857142857143,0.998687141947804,0.22396416573348263,0.9048592763098766,0.3076365053861633,0.0018618426237458701
Updated Model,RF,12,0.15542521994134897,0.7571428571428571,0.9988443818010972,0.25790754257907544,0.9215215259181616,0.3427253822763777,0.001483596031240843
Static Model,NN,7,0.12571157495256166,0.7340720221606648,0.9969702225534821,0.21466180639935195,0.8646075305619914,0.30300013299217454,0.00299540400245838
Updated Model,NN,7,0.11540130151843818,0.7368421052631579,0.9966655260078033,0.19954988747186797,0.8942086502018468,0.2907840427206255,0.0037203038205994056
Static Model,NN,8,0.13857845328565044,0.7416267942583732,0.9970031132278311,0.23352165725047083,0.8711371332110944,0.31978445427466634,0.0028291468368411396
Updated Model,NN,8,0.16470588235294117,0.7703349282296651,0.9974537507473809,0.2713864306784661,0.9007916854624336,0.3554904680573367,0.0027135670496694756
Static Model,NN,9,0.15947181310309802,0.7511961722488039,0.9974655712478495,0.2630917469627147,0.8889101603356164,0.34540061775691333,0.0024657292282250828
Updated Model,NN,9,0.1600762267746546,0.8038277511961722,0.9973416594384777,0.266984505363528,0.9431779949088698,0.3580110139057605,0.002609024976088208
Static Model,NN,10,0.07520091848450057,0.7005347593582888,0.9972746831635255,0.13582166925868325,0.8568337297922796,0.22895121396503337,0.0024597376921421813
Updated Model,NN,10,0.09090909090909091,0.7540106951871658,0.9976196392837992,0.1622554660529344,0.9052710944457604,0.26130466571519284,0.002209444587537456
Static Model,NN,11,0.07926479035037334,0.6244343891402715,0.9978650120298848,0.1406727828746177,0.8691129419396751,0.22196656578328985,0.002130362800622583
Updated Model,NN,11,0.11209842788790157,0.7420814479638009,0.9982828922375586,0.19477434679334918,0.9192410208510328,0.2880072478477906,0.0016635305544081354
Static Model,NN,12,0.08060453400503778,0.6857142857142857,0.9978422145433603,0.14425244177310292,0.9264076971054778,0.23462163867868177,0.002139009021759218
Updated Model,NN,12,0.08386581469648563,0.75,0.997760752932618,0.15086206896551724,0.9113691834244178,0.2503345241006348,0.0027284861425729352
Static Model,CART,7,0.06449592986850344,0.8559556786703602,0.9929154146763732,0.1199534161490683,0.9244741965472747,0.23384656643775165,0.0070845853236267955
Updated Model,CART,7,0.05896755764129769,0.8005540166204986,0.9926810327181588,0.10984416571645762,0.8966717426837836,0.21608235727866779,0.00731896728184118
Static Model,CART,8,0.051823092505064144,0.7344497607655502,0.9915645368889517,0.09681488489435511,0.8630863345102692,0.1936821203693799,0.008435463111048277
Updated Model,CART,8,0.041947565543071164,0.8038277511961722,0.9885779588182104,0.079734219269103,0.8962597539983691,0.18206432290558217,0.011422041181789532
Static Model,CART,9,0.04266188043628331,0.7392344497607656,0.9898521991464494,0.08066832006265501,0.8646188395880631,0.1760537285926649,0.01014780085355065
Updated Model,CART,9,0.025954793452844894,0.7966507177033493,0.9818714141219119,0.050271739130434784,0.8893168758695402,0.14181721386774682,0.01812858587808807
Static Model,CART,10,0.02326388888888889,0.7165775401069518,0.9907156122889391,0.045064738523625365,0.8536884936771135,0.12804086983069357,0.00928438771106083
Updated Model,CART,10,0.029693924166285975,0.6951871657754011,0.9929619142285407,0.0569550930996714,0.8441200716813749,0.1427303510194773,0.007038085771459214
Static Model,CART,11,0.03080375356997144,0.6832579185520362,0.9938951500569837,0.058949834081592815,0.8386200128695905,0.1442259632875076,0.006104849943016335
Updated Model,CART,11,0.03885534260960882,0.669683257918552,0.995271622134988,0.07344913151364764,0.8325230112379686,0.1605578279836957,0.00472837786501203
Static Model,CART,12,0.02278919990091652,0.6571428571428571,0.9924354369373466,0.0440507541297582,0.8248336226303541,0.12143255187297974,0.007564563062653451
Updated Model,CART,12,0.031116186126177562,0.7785714285714286,0.9935114879815707,0.05984079055723305,0.8860699694532664,0.15485606469299512,0.006488512018429269
Static Model,SVM,7,0.07733333333333334,0.7229916897506925,0.9949779759086598,0.13972162740899358,0.9514318859336581,0.23541889012976705,0.003775562276112258
Updated Model,SVM,7,0.09188801148600144,0.7091412742382271,0.9958826902673673,0.16269462980616461,0.9453369863564248,0.2543263987618565,0.0033353031623011655
Static Model,SVM,8,0.21742671009771988,0.638755980861244,0.9983623891446428,0.32442284325637916,0.89779217717239,0.3720654879221198,0.002176102101603539
Updated Model,SVM,8,0.23471223021582735,0.6244019138755981,0.9985155469944245,0.3411764705882353,0.9120178824067249,0.3822513819083222,0.00209547995350747
Static Model,SVM,9,0.2344,0.7009569377990431,0.9984410165379041,0.3513189448441247,0.9232279376491058,0.40478967122630516,0.002066579902965315
Updated Model,SVM,9,0.17588235294117646,0.715311004784689,0.9978099308111037,0.28234183191690276,0.9516032692477597,0.35402362922673075,0.002678110609088319
Static Model,SVM,10,0.1314655172413793,0.6524064171122995,0.9985760342144155,0.21883408071748878,0.9269092131677862,0.292448915681032,0.0019533887036163804
Updated Model,SVM,10,0.102880658436214,0.6684491978609626,0.9981166376750938,0.1783166904422254,0.911018569285546,0.2617620967393489,0.002360744373754207
Static Model,SVM,11,0.1313340227507756,0.5746606334841629,0.9988172723819172,0.21380471380471383,0.8833538647536606,0.2743435690461237,0.0016975458566689274
Updated Model,SVM,11,0.1111111111111111,0.6108597285067874,0.9985234899328859,0.18802228412256267,0.9069452808670846,0.26010541511590163,0.0019167981923644184
Static Model,SVM,12,0.12695924764890282,0.5785714285714286,0.9988330150647147,0.20822622107969152,0.9011089433385706,0.27065912152814053,0.001677051277057204
Updated Model,SVM,12,0.12239221140472879,0.6285714285714286,0.9987060865084417,0.20488940628637953,0.9128610234617539,0.2769909968412698,0.002111578922807294
Static Model,RGF,7,0.1484607745779543,0.8282548476454293,0.9972233550683536,0.2517894736842105,0.9526321830976339,0.34997865519796856,0.0026108534591198817
Updated Model,RGF,7,0.14780029658922392,0.8282548476454293,0.9972092921508607,0.25083892617449666,0.9524624904970844,0.34919579963606034,0.0026962822982435812
Static Model,RGF,8,0.17938931297709923,0.7870813397129187,0.9976525614177705,0.2921847246891652,0.9134973959960115,0.375090647354282,0.00224711568157409
Updated Model,RGF,8,0.18884594146880176,0.8181818181818182,0.9977247223277637,0.30686406460296095,0.9282408543992813,0.3924410121395082,0.0022456737722345074
Static Model,RGF,9,0.1836283185840708,0.7942583732057417,0.9977494157414105,0.298292902066487,0.9635323671631149,0.3812599720566413,0.0021693989137425594
Updated Model,RGF,9,0.1873589164785553,0.7942583732057417,0.9978012858011475,0.30319634703196346,0.9615578562150823,0.3851285619260603,0.002353324963607506
Static Model,RGF,10,0.10583153347732181,0.786096256684492,0.9979041054682902,0.1865482233502538,0.8916604746602019,0.2879712232052349,0.0020407150842835747
Updated Model,RGF,10,0.11395348837209303,0.786096256684492,0.9980659569180869,0.1990521327014218,0.9290614996655595,0.2988545030013259,0.0021056418465156225
Static Model,RGF,11,0.10591471801925723,0.6968325791855203,0.9982689628973028,0.18388059701492537,0.9317634725814564,0.27124035663739454,0.0017075225832837721
Updated Model,RGF,11,0.13909774436090225,0.669683257918552,0.9987476256806382,0.23035019455252917,0.9497967240082424,0.30484120369341333,0.0015067695040707249
Static Model,RGF,12,0.10860655737704918,0.7571428571428571,0.9982874117183475,0.18996415770609318,0.9313257712752422,0.28636144328054763,0.001723983904033487
Updated Model,RGF,12,0.10894141829393628,0.7571428571428571,0.9982930950865387,0.19047619047619044,0.9107962968176606,0.2868039067409365,0.0017413218015947234
Static Model,RF,7,0.3091684434968017,0.8033240997229917,0.998876529146959,0.44649730561970746,0.9482211953929363,0.49795592459972754,0.0016163811113142417
Updated Model,RF,7,0.2695035460992908,0.8421052631578947,0.9986233966320875,0.4083277367360645,0.9456926403064285,0.4759497273198088,0.0017487162900148604
Static Model,RF,8,0.3058455114822547,0.7009569377990431,0.9988365894103128,0.42587209302325574,0.918521689598325,0.46255355304760076,0.0016033317723014027
Updated Model,RF,8,0.2709731543624161,0.7727272727272727,0.9985803445462551,0.4012422360248447,0.913234986171627,0.45709215316499324,0.0016418800243874422
Static Model,RF,9,0.3343589743589744,0.7799043062200957,0.9989323412704131,0.4680545585068198,0.94441793561389,0.5102467568974204,0.0015816316591791277
Updated Model,RF,9,0.26688102893890675,0.7942583732057417,0.9985620466772904,0.39951865222623345,0.9587909896248684,0.45991646665176017,0.0018856591131692646
Static Model,RF,10,0.17639429312581065,0.7272727272727273,0.9988784838933285,0.2839248434237996,0.8980688198393505,0.35783089945639723,0.0015805739023528945
Updated Model,RF,10,0.1701346389228886,0.7433155080213903,0.998813089368158,0.27689243027888444,0.9530635357363346,0.3552699718827311,0.0017158432542277561
Static Model,RF,11,0.19624819624819625,0.6153846153846154,0.9991870330505255,0.2975929978118162,0.9144427421488845,0.34722246825831327,0.0013918667848550083
Updated Model,RF,11,0.20251396648044692,0.6561085972850679,0.9991807015322274,0.3094983991462113,0.9332107756567953,0.36422733689720793,0.0012739222489552998
Static Model,RF,12,0.1949685534591195,0.6642857142857143,0.999183489436513,0.3014586709886548,0.8949942298509046,0.3596023038077011,0.0014273839835106548
Updated Model,RF,12,0.19182948490230906,0.7714285714285715,0.9990773998969416,0.30725462304409673,0.9212938534038331,0.3844093980619964,0.0013182026916431751
Static Model,NN,7,0.1554913294797688,0.7451523545706371,0.9975733654592871,0.2572931611669058,0.9093756672179233,0.33970940804494143,0.002455327681494108
Updated Model,NN,7,0.07626886145404664,0.7700831024930748,0.9946092149610691,0.13879181228157764,0.9068881358833123,0.24131332074829442,0.004382251041836766
Static Model,NN,8,0.1740346950195859,0.7440191387559809,0.9976687608057281,0.28208616780045354,0.8785915344100376,0.3591509611289436,0.00224897608557042
Updated Model,NN,8,0.1255377395385217,0.7679425837320574,0.9965642570813416,0.2157983193277311,0.8827848230274244,0.30964898975005956,0.003169313587506726
Static Model,NN,9,0.19817629179331306,0.7799043062200957,0.9979669818253074,0.3160445952496364,0.9171732460210232,0.3925281078217857,0.002000102192564946
Updated Model,NN,9,0.13577235772357724,0.7990430622009569,0.9968157546661441,0.23210562890896455,0.9409490043610904,0.32859569365355623,0.0029261562351796133
Static Model,NN,10,0.09552845528455285,0.7540106951871658,0.9977422540184936,0.16957306073361395,0.8915188714560445,0.2678884867813484,0.0020827346090702796
Updated Model,NN,10,0.09025506867233486,0.7379679144385026,0.9976457970938672,0.16083916083916083,0.8882829863776441,0.25756737109399613,0.002362830600074259
Static Model,NN,11,0.0995850622406639,0.6515837104072398,0.9982537672533873,0.17276544691061785,0.8979316154655841,0.2542838599114831,0.0017970150366196675
Updated Model,NN,11,0.11874469889737066,0.6334841628959276,0.9985817399012283,0.20000000000000004,0.9127052253413772,0.2738643322525003,0.0015847012614289445
Static Model,NN,12,0.09090909090909091,0.7,0.998063865902822,0.16091954022988506,0.9114788338532739,0.2518171501782452,0.0019390084842623725
Updated Model,NN,12,0.09131602506714413,0.7285714285714285,0.998005137764845,0.162291169451074,0.9067352244659735,0.25749211503461694,0.0023080437770363355
Static Model,CART,7,0.06727898966704937,0.8116343490304709,0.9935466834171639,0.12425784563189143,0.9026418516672945,0.23257799504596743,0.006453316582836053
Updated Model,CART,7,0.055695223361052024,0.7977839335180056,0.9922560201005968,0.10412147505422994,0.8950748565998458,0.20956312048908682,0.0077439798994032635
Static Model,CART,8,0.07411019015114578,0.7272727272727273,0.9942389085735998,0.13451327433628318,0.8608380376218047,0.23100142106907987,0.0057610914264002895
Updated Model,CART,8,0.0566612874305182,0.7559808612440191,0.9921020620348199,0.10542118432026688,0.8741141817640331,0.20562650211350866,0.007897937965180152
Static Model,CART,9,0.053665785997357995,0.777511961722488,0.9916085770025446,0.10040160642570281,0.8846247800954111,0.20292460988684533,0.008391422997455485
Updated Model,CART,9,0.04942084942084942,0.7655502392344498,0.9909904587906784,0.09284781662556217,0.8783382777547749,0.1931003568538307,0.009009541209321625
Static Model,CART,10,0.03013444598980065,0.6951871657754011,0.9930665454688133,0.05776494112419463,0.8441724033003027,0.14379947447114713,0.006933454531186649
Updated Model,CART,10,0.029778123783573376,0.8181818181818182,0.9917946219542499,0.05746478873239437,0.9050147665853694,0.15516363142777065,0.008205378045750009
Static Model,CART,11,0.0326530612244898,0.6877828054298643,0.9942104596682284,0.06234618539786712,0.8410395219175962,0.14903697115246034,0.005789540331771559
Updated Model,CART,11,0.031494252873563215,0.6199095022624435,0.9945586931746233,0.05994311966746882,0.8072865357638719,0.13888767331539909,0.005441306825376725
Static Model,CART,12,0.026790750141003947,0.6785714285714286,0.9933769816010427,0.05154639175257732,0.8360159631316845,0.1339647747756031,0.006623018398957291
Updated Model,CART,12,0.026570048309178744,0.7857142857142857,0.9923085083810737,0.0514018691588785,0.8890388011733583,0.14362795305389128,0.007691491618926374
Static Model,SVM,7,0.19832826747720364,0.7229916897506925,0.9981952589217492,0.3112701252236136,0.9444392082348756,0.3780867862239605,0.0030181005398930458
Updated Model,SVM,7,0.20107858243451462,0.7229916897506925,0.998223384756735,0.31464737793851716,0.9397819589210734,0.38070880451021344,0.002847319433149991
Static Model,SVM,8,0.23023457862728064,0.6339712918660287,0.9984698941738165,0.3377947737412365,0.901108064226599,0.3814691699391676,0.0020467725084663616
Updated Model,SVM,8,0.2330357142857143,0.6244019138755981,0.9985037656213643,0.33940182054616386,0.9120279489236459,0.38087879364401533,0.002123274470653374
Static Model,SVM,9,0.25701754385964914,0.7009569377990431,0.9985995083871005,0.37612323491655975,0.9358428172576382,0.42393177249026154,0.0019567719720033926
Updated Model,SVM,9,0.17986494782074894,0.7009569377990431,0.9978949400756727,0.28627259404005867,0.9530110890574196,0.3544078831782475,0.002466926142262095
Static Model,SVM,10,0.14541120381406436,0.6524064171122995,0.9987215370329195,0.23781676413255362,0.9285554815949721,0.30761567038468124,0.001833214226446169
Updated Model,SVM,10,0.1111111111111111,0.7165775401069518,0.9981607789795838,0.1923905240488155,0.9109101761955062,0.28171417514422153,0.002376851743697131
Static Model,SVM,11,0.14174107142857142,0.5746606334841629,0.99890717994175,0.22739480752014324,0.9098351184224198,0.28503786526498703,0.001602400577673609
Updated Model,SVM,11,0.12421711899791232,0.5384615384615384,0.9988084082562999,0.20186598812553014,0.9063058305724151,0.25823368463284224,0.0017319035134207423
Static Model,SVM,12,0.1431095406360424,0.5785714285714286,0.9989694159013064,0.22946175637393765,0.9177977494388215,0.287407255728659,0.0015707744509918695
Updated Model,SVM,12,0.11190476190476191,0.6714285714285714,0.9984995907974902,0.19183673469387758,0.9148161538186665,0.27371404780808306,0.002142951949057483
Static Model,RGF,7,0.15009940357852883,0.8365650969529086,0.9972358554394584,0.2545301306363253,0.9553412470233148,0.35367996533944857,0.0027502251027464314
Updated Model,RGF,7,0.1581173982020095,0.8282548476454293,0.9974155482740894,0.26554174067495556,0.9541640721408253,0.3612308338688979,0.002711917471020008
Static Model,RGF,8,0.18607181719260066,0.8181818181818182,0.9976849601936858,0.30319148936170215,0.9121334437647808,0.38953666415417887,0.00236085507626264
Updated Model,RGF,8,0.18378678511937813,0.7918660287081339,0.9977070502681735,0.2983325822442542,0.9231707952488438,0.3808345475516594,0.00230201888470093
Static Model,RGF,9,0.18423973362930077,0.7942583732057417,0.9977580607513666,0.2990990990990991,0.9675833154120648,0.38189668791596587,0.0022600711211147716
Updated Model,RGF,9,0.19633353045535187,0.7942583732057417,0.9979179934355558,0.3148411569464201,0.9643402538816034,0.3942796776085238,0.0022747564711389614
Static Model,RGF,10,0.10462633451957296,0.786096256684492,0.997877947658222,0.18467336683417085,0.8907032756541354,0.28632103248781937,0.0021688902149077714
Updated Model,RGF,10,0.11386522075910147,0.786096256684492,0.9980643220549575,0.19891745602165087,0.9297180848289072,0.29873835697411244,0.002093763273660227
Static Model,RGF,11,0.10613370089593384,0.6968325791855203,0.9982727618082816,0.18421052631578946,0.9318546948933198,0.2715215794175554,0.001847356014938431
Updated Model,RGF,11,0.10625909752547306,0.6606334841628959,0.9983500063315183,0.18307210031347962,0.9480890653707306,0.2645190595855039,0.0017345817813725912
Static Model,RGF,12,0.10505450941526263,0.7571428571428571,0.9982248946682428,0.1845082680591819,0.936237003290731,0.2816252047541317,0.0018625324038521072
Updated Model,RGF,12,0.1105318039624609,0.7571428571428571,0.9983196174714316,0.19290263876251137,0.9084907276966074,0.2888960870419863,0.0017689591825592133
Static Model,RF,7,0.24581939799331104,0.814404432132964,0.998485892549935,0.37764932562620424,0.9407916824056112,0.44695019573962214,0.00179979530642316
Updated Model,RF,7,0.2452361226180613,0.8199445983379502,0.9984749547252184,0.37755102040816324,0.9482757984506209,0.447936890480615,0.0017944352041133038
Static Model,RF,8,0.2458628841607565,0.7464114832535885,0.9984345500546361,0.3698873740367516,0.923070091301246,0.4278453525885109,0.0017704835370038194
Updated Model,RF,8,0.24669603524229075,0.8038277511961722,0.9983682798311729,0.3775280898876405,0.926504136102834,0.44478203637900626,0.0019793107307691173
Static Model,RF,9,0.2624900872323553,0.7918660287081339,0.9985346708124292,0.39428231089934485,0.94035837680931,0.4554182315483223,0.0017661645836995457
Updated Model,RF,9,0.2412562455389008,0.8086124401913876,0.9983531256033497,0.371632765255635,0.9403240984167092,0.44115739952017435,0.002071137986480966
Static Model,RF,10,0.13202247191011235,0.7540106951871658,0.9984092781752312,0.22470119521912352,0.8788050122042251,0.31510240052675065,0.0018037078695771595
Updated Model,RF,10,0.1722543352601156,0.7967914438502673,0.9987673132005388,0.28326996197718635,0.9416822569095076,0.3701345521523926,0.001750054713419393
