Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Sliding Window,RGF,12,9,0.703703704,0.5472,0.991829159,0.615661566,0.94611738,0.61654545,0.010827827,17.6555599,1.150506644
Sliding Window,RGF,12,10,0.371769384,0.311148087,0.986031114,0.338768116,0.902031997,0.333108386,0.014593694,18.62335651,1.149485234
Sliding Window,RGF,12,11,0.259005146,0.241214058,0.982644138,0.249793218,0.899289879,0.241181149,0.016637482,16.21901582,1.143706878
Sliding Window,RGF,12,12,0.574742268,0.405454545,0.990585534,0.475479744,0.944962694,0.478186234,0.012141979,15.59168486,1.127036736
Sliding Window,RGF,12,-1,0.465808034,0.375432526,0.986385164,0.415765704,0.934313789,0.411395368,0.014113774,17.01735086,1.166114717
Sliding Window,RGF,14,8,0.494832041,0.444315545,0.980577322,0.468215159,0.943034613,0.459041787,0.018762926,16.74445194,1.027899681
Sliding Window,RGF,14,9,0.397321429,0.288961039,0.992096979,0.334586466,0.944282547,0.334962214,0.009432653,17.44256218,0.982198593
Sliding Window,RGF,14,10,0.705167173,0.497854077,0.985220905,0.583647799,0.966427545,0.585422151,0.014347879,16.92086155,1.005491211
Sliding Window,RGF,14,11,0.456716418,0.337748344,0.98923939,0.388324873,0.91041381,0.387465026,0.012538259,19.07662091,0.999605374
Sliding Window,RGF,14,12,0.246666667,0.225609756,0.98392606,0.23566879,0.885785397,0.227794093,0.015681257,19.15304413,0.975564983
Sliding Window,RGF,14,13,0.369294606,0.296173045,0.983769785,0.328716528,0.914786999,0.322603559,0.016768391,16.68183285,0.951838988
Sliding Window,RGF,14,14,0.571906355,0.429648241,0.992075893,0.490674319,0.945773613,0.491826148,0.010889487,17.65760458,0.982505538
Sliding Window,RGF,14,-1,0.480757294,0.382847257,0.986701025,0.426252064,0.934815163,0.422399147,0.014060051,17.66813973,0.989300624
Sliding Window,RGF,6,4,0.503174603,0.385644769,0.984347194,0.436639118,0.949614062,0.432749561,0.015647273,16.5090614,2.371995457
Sliding Window,RGF,6,5,0.539103233,0.421696574,0.988987543,0.473226545,0.923578492,0.471352641,0.012901651,17.5736714,2.338293294
Sliding Window,RGF,6,6,0.382139148,0.31292517,0.986576603,0.344086022,0.917315047,0.339093046,0.01408832,16.19830297,2.311591297
Sliding Window,RGF,6,-1,0.477372722,0.375432526,0.986637113,0.420309906,0.932563136,0.416705356,0.014212414,16.76034526,2.340626683
Sliding Window,RGF,8,5,0.398615232,0.407894737,0.984780834,0.403201601,0.941969277,0.395521632,0.014811381,16.44038361,1.743489537
Sliding Window,RGF,8,6,0.617429838,0.326307572,0.985686585,0.426966292,0.952818218,0.442506135,0.014583285,16.09254617,1.739311349
Sliding Window,RGF,8,7,0.316339869,0.261057174,0.984589478,0.286052009,0.896858428,0.279647571,0.015469897,18.49164827,1.750391845
Sliding Window,RGF,8,8,0.458461538,0.350588235,0.988468358,0.397333333,0.926612946,0.395212623,0.01339981,16.74967204,1.717734144
Sliding Window,RGF,8,-1,0.438607799,0.336381611,0.985881355,0.380752553,0.931429807,0.377108008,0.014566075,16.94356252,1.737731719
Sliding Window,RGF,12,7,0.442396313,0.414239482,0.980347883,0.427855153,0.934813557,0.418102255,0.018629576,17.23230263,1.181713863
Sliding Window,RGF,12,8,0.635135135,0.327754533,0.988193421,0.432382705,0.971000915,0.451092737,0.011503666,17.88720082,1.167361464
Sliding Window,RGF,12,9,0.67519685,0.5488,0.991446449,0.605472198,0.944673742,0.604497562,0.010935722,17.58566034,1.144823695
Sliding Window,RGF,12,10,0.3432282,0.3078203,0.985265696,0.324561404,0.908742134,0.31761576,0.014739707,18.60551794,1.159634615
Sliding Window,RGF,12,11,0.268115942,0.236421725,0.983122524,0.251273345,0.901488798,0.243263908,0.016744248,16.09572097,1.149716489
Sliding Window,RGF,12,12,0.486607143,0.396363636,0.989246077,0.436873747,0.943903061,0.433817582,0.012596343,15.80478273,1.144739046
Sliding Window,RGF,12,-1,0.460578387,0.37394958,0.986270351,0.412767699,0.935702131,0.408154457,0.014191539,17.20186424,1.157998195
Sliding Window,RGF,24,13,0.383587786,0.431330472,0.977496269,0.406060606,0.946670855,0.395337036,0.01842294,17.24373783,0.587893265
Sliding Window,RGF,24,14,0.547619048,0.399132321,0.983581461,0.461731493,0.930058638,0.459463559,0.018165659,17.22824698,0.585749887
Sliding Window,RGF,24,15,0.2,0.229508197,0.99605802,0.213740458,0.940066899,0.212277949,0.005872345,17.60513494,0.584051479
Sliding Window,RGF,24,16,0.72,0.411585366,0.981208619,0.523763337,0.966050465,0.535972545,0.017432075,15.82921696,0.5746641
Sliding Window,RGF,24,17,0.725593668,0.645539906,0.990240729,0.683229814,0.962665343,0.679486562,0.011199278,17.53013755,0.589983906
Sliding Window,RGF,24,18,0.470149254,0.316582915,0.992077768,0.378378378,0.921136535,0.381984189,0.010018496,18.90232551,0.582303795
Sliding Window,RGF,24,19,0.46969697,0.367952522,0.986490107,0.412645591,0.903129855,0.409012515,0.014767769,19.16436029,0.58771018
Sliding Window,RGF,24,20,0.248062016,0.242424242,0.984920969,0.245210728,0.903313314,0.237612173,0.014457805,18.98890581,0.588208198
Sliding Window,RGF,24,21,0.211356467,0.205521472,0.980519729,0.208398134,0.890216848,0.198558554,0.018064885,16.23781535,0.580857498
Sliding Window,RGF,24,22,0.312741313,0.27,0.984806154,0.28980322,0.909526372,0.28294449,0.015724139,15.77874369,0.567340188
Sliding Window,RGF,24,23,0.555910543,0.461538462,0.986911095,0.504347826,0.954405746,0.499986702,0.01355642,15.71997916,0.575720208
Sliding Window,RGF,24,24,0.396694215,0.277456647,0.992425981,0.326530612,0.924367693,0.328071602,0.010606981,17.45417259,0.573025798
Sliding Window,RGF,24,-1,0.467164179,0.38680178,0.986394992,0.423201731,0.936396879,0.418280201,0.014023924,17.30689806,0.581459042
Sliding Window,RGF,4,3,0.43139901,0.422653151,0.983581775,0.4269813,0.946200498,0.418676356,0.016052961,16.80603326,3.719015877
Sliding Window,RGF,4,4,0.403076923,0.29487901,0.987058133,0.340591485,0.90473433,0.338385672,0.013988693,18.73375987,3.625947416
Sliding Window,RGF,4,-1,0.420948056,0.366534849,0.98531996,0.39186154,0.927789517,0.385411485,0.015020824,17.76989657,3.672481647
Sliding Window,RGF,6,4,0.502661597,0.402068127,0.984337626,0.446772558,0.951883105,0.441745999,0.015486284,16.77348239,2.368488827
Sliding Window,RGF,6,5,0.502378687,0.430668842,0.988317802,0.463768116,0.92005496,0.459286362,0.013185306,17.94606557,2.374812606
Sliding Window,RGF,6,6,0.397186147,0.31207483,0.986930606,0.34952381,0.914302972,0.345566283,0.01419148,16.15438329,2.29580322
Sliding Window,RGF,6,-1,0.472948328,0.38457736,0.986528679,0.424209378,0.931687408,0.419754856,0.01428769,16.95797708,2.346368218
Sliding Window,RGF,10,6,0.389483934,0.425531915,0.981390528,0.406710727,0.938271815,0.397678179,0.016963597,16.50295803,1.407969051
Sliding Window,RGF,10,7,0.653583618,0.357276119,0.985775793,0.462002413,0.967343769,0.476897649,0.01311173,16.66106832,1.359818968
Sliding Window,RGF,10,8,0.479371316,0.378294574,0.989379684,0.42287695,0.913498014,0.420577589,0.012495042,18.77944832,1.37460856
Sliding Window,RGF,10,9,0.253521127,0.217741935,0.983112741,0.234273319,0.88659496,0.226453492,0.016115547,18.17571423,1.343040699
Sliding Window,RGF,10,10,0.474409449,0.373643411,0.989301488,0.418039896,0.945204136,0.415717285,0.012369595,16.10119427,1.394280843
Sliding Window,RGF,10,-1,0.437442643,0.353435492,0.985792148,0.390977444,0.932957712,0.386107486,0.01421105,17.24407663,1.375943624
Sliding Window,RGF,12,7,0.431693989,0.426105717,0.979869496,0.42888165,0.93411452,0.418645477,0.018787283,16.69026698,1.186193331
Sliding Window,RGF,12,8,0.609756098,0.278940028,0.987657628,0.38277512,0.968316248,0.407208594,0.011655801,17.5479777,1.183608223
Sliding Window,RGF,12,9,0.696098563,0.5424,0.99169521,0.60971223,0.946831901,0.610399959,0.010908127,17.42078271,1.147275544
Sliding Window,RGF,12,10,0.335834897,0.297836938,0.985150883,0.315696649,0.903120221,0.308785821,0.014774669,18.79007645,1.152972951
Sliding Window,RGF,12,11,0.26691042,0.233226837,0.98314166,0.248934356,0.892632563,0.241008275,0.016585078,16.38347716,1.133281952
Sliding Window,RGF,12,12,0.490153173,0.407272727,0.989303483,0.444885799,0.944162163,0.441455319,0.012366533,16.19370123,1.148189905
Sliding Window,RGF,12,-1,0.453933272,0.366534849,0.986136404,0.405579106,0.932841094,0.40098119,0.014179576,17.17104704,1.158586984
Sliding Window,RGF,16,9,0.42637644,0.459944751,0.978593662,0.442524917,0.944553785,0.43195034,0.018722898,16.45657806,0.880357064
Sliding Window,RGF,16,10,0.354066986,0.28030303,0.991707914,0.312896406,0.936487694,0.310916428,0.009777234,17.46192428,0.865785257
Sliding Window,RGF,16,11,0.642180095,0.283472803,0.978670205,0.393323657,0.959652874,0.417811198,0.017886992,15.58026658,0.875891905
Sliding Window,RGF,16,12,0.5951417,0.452307692,0.992907078,0.513986014,0.937730958,0.515364523,0.009653327,18.66730705,0.863498943
Sliding Window,RGF,16,13,0.397877984,0.313152401,0.985814155,0.35046729,0.899956564,0.345917713,0.015100869,18.6722742,0.865912014
Sliding Window,RGF,16,14,0.251322751,0.212053571,0.983773026,0.230024213,0.897671897,0.222702042,0.015968619,16.93176737,0.861619523
Sliding Window,RGF,16,15,0.406483791,0.305243446,0.984461907,0.348663102,0.917779412,0.344548631,0.016218907,15.75149513,0.858185298
Sliding Window,RGF,16,16,0.536121673,0.446202532,0.992423276,0.487046632,0.951134522,0.485330118,0.010498641,17.07854173,0.844584436
Sliding Window,RGF,16,-1,0.446393762,0.339594661,0.986044005,0.385738349,0.934486064,0.382439728,0.014228376,17.0750193,0.864479305
Sliding Window,RGF,22,12,0.403013183,0.423762376,0.97866966,0.413127413,0.947022189,0.402403284,0.018395279,16.38131269,0.644289729
Sliding Window,RGF,22,13,0.533742331,0.401847575,0.985580971,0.458498024,0.93604657,0.456014356,0.015299219,16.89993377,0.651334004
Sliding Window,RGF,22,14,0.41322314,0.294117647,0.993299186,0.343642612,0.96011516,0.345351781,0.007920015,16.42736393,0.624461827
Sliding Window,RGF,22,15,0.740654206,0.406931964,0.979897558,0.525269263,0.964279098,0.540185395,0.018342394,16.05574572,0.642104581
Sliding Window,RGF,22,16,0.663755459,0.591439689,0.993614931,0.625514403,0.941150529,0.623358445,0.009306007,18.31671734,0.629583499
Sliding Window,RGF,22,17,0.440993789,0.27734375,0.990352231,0.340527578,0.909413941,0.345126582,0.011432235,18.54328283,0.631489207
Sliding Window,RGF,22,18,0.400611621,0.345646438,0.984423239,0.371104816,0.90762737,0.364276392,0.016065102,18.3646575,0.634626087
Sliding Window,RGF,22,19,0.217391304,0.19005848,0.982072692,0.202808112,0.885508281,0.194231277,0.016865169,16.76305319,0.636916464
Sliding Window,RGF,22,20,0.33559322,0.3,0.985019646,0.3168,0.913547145,0.309747683,0.015900541,16.18747721,0.619504969
Sliding Window,RGF,22,21,0.619565217,0.423267327,0.988142015,0.502941176,0.948675566,0.506422467,0.013586035,16.17500434,0.629620934
Sliding Window,RGF,22,22,0.412587413,0.305699482,0.992357581,0.351190476,0.929956533,0.351390379,0.010748178,16.96114404,0.622818375
Sliding Window,RGF,22,-1,0.479272959,0.371294466,0.986675809,0.418429844,0.935786723,0.415237318,0.013987072,17.00688114,0.63334088
Sliding Window,RGF,6,4,0.512006197,0.402068127,0.984567252,0.450425894,0.949884217,0.446044157,0.015346342,17.0380771,2.36676483
Sliding Window,RGF,6,5,0.507082153,0.438009788,0.988413479,0.470021882,0.922876673,0.465468587,0.013158001,17.72903489,2.349583206
Sliding Window,RGF,6,6,0.407909605,0.306972789,0.987188932,0.350315381,0.916902848,0.347526433,0.014251503,16.39539804,2.342410973
Sliding Window,RGF,6,-1,0.481916538,0.385318833,0.986723222,0.428237879,0.932278798,0.424307978,0.014251949,17.05417001,2.35291967
Sliding Window,RGF,8,5,0.386175115,0.424089069,0.984245038,0.404245055,0.941279266,0.396725988,0.015328531,16.59914029,1.749828296
Sliding Window,RGF,8,6,0.618834081,0.323185012,0.985686585,0.424615385,0.952816325,0.440888803,0.014429569,15.87215507,1.772316022
Sliding Window,RGF,8,7,0.340909091,0.242718447,0.985495229,0.283553875,0.888088305,0.280515739,0.01528245,18.30419443,1.735748469
Sliding Window,RGF,8,8,0.451994092,0.36,0.988328039,0.400785855,0.927401358,0.397578771,0.013242176,15.44512627,1.72407069
Sliding Window,RGF,8,-1,0.441281139,0.337123085,0.985938761,0.382233431,0.929596761,0.378734383,0.01457066,16.55515402,1.745490869
Sliding Window,RGF,12,7,0.487364621,0.436893204,0.981859584,0.460750853,0.934089166,0.452251492,0.0182077,16.93644252,1.196692945
Sliding Window,RGF,12,8,0.621890547,0.348675035,0.98815515,0.446827525,0.971070309,0.460315407,0.011429794,16.95762408,1.167354561
Sliding Window,RGF,12,9,0.660784314,0.5392,0.991178553,0.593832599,0.947144858,0.592535876,0.010835269,16.97500833,1.148841961
Sliding Window,RGF,12,10,0.392624729,0.301164725,0.986605178,0.34086629,0.903172127,0.337221838,0.014364601,19.46508405,1.176893027
Sliding Window,RGF,12,11,0.256097561,0.234824281,0.982663273,0.245,0.899716567,0.236474924,0.016544039,16.61400351,1.15326546
Sliding Window,RGF,12,12,0.544987147,0.385454545,0.990145427,0.451544196,0.947707354,0.45355588,0.012140439,16.41970426,1.145572741
Sliding Window,RGF,12,-1,0.483738554,0.378645576,0.986767872,0.424788576,0.935476951,0.421409559,0.013920301,17.22797779,1.164770116
Sliding Window,RGF,14,8,0.427624309,0.448955916,0.977831358,0.43803056,0.944026955,0.42686159,0.019194935,16.55806061,1.013301464
Sliding Window,RGF,14,9,0.405172414,0.305194805,0.992141629,0.348148148,0.944257403,0.347776985,0.009317864,17.05230066,0.981448201
Sliding Window,RGF,14,10,0.714506173,0.496781116,0.985399504,0.586075949,0.961786139,0.58881784,0.014505829,16.5415069,1.003218865
Sliding Window,RGF,14,11,0.459627329,0.326710817,0.989306365,0.381935484,0.911282126,0.382292742,0.012253847,19.20895512,1.006438248
Sliding Window,RGF,14,12,0.224448898,0.227642276,0.982876789,0.226034309,0.888098678,0.217382917,0.015817438,19.8641337,0.992111674
Sliding Window,RGF,14,13,0.341328413,0.3078203,0.982742839,0.323709536,0.915130474,0.315424449,0.017149271,16.36881284,0.989687026
Sliding Window,RGF,14,14,0.513761468,0.422110553,0.991316964,0.463448276,0.948050803,0.461367422,0.01097608,16.70997122,0.984921133
Sliding Window,RGF,14,-1,0.448057554,0.384824518,0.985945184,0.414040686,0.934840671,0.40817617,0.014173538,17.47196301,0.99587523
Sliding Window,RGF,22,12,0.386759582,0.43960396,0.977722425,0.411492122,0.945045739,0.401038475,0.018755232,16.80042256,0.638893076
Sliding Window,RGF,22,13,0.535031847,0.387990762,0.985580971,0.449799197,0.935405545,0.448560195,0.01531266,17.06474157,0.649085243
Sliding Window,RGF,22,14,0.471153846,0.288235294,0.993825428,0.357664234,0.958907714,0.365607469,0.007798369,16.64825708,0.634481229
Sliding Window,RGF,22,15,0.645962733,0.267008986,0.975968285,0.377838329,0.967433567,0.405580048,0.017968494,15.85004351,0.639518654
Sliding Window,RGF,22,16,0.630705394,0.591439689,0.993193938,0.610441767,0.945488719,0.607331405,0.009253731,18.0505919,0.642420736
Sliding Window,RGF,22,17,0.4375,0.2734375,0.990317148,0.336538462,0.912675372,0.341264632,0.011454793,18.56004433,0.6385506
Sliding Window,RGF,22,18,0.352777778,0.335092348,0.982984844,0.343707713,0.90545501,0.335207912,0.016779113,18.2046095,0.644250817
Sliding Window,RGF,22,19,0.20890411,0.178362573,0.982037609,0.192429022,0.883469793,0.183989904,0.01678876,16.92352405,0.633190153
Sliding Window,RGF,22,20,0.321543408,0.303030303,0.984528487,0.31201248,0.919588391,0.304332485,0.015655892,16.87141099,0.645313173
Sliding Window,RGF,22,21,0.575862069,0.413366337,0.987370194,0.481268012,0.947134747,0.481752813,0.013725969,16.27518957,0.630080653
Sliding Window,RGF,22,22,0.454545455,0.310880829,0.992813322,0.369230769,0.928821948,0.372437905,0.010747633,16.96688289,0.631934045
Sliding Window,RGF,22,-1,0.446451613,0.341897233,0.986031604,0.387241186,0.936453171,0.38376979,0.014021658,17.11051981,0.638883489
Sliding Window,RGF,24,13,0.400770713,0.446351931,0.97822343,0.422335025,0.946153377,0.411890091,0.018238362,16.88390063,0.601173787
Sliding Window,RGF,24,14,0.5830721,0.403470716,0.984385166,0.476923077,0.93335152,0.477480487,0.017303332,16.98336653,0.597944281
Sliding Window,RGF,24,15,0.19047619,0.196721311,0.996172835,0.193548387,0.94569342,0.191655803,0.005581044,16.91694374,0.579572697
Sliding Window,RGF,24,16,0.67003367,0.303353659,0.978759233,0.417628541,0.96276671,0.442018965,0.018045013,15.76113967,0.594823131
Sliding Window,RGF,24,17,0.74863388,0.643192488,0.990661717,0.691919192,0.964518354,0.689247699,0.011116631,17.2232459,0.568200961
Sliding Window,RGF,24,18,0.519379845,0.336683417,0.992575299,0.408536585,0.912941007,0.414641459,0.010077017,18.57935868,0.588322375
Sliding Window,RGF,24,19,0.444839858,0.370919881,0.985916032,0.404530744,0.905152657,0.399145064,0.014790614,18.33055927,0.596424402
Sliding Window,RGF,24,20,0.25390625,0.246212121,0.985074056,0.25,0.904094321,0.242493101,0.014554923,18.41335157,0.566902303
Sliding Window,RGF,24,21,0.227424749,0.208588957,0.981285162,0.2176,0.886624445,0.208346434,0.018216168,16.12497568,0.584384436
Sliding Window,RGF,24,22,0.317073171,0.26,0.985074056,0.285714286,0.913441803,0.279646979,0.015282748,15.42243432,0.575866151
Sliding Window,RGF,24,23,0.588435374,0.458885942,0.987561713,0.515648286,0.955521572,0.513491458,0.013384012,15.64079024,0.584463662
Sliding Window,RGF,24,24,0.419642857,0.271676301,0.99269375,0.329824561,0.930206692,0.334146237,0.010810383,16.80683451,0.578936309
Sliding Window,RGF,24,-1,0.47217856,0.371230845,0.986532126,0.415663484,0.936919187,0.411980052,0.01394989,16.9239084,0.584751208
Sliding Window,RGF,4,3,0.508257858,0.420449537,0.985724947,0.460202605,0.945290759,0.455128467,0.01534222,16.34876388,3.601877308
Sliding Window,RGF,4,4,0.389818689,0.314575127,0.986649913,0.348178138,0.906966284,0.34351779,0.01406397,18.4005082,3.793269386
Sliding Window,RGF,4,-1,0.456961643,0.37394958,0.986187431,0.411308957,0.927981248,0.406473043,0.014703093,17.37463604,3.697573347
Sliding Window,RGF,20,11,0.383792049,0.452252252,0.977451762,0.415219189,0.946105212,0.405216612,0.018595346,16.46025664,0.702301692
Sliding Window,RGF,20,12,0.53875969,0.361038961,0.988359113,0.432348367,0.938673371,0.43545081,0.01335558,17.19776099,0.706049338
Sliding Window,RGF,20,13,0.560606061,0.359223301,0.990910541,0.437869822,0.962035143,0.444462319,0.010239984,16.3495096,0.709810503
Sliding Window,RGF,20,14,0.685503686,0.365661861,0.980481582,0.476923077,0.968766001,0.492078385,0.015858306,16.48504874,0.76082485
Sliding Window,RGF,20,15,0.549222798,0.412451362,0.992409504,0.471111111,0.931478196,0.472235264,0.010149168,18.59855162,0.702134976
Sliding Window,RGF,20,16,0.398860399,0.360824742,0.985361186,0.378890392,0.906916125,0.371980189,0.014975973,17.96634802,0.702819932
Sliding Window,RGF,20,17,0.244360902,0.195783133,0.985074151,0.217391304,0.896283131,0.21126458,0.014936649,19.23106389,0.700338771
