Training Period,Testing Period,Training Error,Testing Error,Training Size,Testing Size
2,23,204,256,22263,24227
2,24,204,293,22263,24491
2,25,204,274,22263,20018
2,26,204,335,22263,26072
2,27,204,129,22263,21354
2,28,204,141,22263,20809
2,3,203,321,22263,21465
2,4,203,251,22263,21604
2,5,203,287,22263,22130
2,6,203,177,22263,20763
2,7,203,87,22263,17474
2,8,203,203,22263,21612
2,9,203,314,22263,22158
2,10,203,527,22263,23554
2,11,203,269,22263,24322
2,12,203,238,22263,22685
2,13,203,154,22263,18763
2,14,203,84,22263,15263
2,15,203,310,22263,19349
2,16,203,324,22263,24525
2,17,203,384,22263,23315
2,18,203,278,22263,43718
2,19,203,599,22263,25471
2,20,203,99,22263,21460
2,21,203,137,22263,18280
2,22,203,230,22263,20893
2,23,203,253,22263,24227
2,24,203,282,22263,24491
2,25,203,273,22263,20018
2,26,203,336,22263,26072
2,27,203,127,22263,21354
2,28,203,143,22263,20809
2,3,202,316,22263,21465
2,4,202,248,22263,21604
2,5,202,292,22263,22130
2,6,202,181,22263,20763
2,7,202,84,22263,17474
2,8,202,200,22263,21612
2,9,202,309,22263,22158
2,10,202,526,22263,23554
2,11,202,279,22263,24322
2,12,202,236,22263,22685
2,13,202,164,22263,18763
2,14,202,81,22263,15263
2,15,202,317,22263,19349
2,16,202,324,22263,24525
2,17,202,398,22263,23315
2,18,202,277,22263,43718
2,19,202,639,22263,25471
2,20,202,131,22263,21460
2,21,202,190,22263,18280
2,22,202,283,22263,20893
2,23,202,264,22263,24227
2,24,202,304,22263,24491
2,25,202,284,22263,20018
2,26,202,346,22263,26072
2,27,202,129,22263,21354
2,28,202,143,22263,20809
2,3,201,310,22263,21465
2,4,201,254,22263,21604
2,5,201,293,22263,22130
2,6,201,182,22263,20763
2,7,201,83,22263,17474
2,8,201,202,22263,21612
2,9,201,308,22263,22158
2,10,201,525,22263,23554
2,11,201,281,22263,24322
2,12,201,241,22263,22685
2,13,201,165,22263,18763
2,14,201,81,22263,15263
2,15,201,320,22263,19349
2,16,201,324,22263,24525
2,17,201,396,22263,23315
2,18,201,277,22263,43718
2,19,201,641,22263,25471
2,20,201,99,22263,21460
2,21,201,133,22263,18280
2,22,201,231,22263,20893
2,23,201,249,22263,24227
2,24,201,283,22263,24491
2,25,201,276,22263,20018
2,26,201,330,22263,26072
2,27,201,127,22263,21354
2,28,201,142,22263,20809
2,3,201,313,22263,21465
2,4,201,252,22263,21604
2,5,201,287,22263,22130
2,6,201,178,22263,20763
2,7,201,83,22263,17474
2,8,201,200,22263,21612
2,9,201,323,22263,22158
2,10,201,528,22263,23554
2,11,201,287,22263,24322
2,12,201,234,22263,22685
2,13,201,163,22263,18763
2,14,201,80,22263,15263
2,15,201,318,22263,19349
2,16,201,317,22263,24525
2,17,201,392,22263,23315
2,18,201,275,22263,43718
2,19,201,638,22263,25471
2,20,201,96,22263,21460
2,21,201,145,22263,18280
2,22,201,238,22263,20893
2,23,201,258,22263,24227
2,24,201,288,22263,24491
2,25,201,278,22263,20018
2,26,201,336,22263,26072
2,27,201,128,22263,21354
2,28,201,144,22263,20809
2,3,202,320,22263,21465
2,4,202,250,22263,21604
2,5,202,280,22263,22130
2,6,202,180,22263,20763
2,7,202,85,22263,17474
2,8,202,208,22263,21612
2,9,202,309,22263,22158
2,10,202,527,22263,23554
2,11,202,283,22263,24322
2,12,202,239,22263,22685
2,13,202,159,22263,18763
2,14,202,77,22263,15263
2,15,202,315,22263,19349
2,16,202,320,22263,24525
2,17,202,394,22263,23315
2,18,202,278,22263,43718
2,19,202,603,22263,25471
2,20,202,96,22263,21460
2,21,202,134,22263,18280
2,22,202,230,22263,20893
2,23,202,249,22263,24227
2,24,202,285,22263,24491
2,25,202,275,22263,20018
2,26,202,333,22263,26072
2,27,202,130,22263,21354
2,28,202,140,22263,20809
2,3,204,318,22263,21465
2,4,204,250,22263,21604
2,5,204,291,22263,22130
2,6,204,183,22263,20763
2,7,204,86,22263,17474
2,8,204,203,22263,21612
2,9,204,305,22263,22158
2,10,204,527,22263,23554
2,11,204,279,22263,24322
2,12,204,234,22263,22685
2,13,204,166,22263,18763
2,14,204,84,22263,15263
2,15,204,318,22263,19349
2,16,204,324,22263,24525
2,17,204,398,22263,23315
2,18,204,280,22263,43718
2,19,204,636,22263,25471
2,20,204,95,22263,21460
2,21,204,136,22263,18280
2,22,204,230,22263,20893
2,23,204,252,22263,24227
2,24,204,283,22263,24491
2,25,204,273,22263,20018
2,26,204,333,22263,26072
2,27,204,130,22263,21354
2,28,204,142,22263,20809
2,3,200,320,22263,21465
2,4,200,252,22263,21604
2,5,200,291,22263,22130
2,6,200,178,22263,20763
2,7,200,87,22263,17474
2,8,200,203,22263,21612
2,9,200,315,22263,22158
2,10,200,527,22263,23554
2,11,200,277,22263,24322
2,12,200,237,22263,22685
2,13,200,164,22263,18763
2,14,200,80,22263,15263
2,15,200,316,22263,19349
2,16,200,320,22263,24525
2,17,200,393,22263,23315
2,18,200,277,22263,43718
2,19,200,597,22263,25471
2,20,200,97,22263,21460
2,21,200,134,22263,18280
2,22,200,226,22263,20893
2,23,200,252,22263,24227
2,24,200,282,22263,24491
2,25,200,273,22263,20018
2,26,200,337,22263,26072
2,27,200,126,22263,21354
2,28,200,140,22263,20809
2,3,203,327,22263,21465
2,4,203,250,22263,21604
2,5,203,285,22263,22130
2,6,203,178,22263,20763
2,7,203,83,22263,17474
2,8,203,205,22263,21612
2,9,203,317,22263,22158
2,10,203,529,22263,23554
2,11,203,278,22263,24322
2,12,203,234,22263,22685
2,13,203,154,22263,18763
2,14,203,80,22263,15263
2,15,203,315,22263,19349
2,16,203,320,22263,24525
2,17,203,373,22263,23315
2,18,203,276,22263,43718
2,19,203,598,22263,25471
2,20,203,98,22263,21460
2,21,203,139,22263,18280
2,22,203,240,22263,20893
2,23,203,257,22263,24227
2,24,203,293,22263,24491
2,25,203,277,22263,20018
2,26,203,334,22263,26072
2,27,203,132,22263,21354
2,28,203,144,22263,20809
2,3,202,304,22263,21465
2,4,202,252,22263,21604
2,5,202,290,22263,22130
2,6,202,179,22263,20763
2,7,202,84,22263,17474
2,8,202,200,22263,21612
2,9,202,312,22263,22158
2,10,202,528,22263,23554
2,11,202,274,22263,24322
2,12,202,236,22263,22685
2,13,202,163,22263,18763
2,14,202,83,22263,15263
2,15,202,313,22263,19349
2,16,202,321,22263,24525
2,17,202,364,22263,23315
2,18,202,278,22263,43718
2,19,202,639,22263,25471
2,20,202,123,22263,21460
2,21,202,176,22263,18280
2,22,202,269,22263,20893
2,23,202,254,22263,24227
2,24,202,301,22263,24491
2,25,202,281,22263,20018
2,26,202,341,22263,26072
2,27,202,126,22263,21354
2,28,202,138,22263,20809
2,3,202,316,22263,21465
2,4,202,245,22263,21604
2,5,202,281,22263,22130
2,6,202,176,22263,20763
2,7,202,80,22263,17474
2,8,202,203,22263,21612
2,9,202,311,22263,22158
2,10,202,528,22263,23554
2,11,202,282,22263,24322
2,12,202,237,22263,22685
2,13,202,154,22263,18763
2,14,202,78,22263,15263
2,15,202,314,22263,19349
2,16,202,321,22263,24525
2,17,202,395,22263,23315
2,18,202,276,22263,43718
2,19,202,601,22263,25471
2,20,202,96,22263,21460
2,21,202,131,22263,18280
2,22,202,236,22263,20893
2,23,202,251,22263,24227
2,24,202,282,22263,24491
2,25,202,271,22263,20018
2,26,202,333,22263,26072
2,27,202,126,22263,21354
2,28,202,143,22263,20809
2,3,201,315,22263,21465
2,4,201,251,22263,21604
2,5,201,287,22263,22130
2,6,201,176,22263,20763
2,7,201,87,22263,17474
2,8,201,200,22263,21612
2,9,201,312,22263,22158
2,10,201,527,22263,23554
2,11,201,277,22263,24322
2,12,201,237,22263,22685
2,13,201,160,22263,18763
2,14,201,83,22263,15263
2,15,201,316,22263,19349
2,16,201,324,22263,24525
2,17,201,397,22263,23315
2,18,201,276,22263,43718
2,19,201,601,22263,25471
2,20,201,99,22263,21460
2,21,201,140,22263,18280
2,22,201,232,22263,20893
2,23,201,248,22263,24227
2,24,201,286,22263,24491
2,25,201,272,22263,20018
2,26,201,334,22263,26072
2,27,201,127,22263,21354
2,28,201,142,22263,20809
2,3,196,320,22263,21465
2,4,196,248,22263,21604
2,5,196,282,22263,22130
2,6,196,178,22263,20763
2,7,196,84,22263,17474
2,8,196,200,22263,21612
2,9,196,311,22263,22158
2,10,196,522,22263,23554
2,11,196,266,22263,24322
2,12,196,236,22263,22685
2,13,196,153,22263,18763
2,14,196,79,22263,15263
2,15,196,311,22263,19349
2,16,196,318,22263,24525
2,17,196,390,22263,23315
2,18,196,275,22263,43718
2,19,196,602,22263,25471
2,20,196,97,22263,21460
2,21,196,138,22263,18280
2,22,196,236,22263,20893
2,23,196,255,22263,24227
2,24,196,289,22263,24491
2,25,196,278,22263,20018
2,26,196,334,22263,26072
2,27,196,128,22263,21354
2,28,196,152,22263,20809
2,3,198,321,22263,21465
2,4,198,248,22263,21604
2,5,198,294,22263,22130
2,6,198,184,22263,20763
2,7,198,87,22263,17474
2,8,198,203,22263,21612
2,9,198,314,22263,22158
2,10,198,522,22263,23554
2,11,198,281,22263,24322
2,12,198,237,22263,22685
2,13,198,167,22263,18763
2,14,198,85,22263,15263
2,15,198,318,22263,19349
2,16,198,323,22263,24525
2,17,198,395,22263,23315
2,18,198,279,22263,43718
2,19,198,643,22263,25471
2,20,198,136,22263,21460
2,21,198,196,22263,18280
2,22,198,282,22263,20893
2,23,198,260,22263,24227
2,24,198,302,22263,24491
2,25,198,289,22263,20018
2,26,198,351,22263,26072
2,27,198,127,22263,21354
2,28,198,144,22263,20809
2,3,201,316,22263,21465
2,4,201,245,22263,21604
2,5,201,284,22263,22130
2,6,201,176,22263,20763
2,7,201,83,22263,17474
2,8,201,203,22263,21612
2,9,201,312,22263,22158
2,10,201,526,22263,23554
2,11,201,274,22263,24322
2,12,201,233,22263,22685
2,13,201,154,22263,18763
2,14,201,82,22263,15263
2,15,201,313,22263,19349
2,16,201,323,22263,24525
2,17,201,368,22263,23315
2,18,201,276,22263,43718
2,19,201,601,22263,25471
2,20,201,97,22263,21460
2,21,201,135,22263,18280
2,22,201,233,22263,20893
2,23,201,255,22263,24227
2,24,201,286,22263,24491
2,25,201,273,22263,20018
2,26,201,329,22263,26072
2,27,201,130,22263,21354
2,28,201,143,22263,20809
2,3,202,324,22263,21465
2,4,202,246,22263,21604
2,5,202,284,22263,22130
2,6,202,184,22263,20763
2,7,202,84,22263,17474
2,8,202,203,22263,21612
2,9,202,316,22263,22158
2,10,202,533,22263,23554
2,11,202,279,22263,24322
2,12,202,240,22263,22685
2,13,202,157,22263,18763
2,14,202,82,22263,15263
2,15,202,314,22263,19349
2,16,202,325,22263,24525
2,17,202,396,22263,23315
2,18,202,279,22263,43718
2,19,202,602,22263,25471
2,20,202,99,22263,21460
2,21,202,140,22263,18280
2,22,202,238,22263,20893
2,23,202,254,22263,24227
2,24,202,290,22263,24491
2,25,202,278,22263,20018
2,26,202,332,22263,26072
2,27,202,132,22263,21354
2,28,202,147,22263,20809
2,3,197,325,22263,21465
2,4,197,243,22263,21604
2,5,197,289,22263,22130
2,6,197,174,22263,20763
2,7,197,86,22263,17474
2,8,197,206,22263,21612
2,9,197,313,22263,22158
2,10,197,528,22263,23554
2,11,197,279,22263,24322
2,12,197,236,22263,22685
2,13,197,152,22263,18763
2,14,197,84,22263,15263
2,15,197,320,22263,19349
2,16,197,324,22263,24525
2,17,197,395,22263,23315
2,18,197,276,22263,43718
2,19,197,605,22263,25471
2,20,197,97,22263,21460
2,21,197,135,22263,18280
2,22,197,236,22263,20893
2,23,197,249,22263,24227
2,24,197,289,22263,24491
2,25,197,273,22263,20018
2,26,197,329,22263,26072
2,27,197,130,22263,21354
2,28,197,142,22263,20809
2,3,199,319,22263,21465
2,4,199,245,22263,21604
2,5,199,283,22263,22130
2,6,199,177,22263,20763
2,7,199,84,22263,17474
2,8,199,204,22263,21612
2,9,199,313,22263,22158
2,10,199,529,22263,23554
2,11,199,276,22263,24322
2,12,199,236,22263,22685
2,13,199,157,22263,18763
2,14,199,82,22263,15263
2,15,199,313,22263,19349
2,16,199,318,22263,24525
2,17,199,391,22263,23315
2,18,199,276,22263,43718
2,19,199,638,22263,25471
2,20,199,99,22263,21460
2,21,199,142,22263,18280
2,22,199,235,22263,20893
2,23,199,254,22263,24227
2,24,199,290,22263,24491
2,25,199,275,22263,20018
2,26,199,328,22263,26072
2,27,199,130,22263,21354
2,28,199,144,22263,20809
2,3,200,323,22263,21465
2,4,200,250,22263,21604
2,5,200,284,22263,22130
2,6,200,175,22263,20763
2,7,200,87,22263,17474
2,8,200,208,22263,21612
2,9,200,303,22263,22158
2,10,200,528,22263,23554
2,11,200,279,22263,24322
2,12,200,237,22263,22685
2,13,200,156,22263,18763
2,14,200,78,22263,15263
2,15,200,319,22263,19349
2,16,200,324,22263,24525
2,17,200,397,22263,23315
2,18,200,278,22263,43718
2,19,200,639,22263,25471
2,20,200,95,22263,21460
2,21,200,137,22263,18280
2,22,200,236,22263,20893
2,23,200,248,22263,24227
2,24,200,288,22263,24491
2,25,200,274,22263,20018
2,26,200,331,22263,26072
2,27,200,129,22263,21354
2,28,200,139,22263,20809
2,3,206,317,22263,21465
2,4,206,249,22263,21604
2,5,206,285,22263,22130
2,6,206,176,22263,20763
2,7,206,85,22263,17474
2,8,206,204,22263,21612
2,9,206,312,22263,22158
2,10,206,526,22263,23554
2,11,206,276,22263,24322
2,12,206,240,22263,22685
2,13,206,156,22263,18763
2,14,206,80,22263,15263
2,15,206,316,22263,19349
2,16,206,323,22263,24525
2,17,206,384,22263,23315
2,18,206,280,22263,43718
2,19,206,640,22263,25471
2,20,206,99,22263,21460
2,21,206,137,22263,18280
2,22,206,240,22263,20893
2,23,206,250,22263,24227
2,24,206,286,22263,24491
2,25,206,279,22263,20018
2,26,206,337,22263,26072
2,27,206,128,22263,21354
2,28,206,145,22263,20809
2,3,203,322,22263,21465
2,4,203,250,22263,21604
2,5,203,283,22263,22130
2,6,203,175,22263,20763
2,7,203,84,22263,17474
2,8,203,206,22263,21612
2,9,203,319,22263,22158
2,10,203,526,22263,23554
2,11,203,282,22263,24322
2,12,203,234,22263,22685
2,13,203,156,22263,18763
2,14,203,83,22263,15263
2,15,203,307,22263,19349
2,16,203,323,22263,24525
2,17,203,389,22263,23315
2,18,203,275,22263,43718
2,19,203,603,22263,25471
2,20,203,96,22263,21460
2,21,203,135,22263,18280
2,22,203,233,22263,20893
2,23,203,250,22263,24227
2,24,203,285,22263,24491
2,25,203,271,22263,20018
2,26,203,331,22263,26072
2,27,203,126,22263,21354
2,28,203,139,22263,20809
2,3,199,284,22263,21465
2,4,199,249,22263,21604
2,5,199,292,22263,22130
2,6,199,182,22263,20763
2,7,199,81,22263,17474
2,8,199,203,22263,21612
2,9,199,319,22263,22158
2,10,199,527,22263,23554
2,11,199,280,22263,24322
2,12,199,233,22263,22685
2,13,199,162,22263,18763
2,14,199,82,22263,15263
2,15,199,317,22263,19349
2,16,199,324,22263,24525
2,17,199,394,22263,23315
2,18,199,278,22263,43718
2,19,199,608,22263,25471
2,20,199,105,22263,21460
2,21,199,156,22263,18280
2,22,199,249,22263,20893
2,23,199,258,22263,24227
2,24,199,288,22263,24491
2,25,199,281,22263,20018
2,26,199,337,22263,26072
2,27,199,126,22263,21354
2,28,199,143,22263,20809
2,3,203,322,22263,21465
2,4,203,250,22263,21604
2,5,203,279,22263,22130
2,6,203,173,22263,20763
2,7,203,80,22263,17474
2,8,203,200,22263,21612
2,9,203,300,22263,22158
2,10,203,524,22263,23554
2,11,203,273,22263,24322
2,12,203,232,22263,22685
2,13,203,154,22263,18763
2,14,203,80,22263,15263
2,15,203,313,22263,19349
2,16,203,326,22263,24525
2,17,203,397,22263,23315
2,18,203,280,22263,43718
2,19,203,600,22263,25471
2,20,203,98,22263,21460
2,21,203,143,22263,18280
2,22,203,239,22263,20893
2,23,203,250,22263,24227
2,24,203,293,22263,24491
2,25,203,276,22263,20018
2,26,203,334,22263,26072
2,27,203,127,22263,21354
2,28,203,143,22263,20809
2,3,196,326,22263,21465
2,4,196,258,22263,21604
2,5,196,300,22263,22130
2,6,196,185,22263,20763
2,7,196,89,22263,17474
2,8,196,212,22263,21612
2,9,196,303,22263,22158
2,10,196,527,22263,23554
2,11,196,284,22263,24322
2,12,196,236,22263,22685
2,13,196,162,22263,18763
2,14,196,82,22263,15263
2,15,196,317,22263,19349
2,16,196,325,22263,24525
2,17,196,394,22263,23315
2,18,196,277,22263,43718
2,19,196,602,22263,25471
2,20,196,94,22263,21460
2,21,196,134,22263,18280
2,22,196,232,22263,20893
2,23,196,249,22263,24227
2,24,196,281,22263,24491
2,25,196,274,22263,20018
2,26,196,330,22263,26072
2,27,196,127,22263,21354
2,28,196,142,22263,20809
2,3,201,310,22263,21465
2,4,201,244,22263,21604
2,5,201,283,22263,22130
2,6,201,171,22263,20763
2,7,201,79,22263,17474
2,8,201,199,22263,21612
2,9,201,307,22263,22158
2,10,201,530,22263,23554
2,11,201,273,22263,24322
2,12,201,241,22263,22685
2,13,201,156,22263,18763
2,14,201,82,22263,15263
2,15,201,317,22263,19349
2,16,201,326,22263,24525
2,17,201,400,22263,23315
2,18,201,277,22263,43718
2,19,201,602,22263,25471
2,20,201,98,22263,21460
2,21,201,139,22263,18280
2,22,201,236,22263,20893
2,23,201,253,22263,24227
2,24,201,290,22263,24491
2,25,201,277,22263,20018
2,26,201,332,22263,26072
2,27,201,131,22263,21354
2,28,201,145,22263,20809
2,3,202,308,22263,21465
2,4,202,250,22263,21604
2,5,202,286,22263,22130
2,6,202,178,22263,20763
2,7,202,81,22263,17474
2,8,202,206,22263,21612
2,9,202,305,22263,22158
2,10,202,523,22263,23554
2,11,202,285,22263,24322
2,12,202,233,22263,22685
2,13,202,154,22263,18763
2,14,202,84,22263,15263
2,15,202,318,22263,19349
2,16,202,326,22263,24525
2,17,202,394,22263,23315
2,18,202,276,22263,43718
2,19,202,602,22263,25471
2,20,202,96,22263,21460
2,21,202,139,22263,18280
2,22,202,237,22263,20893
2,23,202,250,22263,24227
2,24,202,286,22263,24491
2,25,202,280,22263,20018
2,26,202,330,22263,26072
2,27,202,128,22263,21354
2,28,202,144,22263,20809
2,3,201,320,22263,21465
2,4,201,247,22263,21604
2,5,201,280,22263,22130
2,6,201,175,22263,20763
2,7,201,80,22263,17474
2,8,201,205,22263,21612
2,9,201,307,22263,22158
2,10,201,523,22263,23554
2,11,201,281,22263,24322
2,12,201,235,22263,22685
2,13,201,155,22263,18763
2,14,201,81,22263,15263
2,15,201,315,22263,19349
2,16,201,327,22263,24525
2,17,201,393,22263,23315
2,18,201,276,22263,43718
2,19,201,605,22263,25471
2,20,201,95,22263,21460
2,21,201,142,22263,18280
2,22,201,230,22263,20893
2,23,201,252,22263,24227
2,24,201,284,22263,24491
2,25,201,275,22263,20018
2,26,201,329,22263,26072
2,27,201,129,22263,21354
2,28,201,142,22263,20809
2,3,199,321,22263,21465
2,4,199,256,22263,21604
2,5,199,293,22263,22130
2,6,199,185,22263,20763
2,7,199,86,22263,17474
2,8,199,206,22263,21612
2,9,199,326,22263,22158
2,10,199,526,22263,23554
2,11,199,278,22263,24322
2,12,199,237,22263,22685
2,13,199,163,22263,18763
2,14,199,84,22263,15263
2,15,199,321,22263,19349
2,16,199,322,22263,24525
2,17,199,395,22263,23315
2,18,199,280,22263,43718
2,19,199,641,22263,25471
2,20,199,94,22263,21460
2,21,199,144,22263,18280
2,22,199,241,22263,20893
2,23,199,255,22263,24227
2,24,199,287,22263,24491
2,25,199,277,22263,20018
2,26,199,338,22263,26072
2,27,199,126,22263,21354
2,28,199,146,22263,20809
2,3,204,314,22263,21465
2,4,204,246,22263,21604
2,5,204,275,22263,22130
2,6,204,172,22263,20763
2,7,204,83,22263,17474
2,8,204,202,22263,21612
2,9,204,296,22263,22158
2,10,204,531,22263,23554
2,11,204,278,22263,24322
2,12,204,235,22263,22685
2,13,204,154,22263,18763
2,14,204,78,22263,15263
2,15,204,312,22263,19349
2,16,204,316,22263,24525
2,17,204,382,22263,23315
2,18,204,275,22263,43718
2,19,204,637,22263,25471
2,20,204,94,22263,21460
2,21,204,131,22263,18280
2,22,204,225,22263,20893
2,23,204,250,22263,24227
2,24,204,287,22263,24491
2,25,204,271,22263,20018
2,26,204,326,22263,26072
2,27,204,125,22263,21354
2,28,204,138,22263,20809
2,3,201,320,22263,21465
2,4,201,244,22263,21604
2,5,201,283,22263,22130
2,6,201,176,22263,20763
2,7,201,85,22263,17474
2,8,201,206,22263,21612
2,9,201,311,22263,22158
2,10,201,526,22263,23554
2,11,201,280,22263,24322
2,12,201,238,22263,22685
2,13,201,155,22263,18763
2,14,201,83,22263,15263
2,15,201,309,22263,19349
2,16,201,320,22263,24525
2,17,201,382,22263,23315
2,18,201,278,22263,43718
2,19,201,603,22263,25471
2,20,201,95,22263,21460
2,21,201,139,22263,18280
2,22,201,235,22263,20893
2,23,201,250,22263,24227
2,24,201,282,22263,24491
2,25,201,273,22263,20018
2,26,201,333,22263,26072
2,27,201,129,22263,21354
2,28,201,142,22263,20809
2,3,197,326,22263,21465
2,4,197,259,22263,21604
2,5,197,296,22263,22130
2,6,197,183,22263,20763
2,7,197,90,22263,17474
2,8,197,208,22263,21612
2,9,197,321,22263,22158
2,10,197,529,22263,23554
2,11,197,280,22263,24322
2,12,197,239,22263,22685
2,13,197,165,22263,18763
2,14,197,86,22263,15263
2,15,197,319,22263,19349
2,16,197,321,22263,24525
2,17,197,388,22263,23315
2,18,197,278,22263,43718
2,19,197,602,22263,25471
2,20,197,96,22263,21460
2,21,197,138,22263,18280
2,22,197,233,22263,20893
2,23,197,255,22263,24227
2,24,197,287,22263,24491
2,25,197,277,22263,20018
2,26,197,332,22263,26072
2,27,197,126,22263,21354
2,28,197,142,22263,20809
2,3,202,320,22263,21465
2,4,202,250,22263,21604
2,5,202,287,22263,22130
2,6,202,175,22263,20763
2,7,202,86,22263,17474
2,8,202,200,22263,21612
2,9,202,311,22263,22158
2,10,202,531,22263,23554
2,11,202,277,22263,24322
2,12,202,234,22263,22685
2,13,202,159,22263,18763
2,14,202,83,22263,15263
2,15,202,317,22263,19349
2,16,202,321,22263,24525
2,17,202,398,22263,23315
2,18,202,276,22263,43718
2,19,202,600,22263,25471
2,20,202,97,22263,21460
2,21,202,139,22263,18280
2,22,202,231,22263,20893
2,23,202,248,22263,24227
2,24,202,285,22263,24491
2,25,202,274,22263,20018
2,26,202,331,22263,26072
2,27,202,127,22263,21354
2,28,202,142,22263,20809
2,3,196,320,22263,21465
2,4,196,247,22263,21604
2,5,196,285,22263,22130
2,6,196,181,22263,20763
2,7,196,80,22263,17474
2,8,196,204,22263,21612
2,9,196,308,22263,22158
2,10,196,531,22263,23554
2,11,196,282,22263,24322
2,12,196,237,22263,22685
2,13,196,154,22263,18763
2,14,196,80,22263,15263
2,15,196,309,22263,19349
2,16,196,325,22263,24525
2,17,196,391,22263,23315
2,18,196,277,22263,43718
2,19,196,641,22263,25471
2,20,196,98,22263,21460
2,21,196,133,22263,18280
2,22,196,229,22263,20893
2,23,196,247,22263,24227
2,24,196,284,22263,24491
2,25,196,279,22263,20018
2,26,196,328,22263,26072
2,27,196,127,22263,21354
2,28,196,143,22263,20809
2,3,206,320,22263,21465
2,4,206,245,22263,21604
2,5,206,282,22263,22130
2,6,206,175,22263,20763
2,7,206,80,22263,17474
2,8,206,206,22263,21612
2,9,206,313,22263,22158
2,10,206,529,22263,23554
2,11,206,275,22263,24322
2,12,206,239,22263,22685
2,13,206,156,22263,18763
2,14,206,81,22263,15263
2,15,206,318,22263,19349
2,16,206,320,22263,24525
2,17,206,388,22263,23315
2,18,206,279,22263,43718
2,19,206,601,22263,25471
2,20,206,99,22263,21460
2,21,206,137,22263,18280
2,22,206,239,22263,20893
2,23,206,251,22263,24227
2,24,206,291,22263,24491
2,25,206,277,22263,20018
2,26,206,329,22263,26072
2,27,206,126,22263,21354
2,28,206,145,22263,20809
2,3,199,323,22263,21465
2,4,199,255,22263,21604
2,5,199,293,22263,22130
2,6,199,185,22263,20763
2,7,199,85,22263,17474
2,8,199,207,22263,21612
2,9,199,311,22263,22158
2,10,199,526,22263,23554
2,11,199,286,22263,24322
2,12,199,236,22263,22685
2,13,199,160,22263,18763
2,14,199,79,22263,15263
2,15,199,320,22263,19349
2,16,199,323,22263,24525
2,17,199,393,22263,23315
2,18,199,276,22263,43718
2,19,199,603,22263,25471
2,20,199,97,22263,21460
2,21,199,137,22263,18280
2,22,199,235,22263,20893
2,23,199,249,22263,24227
2,24,199,285,22263,24491
2,25,199,274,22263,20018
2,26,199,328,22263,26072
2,27,199,129,22263,21354
2,28,199,144,22263,20809
2,3,204,315,22263,21465
2,4,204,257,22263,21604
2,5,204,299,22263,22130
2,6,204,186,22263,20763
2,7,204,87,22263,17474
2,8,204,206,22263,21612
2,9,204,312,22263,22158
2,10,204,529,22263,23554
2,11,204,275,22263,24322
2,12,204,239,22263,22685
2,13,204,166,22263,18763
2,14,204,84,22263,15263
2,15,204,322,22263,19349
2,16,204,329,22263,24525
2,17,204,397,22263,23315
2,18,204,280,22263,43718
2,19,204,603,22263,25471
2,20,204,98,22263,21460
2,21,204,140,22263,18280
2,22,204,242,22263,20893
2,23,204,255,22263,24227
2,24,204,292,22263,24491
2,25,204,278,22263,20018
2,26,204,341,22263,26072
2,27,204,136,22263,21354
2,28,204,154,22263,20809
2,3,201,323,22263,21465
2,4,201,249,22263,21604
2,5,201,282,22263,22130
2,6,201,174,22263,20763
2,7,201,81,22263,17474
2,8,201,201,22263,21612
2,9,201,310,22263,22158
2,10,201,527,22263,23554
2,11,201,279,22263,24322
2,12,201,236,22263,22685
2,13,201,155,22263,18763
2,14,201,79,22263,15263
2,15,201,317,22263,19349
2,16,201,324,22263,24525
2,17,201,396,22263,23315
2,18,201,279,22263,43718
2,19,201,639,22263,25471
2,20,201,97,22263,21460
2,21,201,136,22263,18280
2,22,201,234,22263,20893
2,23,201,253,22263,24227
2,24,201,285,22263,24491
2,25,201,276,22263,20018
2,26,201,330,22263,26072
2,27,201,126,22263,21354
2,28,201,141,22263,20809
2,3,199,316,22263,21465
2,4,199,247,22263,21604
2,5,199,287,22263,22130
2,6,199,179,22263,20763
2,7,199,83,22263,17474
2,8,199,205,22263,21612
2,9,199,314,22263,22158
2,10,199,527,22263,23554
2,11,199,283,22263,24322
2,12,199,238,22263,22685
2,13,199,156,22263,18763
2,14,199,82,22263,15263
2,15,199,316,22263,19349
2,16,199,328,22263,24525
2,17,199,399,22263,23315
2,18,199,277,22263,43718
2,19,199,604,22263,25471
2,20,199,96,22263,21460
2,21,199,142,22263,18280
2,22,199,237,22263,20893
2,23,199,251,22263,24227
2,24,199,288,22263,24491
2,25,199,272,22263,20018
2,26,199,338,22263,26072
2,27,199,129,22263,21354
2,28,199,145,22263,20809
2,3,204,311,22263,21465
2,4,204,246,22263,21604
2,5,204,281,22263,22130
2,6,204,172,22263,20763
2,7,204,81,22263,17474
2,8,204,202,22263,21612
2,9,204,312,22263,22158
2,10,204,531,22263,23554
2,11,204,276,22263,24322
2,12,204,239,22263,22685
2,13,204,159,22263,18763
2,14,204,83,22263,15263
2,15,204,313,22263,19349
2,16,204,325,22263,24525
2,17,204,399,22263,23315
2,18,204,280,22263,43718
2,19,204,601,22263,25471
2,20,204,101,22263,21460
2,21,204,137,22263,18280
2,22,204,243,22263,20893
2,23,204,259,22263,24227
2,24,204,294,22263,24491
2,25,204,276,22263,20018
2,26,204,345,22263,26072
2,27,204,133,22263,21354
2,28,204,151,22263,20809
2,3,203,314,22263,21465
2,4,203,245,22263,21604
2,5,203,286,22263,22130
