Training Period,Testing Period,Training Error,Testing Error,Training Size,Testing Size
1,28,237,139,19071,20809
1,2,227,268,19071,22263
1,3,227,381,19071,21465
1,4,227,254,19071,21604
1,5,227,283,19071,22130
1,6,227,190,19071,20763
1,7,227,86,19071,17474
1,8,227,198,19071,21612
1,9,227,314,19071,22158
1,10,227,672,19071,23554
1,11,227,333,19071,24322
1,12,227,251,19071,22685
1,13,227,149,19071,18763
1,14,227,81,19071,15263
1,15,227,315,19071,19349
1,16,227,417,19071,24525
1,17,227,448,19071,23315
1,18,227,308,19071,43718
1,19,227,699,19071,25471
1,20,227,208,19071,21460
1,21,227,146,19071,18280
1,22,227,264,19071,20893
1,23,227,259,19071,24227
1,24,227,288,19071,24491
1,25,227,268,19071,20018
1,26,227,365,19071,26072
1,27,227,222,19071,21354
1,28,227,146,19071,20809
1,2,228,283,19071,22263
1,3,228,376,19071,21465
1,4,228,250,19071,21604
1,5,228,280,19071,22130
1,6,228,184,19071,20763
1,7,228,86,19071,17474
1,8,228,195,19071,21612
1,9,228,307,19071,22158
1,10,228,681,19071,23554
1,11,228,322,19071,24322
1,12,228,242,19071,22685
1,13,228,147,19071,18763
1,14,228,80,19071,15263
1,15,228,313,19071,19349
1,16,228,418,19071,24525
1,17,228,447,19071,23315
1,18,228,305,19071,43718
1,19,228,703,19071,25471
1,20,228,203,19071,21460
1,21,228,140,19071,18280
1,22,228,261,19071,20893
1,23,228,259,19071,24227
1,24,228,286,19071,24491
1,25,228,266,19071,20018
1,26,228,362,19071,26072
1,27,228,220,19071,21354
1,28,228,138,19071,20809
1,2,227,284,19071,22263
1,3,227,379,19071,21465
1,4,227,253,19071,21604
1,5,227,274,19071,22130
1,6,227,187,19071,20763
1,7,227,87,19071,17474
1,8,227,198,19071,21612
1,9,227,304,19071,22158
1,10,227,676,19071,23554
1,11,227,332,19071,24322
1,12,227,246,19071,22685
1,13,227,145,19071,18763
1,14,227,80,19071,15263
1,15,227,316,19071,19349
1,16,227,419,19071,24525
1,17,227,453,19071,23315
1,18,227,302,19071,43718
1,19,227,701,19071,25471
1,20,227,209,19071,21460
1,21,227,142,19071,18280
1,22,227,268,19071,20893
1,23,227,258,19071,24227
1,24,227,283,19071,24491
1,25,227,269,19071,20018
1,26,227,368,19071,26072
1,27,227,222,19071,21354
1,28,227,138,19071,20809
1,2,229,278,19071,22263
1,3,229,376,19071,21465
1,4,229,251,19071,21604
1,5,229,282,19071,22130
1,6,229,186,19071,20763
1,7,229,85,19071,17474
1,8,229,194,19071,21612
1,9,229,307,19071,22158
1,10,229,679,19071,23554
1,11,229,319,19071,24322
1,12,229,243,19071,22685
1,13,229,145,19071,18763
1,14,229,80,19071,15263
1,15,229,309,19071,19349
1,16,229,415,19071,24525
1,17,229,451,19071,23315
1,18,229,309,19071,43718
1,19,229,698,19071,25471
1,20,229,211,19071,21460
1,21,229,142,19071,18280
1,22,229,266,19071,20893
1,23,229,259,19071,24227
1,24,229,288,19071,24491
1,25,229,265,19071,20018
1,26,229,360,19071,26072
1,27,229,220,19071,21354
1,28,229,138,19071,20809
1,2,231,276,19071,22263
1,3,231,380,19071,21465
1,4,231,249,19071,21604
1,5,231,274,19071,22130
1,6,231,185,19071,20763
1,7,231,84,19071,17474
1,8,231,191,19071,21612
1,9,231,305,19071,22158
1,10,231,677,19071,23554
1,11,231,336,19071,24322
1,12,231,241,19071,22685
1,13,231,146,19071,18763
1,14,231,80,19071,15263
1,15,231,315,19071,19349
1,16,231,421,19071,24525
1,17,231,449,19071,23315
1,18,231,311,19071,43718
1,19,231,702,19071,25471
1,20,231,208,19071,21460
1,21,231,146,19071,18280
1,22,231,266,19071,20893
1,23,231,266,19071,24227
1,24,231,293,19071,24491
1,25,231,270,19071,20018
1,26,231,367,19071,26072
1,27,231,224,19071,21354
1,28,231,138,19071,20809
1,2,231,272,19071,22263
1,3,231,383,19071,21465
1,4,231,250,19071,21604
1,5,231,278,19071,22130
1,6,231,182,19071,20763
1,7,231,85,19071,17474
1,8,231,195,19071,21612
1,9,231,308,19071,22158
1,10,231,676,19071,23554
1,11,231,329,19071,24322
1,12,231,244,19071,22685
1,13,231,146,19071,18763
1,14,231,79,19071,15263
1,15,231,309,19071,19349
1,16,231,416,19071,24525
1,17,231,456,19071,23315
1,18,231,303,19071,43718
1,19,231,738,19071,25471
1,20,231,205,19071,21460
1,21,231,139,19071,18280
1,22,231,262,19071,20893
1,23,231,254,19071,24227
1,24,231,286,19071,24491
1,25,231,269,19071,20018
1,26,231,367,19071,26072
1,27,231,220,19071,21354
1,28,231,138,19071,20809
1,2,237,278,19071,22263
1,3,237,387,19071,21465
1,4,237,256,19071,21604
1,5,237,280,19071,22130
1,6,237,183,19071,20763
1,7,237,88,19071,17474
1,8,237,198,19071,21612
1,9,237,310,19071,22158
1,10,237,672,19071,23554
1,11,237,325,19071,24322
1,12,237,245,19071,22685
1,13,237,145,19071,18763
1,14,237,77,19071,15263
1,15,237,307,19071,19349
1,16,237,413,19071,24525
1,17,237,445,19071,23315
1,18,237,302,19071,43718
1,19,237,699,19071,25471
1,20,237,207,19071,21460
1,21,237,141,19071,18280
1,22,237,263,19071,20893
1,23,237,257,19071,24227
1,24,237,288,19071,24491
1,25,237,265,19071,20018
1,26,237,363,19071,26072
1,27,237,220,19071,21354
1,28,237,138,19071,20809
1,2,230,277,19071,22263
1,3,230,372,19071,21465
1,4,230,249,19071,21604
1,5,230,277,19071,22130
1,6,230,184,19071,20763
1,7,230,85,19071,17474
1,8,230,192,19071,21612
1,9,230,304,19071,22158
1,10,230,676,19071,23554
1,11,230,328,19071,24322
1,12,230,242,19071,22685
1,13,230,146,19071,18763
1,14,230,78,19071,15263
1,15,230,309,19071,19349
1,16,230,414,19071,24525
1,17,230,442,19071,23315
1,18,230,301,19071,43718
1,19,230,699,19071,25471
1,20,230,209,19071,21460
1,21,230,141,19071,18280
1,22,230,264,19071,20893
1,23,230,259,19071,24227
1,24,230,288,19071,24491
1,25,230,267,19071,20018
1,26,230,372,19071,26072
1,27,230,223,19071,21354
1,28,230,137,19071,20809
1,2,236,278,19071,22263
1,3,236,378,19071,21465
1,4,236,250,19071,21604
1,5,236,282,19071,22130
1,6,236,191,19071,20763
1,7,236,86,19071,17474
1,8,236,196,19071,21612
1,9,236,310,19071,22158
1,10,236,679,19071,23554
1,11,236,323,19071,24322
1,12,236,240,19071,22685
1,13,236,147,19071,18763
1,14,236,80,19071,15263
1,15,236,309,19071,19349
1,16,236,415,19071,24525
1,17,236,449,19071,23315
1,18,236,300,19071,43718
1,19,236,699,19071,25471
1,20,236,207,19071,21460
1,21,236,146,19071,18280
1,22,236,264,19071,20893
1,23,236,258,19071,24227
1,24,236,288,19071,24491
1,25,236,269,19071,20018
1,26,236,370,19071,26072
1,27,236,220,19071,21354
1,28,236,140,19071,20809
1,2,235,278,19071,22263
1,3,235,372,19071,21465
1,4,235,248,19071,21604
1,5,235,271,19071,22130
1,6,235,182,19071,20763
1,7,235,80,19071,17474
1,8,235,190,19071,21612
1,9,235,305,19071,22158
1,10,235,683,19071,23554
1,11,235,325,19071,24322
1,12,235,246,19071,22685
1,13,235,145,19071,18763
1,14,235,78,19071,15263
1,15,235,316,19071,19349
1,16,235,418,19071,24525
1,17,235,462,19071,23315
1,18,235,312,19071,43718
1,19,235,699,19071,25471
1,20,235,208,19071,21460
1,21,235,143,19071,18280
1,22,235,264,19071,20893
1,23,235,261,19071,24227
1,24,235,287,19071,24491
1,25,235,267,19071,20018
1,26,235,368,19071,26072
1,27,235,221,19071,21354
1,28,235,139,19071,20809
1,2,223,281,19071,22263
1,3,223,373,19071,21465
1,4,223,248,19071,21604
1,5,223,274,19071,22130
1,6,223,184,19071,20763
1,7,223,82,19071,17474
1,8,223,188,19071,21612
1,9,223,304,19071,22158
1,10,223,678,19071,23554
1,11,223,326,19071,24322
1,12,223,245,19071,22685
1,13,223,145,19071,18763
1,14,223,79,19071,15263
1,15,223,313,19071,19349
1,16,223,415,19071,24525
1,17,223,452,19071,23315
1,18,223,301,19071,43718
1,19,223,737,19071,25471
1,20,223,213,19071,21460
1,21,223,147,19071,18280
1,22,223,265,19071,20893
1,23,223,265,19071,24227
1,24,223,292,19071,24491
1,25,223,270,19071,20018
1,26,223,374,19071,26072
1,27,223,224,19071,21354
1,28,223,140,19071,20809
1,2,229,282,19071,22263
1,3,229,374,19071,21465
1,4,229,254,19071,21604
1,5,229,276,19071,22130
1,6,229,190,19071,20763
1,7,229,83,19071,17474
1,8,229,196,19071,21612
1,9,229,311,19071,22158
1,10,229,674,19071,23554
1,11,229,323,19071,24322
1,12,229,243,19071,22685
1,13,229,147,19071,18763
1,14,229,79,19071,15263
1,15,229,307,19071,19349
1,16,229,412,19071,24525
1,17,229,452,19071,23315
1,18,229,313,19071,43718
1,19,229,737,19071,25471
1,20,229,215,19071,21460
1,21,229,147,19071,18280
1,22,229,270,19071,20893
1,23,229,262,19071,24227
1,24,229,291,19071,24491
1,25,229,272,19071,20018
1,26,229,380,19071,26072
1,27,229,230,19071,21354
1,28,229,151,19071,20809
1,2,231,275,19071,22263
1,3,231,380,19071,21465
1,4,231,253,19071,21604
1,5,231,282,19071,22130
1,6,231,181,19071,20763
1,7,231,83,19071,17474
1,8,231,193,19071,21612
1,9,231,303,19071,22158
1,10,231,678,19071,23554
1,11,231,328,19071,24322
1,12,231,247,19071,22685
1,13,231,144,19071,18763
1,14,231,79,19071,15263
1,15,231,311,19071,19349
1,16,231,412,19071,24525
1,17,231,444,19071,23315
1,18,231,307,19071,43718
1,19,231,701,19071,25471
1,20,231,208,19071,21460
1,21,231,143,19071,18280
1,22,231,264,19071,20893
1,23,231,261,19071,24227
1,24,231,286,19071,24491
1,25,231,265,19071,20018
1,26,231,365,19071,26072
1,27,231,220,19071,21354
1,28,231,140,19071,20809
1,2,239,283,19071,22263
1,3,239,381,19071,21465
1,4,239,256,19071,21604
1,5,239,287,19071,22130
1,6,239,190,19071,20763
1,7,239,86,19071,17474
1,8,239,198,19071,21612
1,9,239,310,19071,22158
1,10,239,673,19071,23554
1,11,239,331,19071,24322
1,12,239,249,19071,22685
1,13,239,148,19071,18763
1,14,239,78,19071,15263
1,15,239,312,19071,19349
1,16,239,424,19071,24525
1,17,239,449,19071,23315
1,18,239,307,19071,43718
1,19,239,702,19071,25471
1,20,239,210,19071,21460
1,21,239,146,19071,18280
1,22,239,268,19071,20893
1,23,239,262,19071,24227
1,24,239,293,19071,24491
1,25,239,270,19071,20018
1,26,239,377,19071,26072
1,27,239,226,19071,21354
1,28,239,145,19071,20809
1,2,231,279,19071,22263
1,3,231,373,19071,21465
1,4,231,255,19071,21604
1,5,231,282,19071,22130
1,6,231,187,19071,20763
1,7,231,85,19071,17474
1,8,231,197,19071,21612
1,9,231,302,19071,22158
1,10,231,675,19071,23554
1,11,231,323,19071,24322
1,12,231,245,19071,22685
1,13,231,148,19071,18763
1,14,231,78,19071,15263
1,15,231,312,19071,19349
1,16,231,406,19071,24525
1,17,231,448,19071,23315
1,18,231,307,19071,43718
1,19,231,697,19071,25471
1,20,231,205,19071,21460
1,21,231,143,19071,18280
1,22,231,264,19071,20893
1,23,231,255,19071,24227
1,24,231,283,19071,24491
1,25,231,266,19071,20018
1,26,231,367,19071,26072
1,27,231,221,19071,21354
1,28,231,138,19071,20809
1,2,231,281,19071,22263
1,3,231,383,19071,21465
1,4,231,252,19071,21604
1,5,231,280,19071,22130
1,6,231,182,19071,20763
1,7,231,81,19071,17474
1,8,231,193,19071,21612
1,9,231,305,19071,22158
1,10,231,667,19071,23554
1,11,231,330,19071,24322
1,12,231,248,19071,22685
1,13,231,142,19071,18763
1,14,231,79,19071,15263
1,15,231,311,19071,19349
1,16,231,415,19071,24525
1,17,231,461,19071,23315
1,18,231,300,19071,43718
1,19,231,700,19071,25471
1,20,231,213,19071,21460
1,21,231,142,19071,18280
1,22,231,265,19071,20893
1,23,231,255,19071,24227
1,24,231,288,19071,24491
1,25,231,267,19071,20018
1,26,231,368,19071,26072
1,27,231,221,19071,21354
1,28,231,137,19071,20809
1,2,232,277,19071,22263
1,3,232,376,19071,21465
1,4,232,253,19071,21604
1,5,232,282,19071,22130
1,6,232,187,19071,20763
1,7,232,81,19071,17474
1,8,232,198,19071,21612
1,9,232,312,19071,22158
1,10,232,679,19071,23554
1,11,232,332,19071,24322
1,12,232,245,19071,22685
1,13,232,147,19071,18763
1,14,232,80,19071,15263
1,15,232,313,19071,19349
1,16,232,417,19071,24525
1,17,232,456,19071,23315
1,18,232,305,19071,43718
1,19,232,736,19071,25471
1,20,232,214,19071,21460
1,21,232,147,19071,18280
1,22,232,267,19071,20893
1,23,232,264,19071,24227
1,24,232,293,19071,24491
1,25,232,272,19071,20018
1,26,232,381,19071,26072
1,27,232,230,19071,21354
1,28,232,148,19071,20809
1,2,231,280,19071,22263
1,3,231,376,19071,21465
1,4,231,254,19071,21604
1,5,231,283,19071,22130
1,6,231,186,19071,20763
1,7,231,80,19071,17474
1,8,231,190,19071,21612
1,9,231,300,19071,22158
1,10,231,670,19071,23554
1,11,231,327,19071,24322
1,12,231,243,19071,22685
1,13,231,147,19071,18763
1,14,231,79,19071,15263
1,15,231,311,19071,19349
1,16,231,415,19071,24525
1,17,231,446,19071,23315
1,18,231,304,19071,43718
1,19,231,737,19071,25471
1,20,231,210,19071,21460
1,21,231,144,19071,18280
1,22,231,265,19071,20893
1,23,231,263,19071,24227
1,24,231,289,19071,24491
1,25,231,270,19071,20018
1,26,231,370,19071,26072
1,27,231,227,19071,21354
1,28,231,142,19071,20809
1,2,237,286,19071,22263
1,3,237,379,19071,21465
1,4,237,251,19071,21604
1,5,237,282,19071,22130
1,6,237,179,19071,20763
1,7,237,81,19071,17474
1,8,237,185,19071,21612
1,9,237,304,19071,22158
1,10,237,674,19071,23554
1,11,237,330,19071,24322
1,12,237,245,19071,22685
1,13,237,147,19071,18763
1,14,237,79,19071,15263
1,15,237,310,19071,19349
1,16,237,417,19071,24525
1,17,237,450,19071,23315
1,18,237,302,19071,43718
1,19,237,698,19071,25471
1,20,237,206,19071,21460
1,21,237,145,19071,18280
1,22,237,268,19071,20893
1,23,237,261,19071,24227
1,24,237,288,19071,24491
1,25,237,269,19071,20018
1,26,237,373,19071,26072
1,27,237,225,19071,21354
1,28,237,142,19071,20809
1,2,236,281,19071,22263
1,3,236,383,19071,21465
1,4,236,258,19071,21604
1,5,236,287,19071,22130
1,6,236,186,19071,20763
1,7,236,87,19071,17474
1,8,236,200,19071,21612
1,9,236,312,19071,22158
1,10,236,684,19071,23554
1,11,236,331,19071,24322
1,12,236,249,19071,22685
1,13,236,146,19071,18763
1,14,236,79,19071,15263
1,15,236,312,19071,19349
1,16,236,417,19071,24525
1,17,236,444,19071,23315
1,18,236,301,19071,43718
1,19,236,697,19071,25471
1,20,236,211,19071,21460
1,21,236,143,19071,18280
1,22,236,265,19071,20893
1,23,236,258,19071,24227
1,24,236,290,19071,24491
1,25,236,268,19071,20018
1,26,236,365,19071,26072
1,27,236,222,19071,21354
1,28,236,139,19071,20809
1,2,236,283,19071,22263
1,3,236,374,19071,21465
1,4,236,249,19071,21604
1,5,236,271,19071,22130
1,6,236,185,19071,20763
1,7,236,83,19071,17474
1,8,236,193,19071,21612
1,9,236,303,19071,22158
1,10,236,672,19071,23554
1,11,236,319,19071,24322
1,12,236,244,19071,22685
1,13,236,147,19071,18763
1,14,236,79,19071,15263
1,15,236,317,19071,19349
1,16,236,415,19071,24525
1,17,236,443,19071,23315
1,18,236,314,19071,43718
1,19,236,705,19071,25471
1,20,236,209,19071,21460
1,21,236,141,19071,18280
1,22,236,262,19071,20893
1,23,236,256,19071,24227
1,24,236,286,19071,24491
1,25,236,269,19071,20018
1,26,236,371,19071,26072
1,27,236,222,19071,21354
1,28,236,137,19071,20809
1,2,232,270,19071,22263
1,3,232,377,19071,21465
1,4,232,253,19071,21604
1,5,232,280,19071,22130
1,6,232,191,19071,20763
1,7,232,89,19071,17474
1,8,232,197,19071,21612
1,9,232,308,19071,22158
1,10,232,682,19071,23554
1,11,232,334,19071,24322
1,12,232,246,19071,22685
1,13,232,149,19071,18763
1,14,232,79,19071,15263
1,15,232,318,19071,19349
1,16,232,412,19071,24525
1,17,232,449,19071,23315
1,18,232,303,19071,43718
1,19,232,702,19071,25471
1,20,232,217,19071,21460
1,21,232,146,19071,18280
1,22,232,270,19071,20893
1,23,232,266,19071,24227
1,24,232,294,19071,24491
1,25,232,274,19071,20018
1,26,232,376,19071,26072
1,27,232,226,19071,21354
1,28,232,147,19071,20809
1,2,232,285,19071,22263
1,3,232,382,19071,21465
1,4,232,255,19071,21604
1,5,232,279,19071,22130
1,6,232,185,19071,20763
1,7,232,85,19071,17474
1,8,232,192,19071,21612
1,9,232,309,19071,22158
1,10,232,674,19071,23554
1,11,232,325,19071,24322
1,12,232,245,19071,22685
1,13,232,148,19071,18763
1,14,232,80,19071,15263
1,15,232,313,19071,19349
1,16,232,420,19071,24525
1,17,232,457,19071,23315
1,18,232,305,19071,43718
1,19,232,701,19071,25471
1,20,232,213,19071,21460
1,21,232,148,19071,18280
1,22,232,276,19071,20893
1,23,232,269,19071,24227
1,24,232,294,19071,24491
1,25,232,275,19071,20018
1,26,232,383,19071,26072
1,27,232,226,19071,21354
1,28,232,148,19071,20809
1,2,235,269,19071,22263
1,3,235,376,19071,21465
1,4,235,254,19071,21604
1,5,235,278,19071,22130
1,6,235,186,19071,20763
1,7,235,85,19071,17474
1,8,235,195,19071,21612
1,9,235,307,19071,22158
1,10,235,684,19071,23554
1,11,235,327,19071,24322
1,12,235,245,19071,22685
1,13,235,148,19071,18763
1,14,235,79,19071,15263
1,15,235,319,19071,19349
1,16,235,419,19071,24525
1,17,235,480,19071,23315
1,18,235,314,19071,43718
1,19,235,702,19071,25471
1,20,235,205,19071,21460
1,21,235,142,19071,18280
1,22,235,266,19071,20893
1,23,235,257,19071,24227
1,24,235,293,19071,24491
1,25,235,270,19071,20018
1,26,235,367,19071,26072
1,27,235,221,19071,21354
1,28,235,142,19071,20809
1,2,229,271,19071,22263
1,3,229,388,19071,21465
1,4,229,257,19071,21604
1,5,229,287,19071,22130
1,6,229,194,19071,20763
1,7,229,87,19071,17474
1,8,229,196,19071,21612
1,9,229,305,19071,22158
1,10,229,676,19071,23554
1,11,229,321,19071,24322
1,12,229,242,19071,22685
1,13,229,146,19071,18763
1,14,229,80,19071,15263
1,15,229,320,19071,19349
1,16,229,415,19071,24525
1,17,229,452,19071,23315
1,18,229,304,19071,43718
1,19,229,736,19071,25471
1,20,229,212,19071,21460
1,21,229,147,19071,18280
1,22,229,265,19071,20893
1,23,229,266,19071,24227
1,24,229,291,19071,24491
1,25,229,272,19071,20018
1,26,229,365,19071,26072
1,27,229,223,19071,21354
1,28,229,141,19071,20809
1,2,227,277,19071,22263
1,3,227,373,19071,21465
1,4,227,252,19071,21604
1,5,227,279,19071,22130
1,6,227,186,19071,20763
1,7,227,89,19071,17474
1,8,227,200,19071,21612
1,9,227,302,19071,22158
1,10,227,678,19071,23554
1,11,227,322,19071,24322
1,12,227,243,19071,22685
1,13,227,147,19071,18763
1,14,227,79,19071,15263
1,15,227,314,19071,19349
1,16,227,411,19071,24525
1,17,227,454,19071,23315
1,18,227,311,19071,43718
1,19,227,706,19071,25471
1,20,227,212,19071,21460
1,21,227,146,19071,18280
1,22,227,262,19071,20893
1,23,227,260,19071,24227
1,24,227,288,19071,24491
1,25,227,272,19071,20018
1,26,227,371,19071,26072
1,27,227,219,19071,21354
1,28,227,140,19071,20809
1,2,231,287,19071,22263
1,3,231,371,19071,21465
1,4,231,257,19071,21604
1,5,231,275,19071,22130
1,6,231,185,19071,20763
1,7,231,82,19071,17474
1,8,231,193,19071,21612
1,9,231,305,19071,22158
1,10,231,674,19071,23554
1,11,231,317,19071,24322
1,12,231,247,19071,22685
1,13,231,146,19071,18763
1,14,231,79,19071,15263
1,15,231,315,19071,19349
1,16,231,414,19071,24525
1,17,231,452,19071,23315
1,18,231,307,19071,43718
1,19,231,699,19071,25471
1,20,231,204,19071,21460
1,21,231,147,19071,18280
1,22,231,271,19071,20893
1,23,231,260,19071,24227
1,24,231,294,19071,24491
1,25,231,268,19071,20018
1,26,231,377,19071,26072
1,27,231,224,19071,21354
1,28,231,142,19071,20809
1,2,227,287,19071,22263
1,3,227,378,19071,21465
1,4,227,246,19071,21604
1,5,227,280,19071,22130
1,6,227,182,19071,20763
1,7,227,82,19071,17474
1,8,227,192,19071,21612
1,9,227,299,19071,22158
1,10,227,680,19071,23554
1,11,227,321,19071,24322
1,12,227,247,19071,22685
1,13,227,147,19071,18763
1,14,227,78,19071,15263
1,15,227,310,19071,19349
1,16,227,417,19071,24525
1,17,227,441,19071,23315
1,18,227,312,19071,43718
1,19,227,706,19071,25471
1,20,227,210,19071,21460
1,21,227,142,19071,18280
1,22,227,264,19071,20893
1,23,227,258,19071,24227
1,24,227,291,19071,24491
1,25,227,273,19071,20018
1,26,227,372,19071,26072
1,27,227,220,19071,21354
1,28,227,138,19071,20809
1,2,228,279,19071,22263
1,3,228,386,19071,21465
1,4,228,255,19071,21604
1,5,228,283,19071,22130
1,6,228,183,19071,20763
1,7,228,81,19071,17474
1,8,228,192,19071,21612
1,9,228,301,19071,22158
1,10,228,673,19071,23554
1,11,228,331,19071,24322
1,12,228,242,19071,22685
1,13,228,146,19071,18763
1,14,228,80,19071,15263
1,15,228,312,19071,19349
1,16,228,423,19071,24525
1,17,228,441,19071,23315
1,18,228,301,19071,43718
1,19,228,702,19071,25471
1,20,228,206,19071,21460
1,21,228,141,19071,18280
1,22,228,265,19071,20893
1,23,228,260,19071,24227
1,24,228,284,19071,24491
1,25,228,270,19071,20018
1,26,228,364,19071,26072
1,27,228,222,19071,21354
1,28,228,136,19071,20809
1,2,235,273,19071,22263
1,3,235,372,19071,21465
1,4,235,245,19071,21604
1,5,235,276,19071,22130
1,6,235,182,19071,20763
1,7,235,77,19071,17474
1,8,235,188,19071,21612
1,9,235,297,19071,22158
1,10,235,677,19071,23554
1,11,235,321,19071,24322
1,12,235,244,19071,22685
1,13,235,145,19071,18763
1,14,235,79,19071,15263
1,15,235,309,19071,19349
1,16,235,410,19071,24525
1,17,235,454,19071,23315
1,18,235,315,19071,43718
1,19,235,699,19071,25471
1,20,235,211,19071,21460
1,21,235,143,19071,18280
1,22,235,268,19071,20893
1,23,235,264,19071,24227
1,24,235,284,19071,24491
1,25,235,273,19071,20018
1,26,235,366,19071,26072
1,27,235,221,19071,21354
1,28,235,139,19071,20809
1,2,225,281,19071,22263
1,3,225,374,19071,21465
1,4,225,247,19071,21604
1,5,225,279,19071,22130
1,6,225,185,19071,20763
1,7,225,85,19071,17474
1,8,225,186,19071,21612
1,9,225,297,19071,22158
1,10,225,676,19071,23554
1,11,225,321,19071,24322
1,12,225,247,19071,22685
1,13,225,144,19071,18763
1,14,225,78,19071,15263
1,15,225,310,19071,19349
1,16,225,404,19071,24525
1,17,225,446,19071,23315
1,18,225,305,19071,43718
1,19,225,738,19071,25471
1,20,225,210,19071,21460
1,21,225,147,19071,18280
1,22,225,263,19071,20893
1,23,225,260,19071,24227
1,24,225,292,19071,24491
1,25,225,270,19071,20018
1,26,225,369,19071,26072
1,27,225,221,19071,21354
1,28,225,140,19071,20809
1,2,231,275,19071,22263
1,3,231,377,19071,21465
1,4,231,254,19071,21604
1,5,231,273,19071,22130
1,6,231,186,19071,20763
1,7,231,82,19071,17474
1,8,231,191,19071,21612
1,9,231,308,19071,22158
1,10,231,675,19071,23554
1,11,231,317,19071,24322
1,12,231,246,19071,22685
1,13,231,148,19071,18763
1,14,231,79,19071,15263
1,15,231,308,19071,19349
1,16,231,416,19071,24525
1,17,231,447,19071,23315
1,18,231,304,19071,43718
1,19,231,699,19071,25471
1,20,231,214,19071,21460
1,21,231,141,19071,18280
1,22,231,264,19071,20893
1,23,231,260,19071,24227
1,24,231,288,19071,24491
1,25,231,270,19071,20018
1,26,231,363,19071,26072
1,27,231,219,19071,21354
1,28,231,139,19071,20809
1,2,224,279,19071,22263
1,3,224,375,19071,21465
1,4,224,250,19071,21604
1,5,224,279,19071,22130
1,6,224,186,19071,20763
1,7,224,82,19071,17474
1,8,224,191,19071,21612
1,9,224,305,19071,22158
1,10,224,676,19071,23554
1,11,224,328,19071,24322
1,12,224,242,19071,22685
1,13,224,149,19071,18763
1,14,224,78,19071,15263
1,15,224,309,19071,19349
1,16,224,416,19071,24525
1,17,224,454,19071,23315
1,18,224,306,19071,43718
1,19,224,701,19071,25471
1,20,224,210,19071,21460
1,21,224,143,19071,18280
1,22,224,266,19071,20893
1,23,224,257,19071,24227
1,24,224,288,19071,24491
1,25,224,270,19071,20018
1,26,224,370,19071,26072
1,27,224,221,19071,21354
1,28,224,139,19071,20809
1,2,228,281,19071,22263
1,3,228,372,19071,21465
1,4,228,249,19071,21604
1,5,228,278,19071,22130
1,6,228,183,19071,20763
1,7,228,82,19071,17474
1,8,228,192,19071,21612
1,9,228,305,19071,22158
1,10,228,678,19071,23554
1,11,228,328,19071,24322
1,12,228,247,19071,22685
1,13,228,145,19071,18763
1,14,228,79,19071,15263
1,15,228,310,19071,19349
1,16,228,413,19071,24525
1,17,228,445,19071,23315
1,18,228,304,19071,43718
1,19,228,698,19071,25471
1,20,228,209,19071,21460
1,21,228,141,19071,18280
1,22,228,265,19071,20893
1,23,228,257,19071,24227
1,24,228,285,19071,24491
