Scenario,Model,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B
Static Model,CART,27,0.19366626065773446,0.7361111111111112,0.9663294933033624,0.3066538090646095,0.8545262963313394,0.3667943922511065,0.03363503621702222
Updated Model,CART,27,0.3065068493150685,0.8287037037037037,0.9793013018638195,0.44750000000000006,0.9046215916218991,0.49667757662101064,0.0207388788769198
Static Model,CART,28,0.09659714599341383,0.6330935251798561,0.9579989427651497,0.1676190476190476,0.8000269740666104,0.23619544444831284,0.04195739989135595
Updated Model,CART,28,0.19444444444444445,0.7050359712230215,0.9785189100869816,0.3048211508553655,0.8425868303905497,0.36316263422321315,0.021437401785095803
Static Model,SVM,15,0.38144329896907214,0.11526479750778816,0.9822213034265337,0.1770334928229665,0.7601933730059718,0.20275690327832913,0.019534074954864162
Updated Model,SVM,15,0.33707865168539325,0.09345794392523364,0.9819112098816476,0.14634146341463414,0.7609856142480961,0.17056461907804066,0.02001805151696232
Static Model,SVM,16,0.2980132450331126,0.1076555023923445,0.9804689092762487,0.15817223198594027,0.7427969163793875,0.170857247016021,0.020874421216881774
Updated Model,SVM,16,0.25396825396825395,0.11483253588516747,0.979164118246687,0.1581548599670511,0.7801827200620519,0.16131153475033366,0.02178277346504093
Static Model,SVM,17,0.4925373134328358,0.20668058455114824,0.9793266137679605,0.2911764705882353,0.7557187749921286,0.31027966196777973,0.022082470565892062
Updated Model,SVM,17,0.502283105022831,0.22964509394572025,0.9794981771391807,0.3151862464183381,0.7966168222829499,0.3306911526862185,0.02181011165365204
Static Model,SVM,18,0.3194444444444444,0.14838709677419354,0.991719657806853,0.20264317180616737,0.7998371416596317,0.21399741118128326,0.01181537431168664
Updated Model,SVM,18,0.36885245901639346,0.14516129032258066,0.9921771352760876,0.20833333333333334,0.7900884926815929,0.22807283431202752,0.011542148959480754
Static Model,SVM,19,0.6756756756756757,0.23874488403819918,0.9747948647481449,0.3528225806451613,0.8557825989080434,0.3921874177617018,0.02394425821556672
Updated Model,SVM,19,0.6875,0.24010914051841747,0.9749911664245613,0.35591506572295245,0.8556488093445778,0.39701278764836423,0.023394859957362985
Static Model,SVM,20,0.1,0.04455445544554455,0.9872320596458527,0.061643835616438346,0.8342133747667739,0.060880522091479344,0.016338815473337456
Updated Model,SVM,20,0.11764705882352941,0.04950495049504951,0.9875582479030754,0.06968641114982578,0.8343877994912106,0.07068279832988009,0.014851228772825742
Static Model,SVM,21,0.2,0.15602836879432624,0.9886761487964989,0.1752988047808765,0.7499836760962139,0.1710125494762664,0.015226638831932648
Updated Model,SVM,21,0.25263157894736843,0.1702127659574468,0.9897155361050328,0.20338983050847456,0.729557878306959,0.20234208864030875,0.012991083630588448
Static Model,SVM,22,0.28368794326241137,0.14869888475836432,0.9842052362035132,0.19512195121951223,0.7239566960642093,0.19800994673964026,0.01870131918365661
Updated Model,SVM,22,0.2894736842105263,0.16356877323420074,0.9840616474417269,0.20902612826603328,0.7498263293063123,0.2100366462226523,0.017875282544344052
Static Model,SVM,23,0.16,0.10980392156862745,0.98456267800388,0.13023255813953488,0.715554503129468,0.12493614611883845,0.017650607265459587
Updated Model,SVM,23,0.18552036199095023,0.1607843137254902,0.9837371527634458,0.17226890756302524,0.7504266415393123,0.16452772028827234,0.01756256812031085
Static Model,SVM,24,0.10989010989010989,0.10638297872340426,0.9797884937323915,0.10810810810810811,0.6891970455861764,0.09790242625291358,0.020498986434717894
Updated Model,SVM,24,0.19689119170984457,0.1347517730496454,0.9837083010085338,0.16,0.6870225714661535,0.15486105437026812,0.018069853755172813
Static Model,SVM,25,0.2127659574468085,0.11278195488721804,0.9826656009591368,0.1474201474201474,0.658646254914321,0.1467247200214037,0.01859748666253372
Updated Model,SVM,25,0.24861878453038674,0.16917293233082706,0.9821660505545009,0.20134228187919462,0.6519372169792647,0.19631536250988305,0.019478977362522305
Static Model,SVM,26,0.22448979591836735,0.12324929971988796,0.9821647744706965,0.15913200723327306,0.7442892381529707,0.15786678072075774,0.01932249320977416
Updated Model,SVM,26,0.1941747572815534,0.16806722689075632,0.9790579932494631,0.1801801801801802,0.693534656717052,0.17008329801623154,0.02216863585103614
Static Model,SVM,27,0.17721518987341772,0.06481481481481481,0.9874964877774656,0.09491525423728812,0.804616072335937,0.10175964858781901,0.015292334288871454
Updated Model,SVM,27,0.1417910447761194,0.08796296296296297,0.9853891542568137,0.10857142857142858,0.8572765214831636,0.10456978997430642,0.01601745824745088
Static Model,SVM,28,0.2717391304347826,0.17985611510791366,0.9913018405497621,0.21645021645021642,0.6821188042309259,0.21684386809159698,0.012144512011293726
Updated Model,SVM,28,0.3008849557522124,0.2446043165467626,0.9911576721610842,0.2698412698412699,0.7642395227504498,0.266882355386276,0.012039958663663843
Static Model,RGF,15,0.38311688311688313,0.367601246105919,0.9796888728099643,0.37519872813990457,0.9229599010345142,0.3649604025647011,0.017461625559320508
Static Model,RGF,16,0.3333333333333333,0.44976076555023925,0.9752905198776758,0.3828920570264765,0.9404205790650655,0.37490492792682756,0.019377560146065544
Updated Model,RGF,16,0.3357271095152603,0.4473684210526316,0.9754943934760448,0.3835897435897435,0.9426849554111126,0.3753360374737318,0.01905938311899219
Static Model,RGF,17,0.4611764705882353,0.4091858037578288,0.9780398884838087,0.43362831858407075,0.9150668504588038,0.4232578374745384,0.020979077965703294
Updated Model,RGF,17,0.5760233918128655,0.4112734864300626,0.9816856101222389,0.47990255785627284,0.9385258543171222,0.47778139702313543,0.018642283282331244
Static Model,RGF,18,0.3289902280130293,0.3258064516129032,0.9905073425133812,0.3273905996758509,0.9450925502062946,0.32261452176012073,0.01102085634463735
Updated Model,RGF,18,0.4794520547945205,0.3387096774193548,0.9927032343657075,0.39697542533081287,0.9533076629252225,0.3994396260407615,0.009276303816097767
Static Model,RGF,19,0.6285714285714286,0.45020463847203274,0.9765223195006085,0.5246422893481716,0.9531243502851219,0.5204664482378374,0.02185161533106547
Updated Model,RGF,19,0.7739602169981917,0.5839017735334243,0.9831180558281968,0.6656298600311042,0.9679394763809581,0.6640186459729944,0.017533663603971596
Static Model,RGF,20,0.38961038961038963,0.594059405940594,0.9874184529356943,0.47058823529411764,0.9248575259727496,0.4751183020799802,0.014283150864298377
Updated Model,RGF,20,0.6455026455026455,0.6039603960396039,0.9931500465983225,0.6240409207161125,0.9430885192668295,0.620937945927631,0.009250745743978068
Static Model,RGF,21,0.16101694915254236,0.2695035460992908,0.9835339168490154,0.20159151193633953,0.9041585487013406,0.20040193651020707,0.01608388236047802
Updated Model,RGF,21,0.41379310344827586,0.2553191489361702,0.9914660831509847,0.3157894736842105,0.9340701963052066,0.3209805893905326,0.01024989725264628
Static Model,RGF,22,0.260989010989011,0.35315985130111527,0.9787967261762313,0.30015797788309634,0.8895743689093589,0.29305968493263285,0.01910031191050805
Updated Model,RGF,22,0.5444444444444444,0.3643122676579926,0.9878906810893601,0.4365256124721604,0.9060344212250642,0.4395546416770799,0.013934870447396833
Static Model,RGF,23,0.22916666666666666,0.34509803921568627,0.9808890906839477,0.2754303599374022,0.8908890437536603,0.2718908666940955,0.019349050875250035
Updated Model,RGF,23,0.3360655737704918,0.3215686274509804,0.9861724522227268,0.3286573146292585,0.9097421665145284,0.3217548503964537,0.015001470024531156
Static Model,RGF,24,0.10328638497652583,0.15602836879432624,0.9746845780082479,0.12429378531073447,0.869270894213482,0.1144498876083358,0.022432221922435918
Updated Model,RGF,24,0.1865079365079365,0.16666666666666666,0.9820342166510146,0.1760299625468165,0.8747391583166567,0.16724701834274422,0.016811803236073137
Static Model,RGF,25,0.24232081911262798,0.2669172932330827,0.979168748126686,0.25402504472271914,0.8979368606814728,0.24377955156883718,0.01852423843030775
Updated Model,RGF,25,0.30916030534351147,0.30451127819548873,0.9817164551903287,0.3068181818181818,0.9079519310122207,0.2975635428319972,0.017974301381014125
Static Model,RGF,26,0.3253012048192771,0.226890756302521,0.9829702362687941,0.26732673267326734,0.9247682117762523,0.2633009303418341,0.015841378048926314
Updated Model,RGF,26,0.4076923076923077,0.2969187675070028,0.9844660938938324,0.34359805510534847,0.9248075897673866,0.34026591264382194,0.015784101975670917
Static Model,RGF,27,0.5435897435897435,0.49074074074074076,0.9906809028753395,0.5158150851581508,0.9518486103664454,0.5118042079291563,0.010139316580564692
Updated Model,RGF,27,0.6384180790960452,0.5231481481481481,0.9921794511566919,0.5750636132315522,0.9641766583264124,0.5740422791672505,0.010341682027107104
Static Model,RGF,28,0.2980769230769231,0.22302158273381295,0.9913018405497621,0.2551440329218107,0.8557573099720513,0.25353497631589095,0.01153121314746916
Updated Model,RGF,28,0.375,0.2805755395683453,0.9920707386227113,0.3209876543209876,0.9294673404962532,0.3204631958341435,0.010424044488973655
Static Model,RF,15,0.4806378132118451,0.6573208722741433,0.9825313969714197,0.5552631578947368,0.9705371064907136,0.5535522990140278,0.015096213048773392
Updated Model,RF,15,0.4930232558139535,0.660436137071651,0.9830999018037108,0.5645805592543276,0.970112089283738,0.562336974956089,0.01484954117178422
Static Model,RF,16,0.38664596273291924,0.5956937799043063,0.9770030581039756,0.4689265536723164,0.9689895309250246,0.46892181346057527,0.019301091592329532
Updated Model,RF,16,0.3987823439878234,0.6267942583732058,0.9775331294597349,0.48744186046511634,0.9675088912807592,0.48931658578621945,0.01857391662910557
Static Model,RF,17,0.5795677799607073,0.615866388308977,0.9829294445635857,0.597165991902834,0.9570828812580656,0.5887375077784233,0.01847501502529747
Updated Model,RF,17,0.615678776290631,0.6722338204592901,0.9846450782757881,0.6427145708582834,0.9689561422081605,0.6355241817099122,0.01564416046250244
Static Model,RF,18,0.42105263157894735,0.5419354838709678,0.991468045198774,0.4739069111424542,0.9746147580942415,0.4734803732134102,0.009537183423918141
Updated Model,RF,18,0.5026315789473684,0.6161290322580645,0.9929548469737866,0.553623188405797,0.9699301749045813,0.5530077620759238,0.00732790943749288
Static Model,RF,19,0.6613672496025437,0.567530695770805,0.9791920222998705,0.6108663729809104,0.9753494935243314,0.6020959232969139,0.01814665273653874
Updated Model,RF,19,0.7343941248470012,0.8185538881309686,0.9862588826508578,0.7741935483870968,0.9826090939181779,0.7683297550715564,0.013526259644393758
Static Model,RF,20,0.4171270718232044,0.7475247524752475,0.9877912395153774,0.5354609929078015,0.9732325582261867,0.5530728269690062,0.013999121755792963
Updated Model,RF,20,0.5486111111111112,0.7821782178217822,0.9918918918918919,0.6448979591836735,0.9850833093470228,0.6512633018810401,0.008021563103432565
Static Model,RF,21,0.3079710144927536,0.6028368794326241,0.9864879649890591,0.40767386091127095,0.947069693098879,0.42493657070510876,0.015256384347009098
Updated Model,RF,21,0.4846938775510204,0.6737588652482269,0.9919584245076587,0.5637982195845698,0.9755583263834556,0.5675987137808459,0.007636985584527949
Static Model,RF,22,0.34831460674157305,0.5762081784386617,0.9806633800794524,0.4341736694677872,0.9287380566474689,0.43894183924746893,0.019648094969185185
Updated Model,RF,22,0.5143769968051118,0.5985130111524164,0.9875556406451922,0.5532646048109966,0.9525551852823865,0.5486056241860099,0.01173445172417118
Static Model,RF,23,0.28232189973614774,0.4196078431372549,0.9826639699508812,0.33753943217665616,0.9105424465798333,0.3357490733595924,0.018435889198690346
Updated Model,RF,23,0.3656957928802589,0.44313725490196076,0.9860486234366616,0.400709219858156,0.934042494020802,0.39557689930121387,0.013644337967223613
Static Model,RF,24,0.22041763341067286,0.33687943262411346,0.9786452166101833,0.2664796633941094,0.8944000956211994,0.2620773291316395,0.02084396466142481
Updated Model,RF,24,0.3805031446540881,0.42907801418439717,0.9853823853660528,0.4033333333333333,0.9166944243524695,0.3966933333808982,0.013616373317118723
Static Model,RF,25,0.3680297397769517,0.37218045112781956,0.9831651513637726,0.3700934579439253,0.9222465717757334,0.36156813985791186,0.01559423975986896
Updated Model,RF,25,0.40425531914893614,0.5,0.9835647916874812,0.44705882352941173,0.9546683385255362,0.441368016147268,0.014606226159354875
Static Model,RF,26,0.3477272727272727,0.42857142857142855,0.9811675360540043,0.383939774153074,0.9339511266299249,0.37659390698011974,0.017465029213552575
Updated Model,RF,26,0.3893805309734513,0.49299719887955185,0.9824716170604479,0.4351050679851669,0.9410691750937201,0.42939163892060545,0.015717871969538878
Static Model,RF,27,0.5222222222222223,0.6527777777777778,0.9904467547063782,0.5802469135802469,0.9617400687895769,0.579143951078033,0.009680342780109489
Updated Model,RF,27,0.5614035087719298,0.7407407407407407,0.9915238362836003,0.6387225548902196,0.9864813632110679,0.6407663051640902,0.008688325689336899
Static Model,RF,28,0.3492063492063492,0.4748201438848921,0.9905809986063723,0.4024390243902438,0.953999470960242,0.4025820250410729,0.011466698561356802
Updated Model,RF,28,0.44329896907216493,0.6187050359712231,0.9922629631409486,0.5165165165165165,0.9840729448371637,0.5199787120456326,0.0070249534552622485
Static Model,NN,15,0.37066666666666664,0.43302180685358255,0.9783968163729392,0.3994252873563218,0.882602585335793,0.38971123400964214,0.018568755359771878
Updated Model,NN,15,0.3717948717948718,0.4517133956386293,0.9782417696004961,0.4078762306610408,0.89848768530652,0.3988530663969944,0.01879425207548257
Static Model,NN,16,0.2651851851851852,0.42822966507177035,0.9700305810397554,0.32753888380603846,0.8577132592471007,0.3225196135433411,0.02327872030061525
Updated Model,NN,16,0.2796143250688705,0.48564593301435405,0.9699082568807339,0.3548951048951049,0.8821407369814362,0.35431061630732497,0.02284821425778509
Static Model,NN,17,0.3855421686746988,0.46764091858037576,0.9737508042033026,0.4226415094339623,0.8675539683706384,0.4113368524599156,0.022826377808373127
Updated Model,NN,17,0.38814814814814813,0.5469728601252609,0.9729787690328114,0.4540727902946274,0.9072791797443951,0.4474565618874238,0.023839904440657332
Static Model,NN,18,0.2495274102079395,0.4258064516129032,0.986847522759504,0.3146603098927295,0.8926747559540088,0.3197671416544139,0.01243964659636838
Updated Model,NN,18,0.3310810810810811,0.47419354838709676,0.9894780182076033,0.38992042440318303,0.916527650618884,0.39111490143771177,0.011667107461842397
Static Model,NN,19,0.5508571428571428,0.6575716234652115,0.9747163440775785,0.599502487562189,0.9294260052719485,0.5890063659203608,0.022855470684354003
Updated Model,NN,19,0.6558441558441559,0.6889495225102319,0.9806446547053512,0.6719893546240852,0.9410381231872095,0.6622367731906044,0.01824966678273407
Static Model,NN,20,0.2476007677543186,0.6386138613861386,0.978331780055918,0.35684647302904565,0.9044236345734489,0.38909301306842425,0.01863393552975157
Updated Model,NN,20,0.35638297872340424,0.6633663366336634,0.9855545200372786,0.4636678200692042,0.9246473546592593,0.47984649127957857,0.014309198068954814
Static Model,NN,21,0.11940298507462686,0.3404255319148936,0.9755470459518599,0.17679558011049723,0.8387669450918616,0.19143723139163923,0.019131140695694555
Updated Model,NN,21,0.25888324873096447,0.3617021276595745,0.987089715536105,0.3017751479289941,0.8867275518953519,0.29965769232697337,0.011422313374855527
Static Model,NN,22,0.2140221402214022,0.4312267657992565,0.9722873689752549,0.2860665844636251,0.8439942384950151,0.29117800862158777,0.022989108658518463
Updated Model,NN,22,0.34472934472934474,0.44981412639405205,0.9819078160149333,0.3903225806451613,0.8773227892000082,0.38478466320337007,0.016269747431836054
Static Model,NN,23,0.1588235294117647,0.3176470588235294,0.975110414000908,0.2117647058823529,0.8253159732105757,0.21309249861393403,0.0220036396479487
Updated Model,NN,23,0.20449438202247192,0.3568627450980392,0.9786188962727536,0.26,0.8644434847191005,0.2599952504500758,0.01979566322898465
Static Model,NN,24,0.11228070175438597,0.22695035460992907,0.9704381201257605,0.15023474178403756,0.7988747664033276,0.14579964782712307,0.02446796153795997
Updated Model,NN,24,0.18435754189944134,0.23404255319148937,0.9792576864970806,0.20625000000000002,0.8492831632570854,0.19732470531463467,0.01816437151534718
Static Model,NN,25,0.19825072886297376,0.2556390977443609,0.9763712658607253,0.22331691297208536,0.8447813031972398,0.21327902471002338,0.02089935720143105
Updated Model,NN,25,0.21518987341772153,0.31954887218045114,0.9754720751323809,0.25718608169440244,0.8868002707254161,0.2501672387794389,0.020493660187944948
Static Model,NN,26,0.22388059701492538,0.33613445378151263,0.9749539736115372,0.2687569988801792,0.8785943309853594,0.2620356184871099,0.021379577657482208
