Test Name,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Oracle P,Oracle R,Oracle A,Oracle F,Oracle AUC,Oracle MCC,Oracle B
Oracle,0.20381471389645778,0.7505016722408027,0.9986481477691596,0.32057142857142856,0.9191650371813315,0.39067850600993703,0.0017663727610302718,0.20381471389645778,0.7505016722408027,0.9986481477691596,0.32057142857142856,0.9191650371813315,0.39067850600993703,0.0017663727610302718
Oracle,0.19971392812444128,0.7471571906354515,0.9986202921092305,0.3151805869074492,0.9148187508352013,0.38585390062290825,0.0017545811885738495,0.19971392812444128,0.7471571906354515,0.9986202921092305,0.3151805869074492,0.9148187508352013,0.38585390062290825,0.0017545811885738495
Oracle,0.195902228612509,0.7290969899665551,0.9986131860735344,0.30882561269301606,0.9201470806467809,0.3774898315224943,0.0018380830567208057,0.195902228612509,0.7290969899665551,0.9986131860735344,0.30882561269301606,0.9201470806467809,0.3774898315224943,0.0018380830567208057
Oracle,0.22436028659160695,0.7331103678929766,0.9988095969001767,0.34357366771159875,0.9091219499166743,0.4051616696652915,0.0015622489863950676,0.22436028659160695,0.7331103678929766,0.9988095969001767,0.34357366771159875,0.9091219499166743,0.4051616696652915,0.0015622489863950676
Oracle,0.19257460097154755,0.7424749163879598,0.9985677074450788,0.30582724893235985,0.9198653801647347,0.3776846750934392,0.0017623226475610952,0.19257460097154755,0.7424749163879598,0.9985677074450788,0.30582724893235985,0.9198653801647347,0.3776846750934392,0.0017623226475610952
Oracle,0.2182468694096601,0.7344481605351171,0.9987692346174224,0.33650015323322097,0.9073959688305063,0.3999550661325625,0.0016396042429539064,0.2182468694096601,0.7344481605351171,0.9987692346174224,0.33650015323322097,0.9073959688305063,0.3999550661325625,0.0016396042429539064
Oracle,0.22016337915919507,0.7391304347826086,0.9987766248945464,0.3392692661958858,0.9203903417225943,0.40299191614723123,0.0015879604426889723,0.22016337915919507,0.7391304347826086,0.9987766248945464,0.3392692661958858,0.9203903417225943,0.40299191614723123,0.0015879604426889723
Oracle,0.20526315789473684,0.7565217391304347,0.9986518429077216,0.3229122055674518,0.9150179000006695,0.393639653108158,0.0018319004154472704,0.20526315789473684,0.7565217391304347,0.9986518429077216,0.3229122055674518,0.9150179000006695,0.393639653108158,0.0018319004154472704
Oracle,0.21640763328742868,0.7357859531772575,0.9987555910288858,0.334448160535117,0.9092499174058388,0.3986251213954114,0.0016485772011087696,0.21640763328742868,0.7357859531772575,0.9987555910288858,0.334448160535117,0.9092499174058388,0.3986251213954114,0.0016485772011087696
Oracle,0.20524344569288389,0.7331103678929766,0.9986802670505063,0.32070226773957566,0.9114661922002704,0.38747292841551007,0.0018766603048794427,0.20524344569288389,0.7331103678929766,0.9986802670505063,0.32070226773957566,0.9114661922002704,0.38747292841551007,0.0018766603048794427
