Test Name,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Oracle P,Oracle R,Oracle A,Oracle F,Oracle AUC,Oracle MCC,Oracle B
Oracle,0.4482479238403889,0.5469599604547701,0.9854666645405112,0.4927084492931092,0.9535552720757514,0.48788552886915765,0.014351980661560786,0.4482479238403889,0.5469599604547701,0.9854666645405112,0.4927084492931092,0.9535552720757514,0.48788552886915765,0.014351980661560786
Oracle,0.4756514310123879,0.5504201680672269,0.986369217521647,0.5103116406966087,0.9535467998843901,0.5048173103032626,0.014406610490962039,0.4756514310123879,0.5504201680672269,0.986369217521647,0.5103116406966087,0.9535467998843901,0.5048173103032626,0.014406610490962039
Oracle,0.38507513661202186,0.5573405832921404,0.9828036548611886,0.4554635427186427,0.9499091741478111,0.454930185284643,0.015926748484754855,0.38507513661202186,0.5573405832921404,0.9828036548611886,0.4554635427186427,0.9499091741478111,0.454930185284643,0.015926748484754855
Oracle,0.4752496743378202,0.5410281759762728,0.986369217521647,0.5060101710587147,0.9515208221932276,0.500207108874884,0.014870431560629501,0.4752496743378202,0.5410281759762728,0.986369217521647,0.5060101710587147,0.9515208221932276,0.500207108874884,0.014870431560629501
Oracle,0.4798807749627422,0.5570934256055363,0.9864935976144537,0.5156124899919936,0.9528142517924605,0.5102589390506836,0.014394621846855962,0.4798807749627422,0.5570934256055363,0.9864935976144537,0.5156124899919936,0.9528142517924605,0.5102589390506836,0.014394621846855962
Oracle,0.4697784469778447,0.5397923875432526,0.9862001881647557,0.5023576768257619,0.9508075702068683,0.49662429868374214,0.014688377335131111,0.4697784469778447,0.5397923875432526,0.9862001881647557,0.5023576768257619,0.9508075702068683,0.49662429868374214,0.014688377335131111
Oracle,0.4424813506085591,0.5570934256055363,0.9852274720543446,0.4932166301969365,0.948692994851043,0.4891423112488805,0.014780811967864143,0.4424813506085591,0.5570934256055363,0.9852274720543446,0.4932166301969365,0.948692994851043,0.4891423112488805,0.014780811967864143
Oracle,0.5015445719329215,0.5617894216510133,0.9871410119436781,0.5299603637211471,0.951657200956915,0.5243285967833782,0.014374011080238088,0.5015445719329215,0.5617894216510133,0.9871410119436781,0.5299603637211471,0.951657200956915,0.5243285967833782,0.014374011080238088
Oracle,0.4438339438339438,0.5390509144834404,0.9853359059814067,0.4868303571428571,0.9499731078695568,0.48179463083355056,0.014740639228262842,0.4438339438339438,0.5390509144834404,0.9853359059814067,0.4868303571428571,0.9499731078695568,0.48179463083355056,0.014740639228262842
Oracle,0.4810312303500314,0.5672268907563025,0.9865191114796448,0.5205852330724735,0.9504095640730419,0.515591447530188,0.014279047821775503,0.4810312303500314,0.5672268907563025,0.9865191114796448,0.5205852330724735,0.9504095640730419,0.515591447530188,0.014279047821775503
