Splitting Approach,Metric,Performance Value
Time-based 50%/50%,AUC,0.9199877673059857
Time-based 50%/50%,F-1,0.3119986904567032
Time-based 50%/50%,MCC,0.36242350015856856
Time-based 60%/40%,AUC,0.9184519864542138
Time-based 60%/40%,F-1,0.294392523364486
Time-based 60%/40%,MCC,0.3508373426326397
Time-based 70%/30%,AUC,0.8914394345336124
Time-based 70%/30%,F-1,0.254804711717297
Time-based 70%/30%,MCC,0.31473702369366713
Time-based 80%/20%,AUC,0.8789398886510938
Time-based 80%/20%,F-1,0.23939570017431727
Time-based 80%/20%,MCC,0.29161745992209
Time-based 90%/10%,AUC,0.8897352429183377
Time-based 90%/10%,F-1,0.2806573957016435
Time-based 90%/10%,MCC,0.32202027208500866
Random 90%/10%,AUC,0.9364990757043087
Random 90%/10%,F-1,0.32780487804878056
Random 90%/10%,MCC,0.38638078944576815
Random 80%/20%,AUC,0.9371360027508093
Random 80%/20%,F-1,0.32699443413729123
Random 80%/20%,MCC,0.3856066507591844
Random 70%/30%,AUC,0.9404055488767746
Random 70%/30%,F-1,0.3254383266687173
Random 70%/30%,MCC,0.3858182820646692
Random 60%/40%,AUC,0.9423568027791311
Random 60%/40%,F-1,0.341796652624388
Random 60%/40%,MCC,0.40230042608954736
Random 50%/50%,AUC,0.9416161347809551
Random 50%/50%,F-1,0.3352186013107101
Random 50%/50%,MCC,0.39648827429472866
Time-based 50%/50%,AUC,0.9191683996937869
Time-based 50%/50%,F-1,0.291871921182266
Time-based 50%/50%,MCC,0.34624686568832225
Time-based 60%/40%,AUC,0.913995625727921
Time-based 60%/40%,F-1,0.3090223897140324
Time-based 60%/40%,MCC,0.36285314307301814
Time-based 70%/30%,AUC,0.8937405061770185
Time-based 70%/30%,F-1,0.24314660309892727
Time-based 70%/30%,MCC,0.30477666251118113
Time-based 80%/20%,AUC,0.8750693386887315
Time-based 80%/20%,F-1,0.24553039332538737
Time-based 80%/20%,MCC,0.29637657719248767
Time-based 90%/10%,AUC,0.9211983289235728
Time-based 90%/10%,F-1,0.27749999999999997
Time-based 90%/10%,MCC,0.3195865640930926
Random 90%/10%,AUC,0.9335757902495339
Random 90%/10%,F-1,0.3546511627906977
Random 90%/10%,MCC,0.40779061908743014
Random 80%/20%,AUC,0.9449876938430143
Random 80%/20%,F-1,0.36160714285714285
Random 80%/20%,MCC,0.4155314377921015
Random 70%/30%,AUC,0.9412305788806536
Random 70%/30%,F-1,0.3189039498615362
Random 70%/30%,MCC,0.3813486592664236
Random 60%/40%,AUC,0.9420994599257908
Random 60%/40%,F-1,0.3240899235421659
Random 60%/40%,MCC,0.38464921999917767
