Splitting Approach,Metric,Performance Value
Time-based 70%/30%,AUC,0.839643310648873
Time-based 70%/30%,F-1,0.054082903397971886
Time-based 70%/30%,MCC,0.1380376336586396
Time-based 80%/20%,AUC,0.826996831006177
Time-based 80%/20%,F-1,0.051050420168067226
Time-based 80%/20%,MCC,0.13155260991501339
Time-based 90%/10%,AUC,0.851231488026484
Time-based 90%/10%,F-1,0.08987341772151898
Time-based 90%/10%,MCC,0.18344338348147582
Random 90%/10%,AUC,0.9643456854497696
Random 90%/10%,F-1,0.1240708976558033
Random 90%/10%,MCC,0.24830657274716067
Random 80%/20%,AUC,0.963793254774556
Random 80%/20%,F-1,0.12615665319953084
Random 80%/20%,MCC,0.250380023726541
Random 70%/30%,AUC,0.9653081462384248
Random 70%/30%,F-1,0.11771094402673349
Random 70%/30%,MCC,0.24163653620806658
Random 60%/40%,AUC,0.9592917642994728
Random 60%/40%,F-1,0.12477773965124621
Random 60%/40%,MCC,0.2477634932592112
Random 50%/50%,AUC,0.9541162517554449
Random 50%/50%,F-1,0.11159597940671732
Random 50%/50%,MCC,0.23216938450136076
Time-based 50%/50%,AUC,0.8453058604754634
Time-based 50%/50%,F-1,0.08347018063844273
Time-based 50%/50%,MCC,0.17483999984732052
Time-based 60%/40%,AUC,0.8743920903958518
Time-based 60%/40%,F-1,0.06474561368450502
Time-based 60%/40%,MCC,0.15891319124261982
Time-based 70%/30%,AUC,0.8205943265931287
Time-based 70%/30%,F-1,0.05889200849140588
Time-based 70%/30%,MCC,0.14038619648832948
Time-based 80%/20%,AUC,0.853745315200904
Time-based 80%/20%,F-1,0.0757992188630117
Time-based 80%/20%,MCC,0.16813002246221556
Time-based 90%/10%,AUC,0.8309343603070305
Time-based 90%/10%,F-1,0.07223719676549865
Time-based 90%/10%,MCC,0.1587821902564607
Random 90%/10%,AUC,0.9744106124295415
Random 90%/10%,F-1,0.1423108440316853
Random 90%/10%,MCC,0.2700020204341348
Random 80%/20%,AUC,0.9702992467438902
Random 80%/20%,F-1,0.1344699573765984
Random 80%/20%,MCC,0.2608167509681725
Random 70%/30%,AUC,0.9480323594667803
Random 70%/30%,F-1,0.11620897521768252
Random 70%/30%,MCC,0.2357360980761974
Random 60%/40%,AUC,0.9618803406729189
Random 60%/40%,F-1,0.11039135496581987
Random 60%/40%,MCC,0.23269234844160222
Random 50%/50%,AUC,0.9564567327200726
Random 50%/50%,F-1,0.10147722789637487
Random 50%/50%,MCC,0.22126909151286858
Time-based 50%/50%,AUC,0.8445730485521397
Time-based 50%/50%,F-1,0.10025111068186207
Time-based 50%/50%,MCC,0.1927219276266396
Time-based 60%/40%,AUC,0.8679159678636289
Time-based 60%/40%,F-1,0.06462088001298913
Time-based 60%/40%,MCC,0.15742396731622016
Time-based 70%/30%,AUC,0.8327436937452485
Time-based 70%/30%,F-1,0.06285231116121759
Time-based 70%/30%,MCC,0.14788865653017513
Time-based 80%/20%,AUC,0.8554700887665013
Time-based 80%/20%,F-1,0.05438813349814586
Time-based 80%/20%,MCC,0.14157049688371864
Time-based 90%/10%,AUC,0.8525646999356229
Time-based 90%/10%,F-1,0.059770114942528735
Time-based 90%/10%,MCC,0.148115943584236
Random 90%/10%,AUC,0.9723280300419703
Random 90%/10%,F-1,0.15093745076414053
Random 90%/10%,MCC,0.27820079727831454
Random 80%/20%,AUC,0.9669903852264918
Random 80%/20%,F-1,0.13961038961038963
Random 80%/20%,MCC,0.265281807495665
Random 70%/30%,AUC,0.9609336300957849
Random 70%/30%,F-1,0.1238861117148446
Random 70%/30%,MCC,0.24723532759691372
Random 60%/40%,AUC,0.9551659768877088
Random 60%/40%,F-1,0.10889742116878798
Random 60%/40%,MCC,0.22941453129313372
Random 50%/50%,AUC,0.9573305759972403
Random 50%/50%,F-1,0.10324691554384131
Random 50%/50%,MCC,0.22351370645615354
Time-based 50%/50%,AUC,0.8488397654861927
Time-based 50%/50%,F-1,0.08100623124855759
Time-based 50%/50%,MCC,0.17289893765317027
Time-based 60%/40%,AUC,0.8644809475580677
Time-based 60%/40%,F-1,0.07757133704598099
Time-based 60%/40%,MCC,0.1725496959007898
Time-based 70%/30%,AUC,0.8337177915564413
Time-based 70%/30%,F-1,0.045774288918340296
Time-based 70%/30%,MCC,0.12546808031369572
Time-based 80%/20%,AUC,0.850663288808852
Time-based 80%/20%,F-1,0.06551593801184327
Time-based 80%/20%,MCC,0.15503839143756076
Time-based 90%/10%,AUC,0.8287403613357132
Time-based 90%/10%,F-1,0.08070388349514562
Time-based 90%/10%,MCC,0.1678981631877327
Random 90%/10%,AUC,0.984516106914474
Random 90%/10%,F-1,0.15596046942557132
Random 90%/10%,MCC,0.2865391885410651
Random 80%/20%,AUC,0.9766239571504526
Random 80%/20%,F-1,0.13125306093892114
Random 80%/20%,MCC,0.2590615701758554
Random 70%/30%,AUC,0.9586385293342713
Random 70%/30%,F-1,0.1210725305288775
Random 70%/30%,MCC,0.2436403553285391
Random 60%/40%,AUC,0.9597888447160806
Random 60%/40%,F-1,0.11721657544956998
Random 60%/40%,MCC,0.23973875640732276
Random 50%/50%,AUC,0.9597547453883001
Random 50%/50%,F-1,0.10208205218308003
Random 50%/50%,MCC,0.22273122344748872
Time-based 50%/50%,AUC,0.8558333950933618
Time-based 50%/50%,F-1,0.06956521739130433
Time-based 50%/50%,MCC,0.16101296499506537
Time-based 60%/40%,AUC,0.8699877676229238
Time-based 60%/40%,F-1,0.08750479741213882
Time-based 60%/40%,MCC,0.1852605179788091
Time-based 70%/30%,AUC,0.8493002441693713
Time-based 70%/30%,F-1,0.06566117151876534
Time-based 70%/30%,MCC,0.15488934148036043
Time-based 80%/20%,AUC,0.8175385598746637
Time-based 80%/20%,F-1,0.050400427122263745
Time-based 80%/20%,MCC,0.12883606993370433
Time-based 90%/10%,AUC,0.8544857490870588
Time-based 90%/10%,F-1,0.051585169263836654
Time-based 90%/10%,MCC,0.13751822219661847
Random 90%/10%,AUC,0.9660773448697714
Random 90%/10%,F-1,0.1351231745095147
Random 90%/10%,MCC,0.26041037355059987
Random 80%/20%,AUC,0.9657886004626955
Random 80%/20%,F-1,0.13498602851615676
Random 80%/20%,MCC,0.2601882143695373
Random 70%/30%,AUC,0.962996595199781
Random 70%/30%,F-1,0.12549774646654707
Random 70%/30%,MCC,0.2494777738244243
Random 60%/40%,AUC,0.9591173487727968
Random 60%/40%,F-1,0.11157455683003129
Random 60%/40%,MCC,0.23334448588624987
Random 50%/50%,AUC,0.9546858878192401
Random 50%/50%,F-1,0.10405795186824318
Random 50%/50%,MCC,0.22381643714777036
Time-based 50%/50%,AUC,0.8472708244594751
Time-based 50%/50%,F-1,0.07006305675107596
Time-based 50%/50%,MCC,0.159748478912349
Time-based 60%/40%,AUC,0.8550873729806837
Time-based 60%/40%,F-1,0.05416622700573318
Time-based 60%/40%,MCC,0.14110092691029058
Time-based 70%/30%,AUC,0.8527269507426098
Time-based 70%/30%,F-1,0.06030086690464048
Time-based 70%/30%,MCC,0.1488136010840852
Time-based 80%/20%,AUC,0.8482106666471355
Time-based 80%/20%,F-1,0.0717663421418637
Time-based 80%/20%,MCC,0.16212073317497064
Time-based 90%/10%,AUC,0.8504574193966635
Time-based 90%/10%,F-1,0.06683925629559896
Time-based 90%/10%,MCC,0.1566151812102976
Random 90%/10%,AUC,0.9738797303965353
Random 90%/10%,F-1,0.1665303451660396
Random 90%/10%,MCC,0.29397404933318483
Random 80%/20%,AUC,0.9603568861723637
Random 80%/20%,F-1,0.12673900946021147
Random 80%/20%,MCC,0.25013577743901544
Random 70%/30%,AUC,0.9629114223144237
Random 70%/30%,F-1,0.12731711728004338
Random 70%/30%,MCC,0.2513947004448016
Random 60%/40%,AUC,0.9561527101339875
Random 60%/40%,F-1,0.10365561044460127
Random 60%/40%,MCC,0.22370544923788627
Random 50%/50%,AUC,0.9576117027360052
Random 50%/50%,F-1,0.09783449342614077
Random 50%/50%,MCC,0.21729433881015506
Time-based 50%/50%,AUC,0.8348138052333174
Time-based 50%/50%,F-1,0.08611869031377899
Time-based 50%/50%,MCC,0.1752247015231974
Time-based 60%/40%,AUC,0.8446329867162639
Time-based 60%/40%,F-1,0.0693119970228404
Time-based 60%/40%,MCC,0.15829806704648414
Time-based 70%/30%,AUC,0.8107840913758386
Time-based 70%/30%,F-1,0.046813752939858885
Time-based 70%/30%,MCC,0.12262867438031284
Time-based 80%/20%,AUC,0.8512841635634518
Time-based 80%/20%,F-1,0.0840064620355412
Time-based 80%/20%,MCC,0.17697821686140622
Time-based 90%/10%,AUC,0.8376954805402806
Time-based 90%/10%,F-1,0.05829787234042554
Time-based 90%/10%,MCC,0.14319443379770888
Random 90%/10%,AUC,0.9801053967928035
Random 90%/10%,F-1,0.13319994283264255
Random 90%/10%,MCC,0.26201150914733207
Random 80%/20%,AUC,0.9659098903907976
Random 80%/20%,F-1,0.13353032221753203
Random 80%/20%,MCC,0.2587019965915153
Random 70%/30%,AUC,0.9612341456247305
Random 70%/30%,F-1,0.12182484519145709
Random 70%/30%,MCC,0.24509430782076083
Random 60%/40%,AUC,0.9605595692326879
Random 60%/40%,F-1,0.11270262304745063
Random 60%/40%,MCC,0.23494926299183877
Random 50%/50%,AUC,0.9465102061302394
Random 50%/50%,F-1,0.09653528560483528
Random 50%/50%,MCC,0.2132397027646936
Time-based 50%/50%,AUC,0.8388227096372566
Time-based 50%/50%,F-1,0.07260866482308728
Time-based 50%/50%,MCC,0.1608943110798799
Time-based 60%/40%,AUC,0.8582839788454196
Time-based 60%/40%,F-1,0.06568909984743176
Time-based 60%/40%,MCC,0.1567723975123563
Time-based 70%/30%,AUC,0.8326830272272333
Time-based 70%/30%,F-1,0.07897772650634485
Time-based 70%/30%,MCC,0.16688400624766048
Time-based 80%/20%,AUC,0.8201447125996242
Time-based 80%/20%,F-1,0.04917355371900826
Time-based 80%/20%,MCC,0.12769198327199233
Time-based 90%/10%,AUC,0.8503365822368202
Time-based 90%/10%,F-1,0.06426793392170174
Time-based 90%/10%,MCC,0.15339239400777674
Random 90%/10%,AUC,0.9665832725603003
Random 90%/10%,F-1,0.14239581731508533
Random 90%/10%,MCC,0.2680275813422804
Random 80%/20%,AUC,0.968838521808217
Random 80%/20%,F-1,0.12075122338315039
Random 80%/20%,MCC,0.24583163341495765
Random 70%/30%,AUC,0.9639688540811758
Random 70%/30%,F-1,0.11524011760862464
Random 70%/30%,MCC,0.2385901454254477
Random 60%/40%,AUC,0.9587984096449419
Random 60%/40%,F-1,0.10452768458701861
Random 60%/40%,MCC,0.22531828788385794
Random 50%/50%,AUC,0.9539230441635856
Random 50%/50%,F-1,0.10127145016448831
Random 50%/50%,MCC,0.2204469613370167
Time-based 50%/50%,AUC,0.8344761250436136
Time-based 50%/50%,F-1,0.07820061166815068
Time-based 50%/50%,MCC,0.16634360687695784
Time-based 60%/40%,AUC,0.8288538580812195
Time-based 60%/40%,F-1,0.0546109068627451
Time-based 60%/40%,MCC,0.13653640318253094
Time-based 70%/30%,AUC,0.8077542632293789
Time-based 70%/30%,F-1,0.05600000000000001
Time-based 70%/30%,MCC,0.1340632807226066
Time-based 80%/20%,AUC,0.8375863238571476
Time-based 80%/20%,F-1,0.07701786814540974
Time-based 80%/20%,MCC,0.1658484421124069
Time-based 90%/10%,AUC,0.8721559964802261
Time-based 90%/10%,F-1,0.05776587605202754
Time-based 90%/10%,MCC,0.14934597432246643
Random 90%/10%,AUC,0.9677892002880647
Random 90%/10%,F-1,0.15095521453178828
Random 90%/10%,MCC,0.2769807866951221
Random 80%/20%,AUC,0.9592306141180911
Random 80%/20%,F-1,0.1251753389887115
Random 80%/20%,MCC,0.24818319052267132
Random 70%/30%,AUC,0.9636724177564481
Random 70%/30%,F-1,0.12094256511140573
Random 70%/30%,MCC,0.2447532196228525
Random 60%/40%,AUC,0.9642853799570742
Random 60%/40%,F-1,0.10920945395273023
Random 60%/40%,MCC,0.23193346258253275
Random 50%/50%,AUC,0.955701758381303
Random 50%/50%,F-1,0.09643951399894347
Random 50%/50%,MCC,0.2152187988561141
Time-based 50%/50%,AUC,0.8592038195722038
Time-based 50%/50%,F-1,0.08320540374577834
Time-based 50%/50%,MCC,0.17782691633589062
Time-based 60%/40%,AUC,0.8550054187017795
Time-based 60%/40%,F-1,0.07304414075520213
Time-based 60%/40%,MCC,0.1650642244732075
Time-based 70%/30%,AUC,0.847962449137471
Time-based 70%/30%,F-1,0.06881783947426715
Time-based 70%/30%,MCC,0.158476894381329
Time-based 80%/20%,AUC,0.8178687216646026
Time-based 80%/20%,F-1,0.0559506875296349
Time-based 80%/20%,MCC,0.13614775487756942
Time-based 90%/10%,AUC,0.8311909615699921
Time-based 90%/10%,F-1,0.0800238877276799
Time-based 90%/10%,MCC,0.16772615337051908
Random 90%/10%,AUC,0.9730928439605149
Random 90%/10%,F-1,0.12360135310954985
Random 90%/10%,MCC,0.249975190721134
Random 80%/20%,AUC,0.9665641046609611
Random 80%/20%,F-1,0.13066999583853517
Random 80%/20%,MCC,0.25587241629505775
Random 70%/30%,AUC,0.9606866030113552
Random 70%/30%,F-1,0.12894222718392406
Random 70%/30%,MCC,0.2525466369861205
Random 60%/40%,AUC,0.9662031402953993
Random 60%/40%,F-1,0.11208943113862428
Random 60%/40%,MCC,0.2356290182247874
Random 50%/50%,AUC,0.9486190182343645
Random 50%/50%,F-1,0.11035739111675734
Random 50%/50%,MCC,0.2294610126778543
Time-based 50%/50%,AUC,0.851439634134222
Time-based 50%/50%,F-1,0.09701355807988275
Time-based 50%/50%,MCC,0.19108406815093204
Time-based 60%/40%,AUC,0.8560215290514197
Time-based 60%/40%,F-1,0.059755861267196286
Time-based 60%/40%,MCC,0.1487224148881034
Time-based 70%/30%,AUC,0.8550172818323677
Time-based 70%/30%,F-1,0.043619108454624266
Time-based 70%/30%,MCC,0.1261195687226508
Time-based 80%/20%,AUC,0.8643781874666276
Time-based 80%/20%,F-1,0.0711743772241993
Time-based 80%/20%,MCC,0.16494067321121575
Time-based 90%/10%,AUC,0.8623244524633827
Time-based 90%/10%,F-1,0.058137235515127554
Time-based 90%/10%,MCC,0.1479204099711153
Random 90%/10%,AUC,0.973602336542262
Random 90%/10%,F-1,0.13235724743777455
Random 90%/10%,MCC,0.259461562918188
Random 80%/20%,AUC,0.9657693221553209
Random 80%/20%,F-1,0.1387488882300623
Random 80%/20%,MCC,0.26407549845857275
Random 70%/30%,AUC,0.9652246988690741
Random 70%/30%,F-1,0.11287435866841666
Random 70%/30%,MCC,0.23626832265611314
Random 60%/40%,AUC,0.9585890312164415
Random 60%/40%,F-1,0.10833902939166097
Random 60%/40%,MCC,0.2295944417130876
Random 50%/50%,AUC,0.9542568430310165
Random 50%/50%,F-1,0.09714261086928415
Random 50%/50%,MCC,0.2157202178971043
Time-based 50%/50%,AUC,0.85839878999995
Time-based 50%/50%,F-1,0.06835235512957943
Time-based 50%/50%,MCC,0.16007722127708524
Time-based 60%/40%,AUC,0.8700255537197628
Time-based 60%/40%,F-1,0.10353338529488179
Time-based 60%/40%,MCC,0.20272937087412515
Time-based 70%/30%,AUC,0.864800259402195
Time-based 70%/30%,F-1,0.06270034619823053
Time-based 70%/30%,MCC,0.15436701635544575
Time-based 80%/20%,AUC,0.8384449789943117
Time-based 80%/20%,F-1,0.06354430379746835
Time-based 80%/20%,MCC,0.15000142488216556
Time-based 90%/10%,AUC,0.828624499823628
Time-based 90%/10%,F-1,0.07690083839259902
Time-based 90%/10%,MCC,0.16360560318246442
Random 90%/10%,AUC,0.9605842844409338
Random 90%/10%,F-1,0.13118461973423806
Random 90%/10%,MCC,0.25487433762652106
Random 80%/20%,AUC,0.9658694402244508
Random 80%/20%,F-1,0.13490064371676463
Random 80%/20%,MCC,0.2601168274394054
Random 70%/30%,AUC,0.9663258077037042
Random 70%/30%,F-1,0.1266180492251595
Random 70%/30%,MCC,0.2515204547731479
Random 60%/40%,AUC,0.9611559266121459
Random 60%/40%,F-1,0.11982514785291848
Random 60%/40%,MCC,0.2429182676298608
Random 50%/50%,AUC,0.9499435788240741
Random 50%/50%,F-1,0.10011758777087183
Random 50%/50%,MCC,0.21818303549005005
Time-based 50%/50%,AUC,0.8506503485307976
Time-based 50%/50%,F-1,0.08453855373551739
Time-based 50%/50%,MCC,0.17730989994575055
Time-based 60%/40%,AUC,0.8742188567686109
Time-based 60%/40%,F-1,0.07793585724620208
Time-based 60%/40%,MCC,0.1751622610502732
Time-based 70%/30%,AUC,0.8356706796363996
Time-based 70%/30%,F-1,0.061834421161113026
Time-based 70%/30%,MCC,0.14724008718098483
Time-based 80%/20%,AUC,0.8588058670616927
Time-based 80%/20%,F-1,0.06675031367628607
Time-based 80%/20%,MCC,0.15829563074042075
Time-based 90%/10%,AUC,0.8330473273005707
Time-based 90%/10%,F-1,0.0637092968381312
Time-based 90%/10%,MCC,0.1490362842609322
Random 90%/10%,AUC,0.959885307491204
Random 90%/10%,F-1,0.1472318600090511
Random 90%/10%,MCC,0.27110029826593196
Random 80%/20%,AUC,0.9713611549059625
Random 80%/20%,F-1,0.12961998958875587
Random 80%/20%,MCC,0.2559809316612576
Random 70%/30%,AUC,0.9636139691646182
Random 70%/30%,F-1,0.12377210216110021
Random 70%/30%,MCC,0.24779247655511866
Random 60%/40%,AUC,0.9606135391505533
Random 60%/40%,F-1,0.12057650642132696
Random 60%/40%,MCC,0.24359216641721448
Random 50%/50%,AUC,0.957623930023949
Random 50%/50%,F-1,0.10778695235199177
Random 50%/50%,MCC,0.22874766931045248
Time-based 50%/50%,AUC,0.8540396553297673
Time-based 50%/50%,F-1,0.07895708693404241
Time-based 50%/50%,MCC,0.17175891214375852
Time-based 60%/40%,AUC,0.8573410466393222
Time-based 60%/40%,F-1,0.06539486485343259
Time-based 60%/40%,MCC,0.15620511683711677
Time-based 70%/30%,AUC,0.8548720083416951
Time-based 70%/30%,F-1,0.07311629338874778
Time-based 70%/30%,MCC,0.1651678608068322
Time-based 80%/20%,AUC,0.8264093421184461
Time-based 80%/20%,F-1,0.06585930058511363
Time-based 80%/20%,MCC,0.15023833526862285
Time-based 90%/10%,AUC,0.8431525319441183
Time-based 90%/10%,F-1,0.0690854870775348
Time-based 90%/10%,MCC,0.15777350770070042
Random 90%/10%,AUC,0.9749804706746144
Random 90%/10%,F-1,0.1453138435081685
Random 90%/10%,MCC,0.27322692114786634
Random 80%/20%,AUC,0.9648849966983741
Random 80%/20%,F-1,0.12968239627493225
Random 80%/20%,MCC,0.2544021328083263
Random 70%/30%,AUC,0.9607585074535896
Random 70%/30%,F-1,0.12438872588245756
Random 70%/30%,MCC,0.24773180991924343
Random 60%/40%,AUC,0.9634681463215031
Random 60%/40%,F-1,0.11838184008623423
Random 60%/40%,MCC,0.24191910207424025
Random 50%/50%,AUC,0.9563631056748926
Random 50%/50%,F-1,0.09677686978885801
Random 50%/50%,MCC,0.2157624907821622
Time-based 50%/50%,AUC,0.8516989447494191
Time-based 50%/50%,F-1,0.07846904093394413
Time-based 50%/50%,MCC,0.17065645154084644
Time-based 60%/40%,AUC,0.864990779917323
Time-based 60%/40%,F-1,0.06956751752413701
Time-based 60%/40%,MCC,0.16301877347788332
Time-based 70%/30%,AUC,0.8365371963453967
Time-based 70%/30%,F-1,0.052387575336114975
Time-based 70%/30%,MCC,0.13515838390966695
Time-based 80%/20%,AUC,0.8497015691732138
Time-based 80%/20%,F-1,0.07596421762721807
Time-based 80%/20%,MCC,0.1674090328912186
Time-based 90%/10%,AUC,0.8505263676584566
Time-based 90%/10%,F-1,0.06840077071290944
Time-based 90%/10%,MCC,0.15854623078909
Random 90%/10%,AUC,0.9701721362491716
Random 90%/10%,F-1,0.14496277161525603
Random 90%/10%,MCC,0.27159334670086166
Random 80%/20%,AUC,0.9703874522293758
Random 80%/20%,F-1,0.13125414731254145
Random 80%/20%,MCC,0.2574617130003485
Random 70%/30%,AUC,0.9648463658424726
Random 70%/30%,F-1,0.12428694900605011
Random 70%/30%,MCC,0.2486488912068004
Random 60%/40%,AUC,0.9610054128123692
Random 60%/40%,F-1,0.11117667886226837
Random 60%/40%,MCC,0.2333588012260282
Random 50%/50%,AUC,0.9521986152564911
Random 50%/50%,F-1,0.09758117958913187
Random 50%/50%,MCC,0.2157564571803997
Time-based 50%/50%,AUC,0.8567970710389978
Time-based 50%/50%,F-1,0.06912900022423679
Time-based 50%/50%,MCC,0.1606877852174077
Time-based 60%/40%,AUC,0.8637656987545554
Time-based 60%/40%,F-1,0.058487345060491344
Time-based 60%/40%,MCC,0.1485997670698282
Time-based 70%/30%,AUC,0.8441608997754779
Time-based 70%/30%,F-1,0.06733859187846919
Time-based 70%/30%,MCC,0.1558521222119068
Time-based 80%/20%,AUC,0.8452022069833043
Time-based 80%/20%,F-1,0.06394404895716246
Time-based 80%/20%,MCC,0.15192679404502848
Time-based 90%/10%,AUC,0.8404830032084759
Time-based 90%/10%,F-1,0.06450105164758121
Time-based 90%/10%,MCC,0.15160027492637815
Random 90%/10%,AUC,0.9675036479264821
Random 90%/10%,F-1,0.13835168104730736
Random 90%/10%,MCC,0.2641240767138327
Random 80%/20%,AUC,0.9697599250509894
Random 80%/20%,F-1,0.12763362915791615
Random 80%/20%,MCC,0.25347014649100386
Random 70%/30%,AUC,0.9697463623977579
Random 70%/30%,F-1,0.1266159347208215
Random 70%/30%,MCC,0.252383595034098
Random 60%/40%,AUC,0.9650413484934335
Random 60%/40%,F-1,0.11657142857142858
Random 60%/40%,MCC,0.24031891958447185
Random 50%/50%,AUC,0.9499653545779743
Random 50%/50%,F-1,0.10407506459362677
Random 50%/50%,MCC,0.2227305108107488
Time-based 50%/50%,AUC,0.8371312743816925
Time-based 50%/50%,F-1,0.07192264257481648
Time-based 50%/50%,MCC,0.1597059264834606
Time-based 60%/40%,AUC,0.8614016358660507
Time-based 60%/40%,F-1,0.06392544755987901
Time-based 60%/40%,MCC,0.15519268041372883
Time-based 70%/30%,AUC,0.804766383155731
Time-based 70%/30%,F-1,0.05585905490303196
Time-based 70%/30%,MCC,0.1332607046354059
Time-based 80%/20%,AUC,0.8436107277225082
Time-based 80%/20%,F-1,0.058884655351576026
Time-based 80%/20%,MCC,0.14517486700600934
Time-based 90%/10%,AUC,0.8470870351339295
Time-based 90%/10%,F-1,0.05136612021857923
Time-based 90%/10%,MCC,0.135817584842528
Random 90%/10%,AUC,0.9770128322101375
Random 90%/10%,F-1,0.14247943595769683
Random 90%/10%,MCC,0.2708731003431144
Random 80%/20%,AUC,0.9641824415901611
Random 80%/20%,F-1,0.13515586861008438
Random 80%/20%,MCC,0.2599409642976599
Random 70%/30%,AUC,0.96170571237579
Random 70%/30%,F-1,0.1314898158029045
Random 70%/30%,MCC,0.25548079928853273
Random 60%/40%,AUC,0.9618926850763043
Random 60%/40%,F-1,0.11164381470058325
Random 60%/40%,MCC,0.2340988239796626
Random 50%/50%,AUC,0.9615146105146839
Random 50%/50%,F-1,0.1063618738446278
Random 50%/50%,MCC,0.22804903124886444
