Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Updated Model,RF,6,6,0.4477401129943503,0.5391156462585034,0.9873324467321731,0.4891975308641975,0.9390527719559612,0.48497561684221485,0.013068553052315045,2.504218498012051,0.5276156859472394
Static Model,RF,6,-1,0.4748651564185545,0.5439940682155215,0.9863532713559025,0.5070844372768114,0.9507794273910856,0.501385542855793,0.014565901136064848,3.8435246360022575,0.5241319808798531
Updated Model,RF,6,-1,0.49876084262701365,0.596885813148789,0.987058091881807,0.5434293429342935,0.9585073108483321,0.5391476684737332,0.012636868791431579,2.461824403687691,0.5209717233665287
Static Model,RF,8,5,0.5008445945945946,0.6002024291497976,0.9874215441138949,0.5460405156537754,0.9676316116394146,0.5419890270338238,0.012952505006860621,2.445070322835818,0.3803022929932922
Updated Model,RF,8,5,0.5104602510460251,0.6174089068825911,0.9877149563708731,0.5588639486944571,0.9651784854951929,0.5552641246775165,0.012729653362721473,2.4659558900166303,0.37724277889356017
Static Model,RF,8,6,0.6068162926018288,0.5698672911787666,0.9869367760371486,0.5877616747181965,0.9689761382408199,0.5814275771161325,0.014741945167252614,2.445070322835818,0.3969942170660943
Updated Model,RF,8,6,0.6242816091954023,0.6783762685402029,0.9880721539011074,0.6502057613168725,0.976175867092726,0.64472460348542,0.011091163423259822,2.3980386729817837,0.39662805618718266
Static Model,RF,8,7,0.34748010610079577,0.42394822006472493,0.9837730264836455,0.3819241982507289,0.9129822256520026,0.3756840752144,0.01754439174034401,2.445070322835818,0.4075137679465115
Updated Model,RF,8,7,0.40904621435594885,0.4487594390507012,0.985814155227841,0.4279835390946502,0.934659731402295,0.42128026027040966,0.013713578937319398,2.6667040099855512,0.40550683508627117
Static Model,RF,8,8,0.4204660587639311,0.48823529411764705,0.9871544653221589,0.4518236254763201,0.9439661409874294,0.44663462557964917,0.01294400058185985,2.445070322835818,0.38676558691076934
Updated Model,RF,8,8,0.4489990467111535,0.5541176470588235,0.987792277371704,0.4960505529225908,0.9475863866044723,0.4927197320761331,0.012691040171624564,2.4045949259307235,0.39434942207299173
Static Model,RF,8,-1,0.4730299667036626,0.5266930301532378,0.98632146627248,0.49842123728218923,0.9509947142827165,0.4922370490754453,0.014545685083108379,2.445070322835818,0.39289396622916684
Updated Model,RF,8,-1,0.5084891467870192,0.5847750865051903,0.9873483927962061,0.5439705713300379,0.9581367841425265,0.5389381770466656,0.012556361121366322,2.483823374728672,0.39343177306000143
Static Model,RF,10,6,0.49493243243243246,0.6234042553191489,0.9848190081326742,0.5517890772128061,0.9670745800309315,0.5479236706358761,0.014545907493230523,2.4305244649294764,0.310680567054078
Updated Model,RF,10,6,0.4929225645295587,0.6297872340425532,0.9847392760325306,0.5530126109294722,0.9664320798845407,0.5496081932961978,0.015243497263057591,2.491320911096409,0.31524092704057693
Static Model,RF,10,7,0.6910946196660482,0.6949626865671642,0.9894753627810556,0.6930232558139535,0.9751323235133589,0.6876719695051532,0.012088099432984516,2.4305244649294764,0.30481872195377946
Updated Model,RF,10,7,0.6743755781683626,0.6800373134328358,0.988917238080051,0.6771946121690664,0.9793097293392861,0.6715626191415772,0.010587366483076968,2.5125646530650556,0.3059450020082295
Static Model,RF,10,8,0.43309859154929575,0.5720930232558139,0.987896667198214,0.49298597194388777,0.9390690180399768,0.4918174236288056,0.015615091228598775,2.4305244649294764,0.32583689992316067
Updated Model,RF,10,8,0.45560747663551404,0.6046511627906976,0.9885026311593047,0.519653564290473,0.9562603721904455,0.5192311471662638,0.011088508545311203,2.659854784840718,0.3295201088767499
Static Model,RF,10,9,0.3246445497630332,0.3682795698924731,0.9834157231701482,0.34508816120906805,0.9173629707272702,0.3374103151298022,0.016629565823245658,2.4305244649294764,0.3233998219948262
Updated Model,RF,10,9,0.38443396226415094,0.4381720430107527,0.9850103651730187,0.40954773869346733,0.925504944352071,0.40287213323102233,0.014218617239912332,2.67655765498057,0.32715499796904624
Static Model,RF,10,10,0.4051724137931034,0.5100775193798449,0.9872606387219184,0.45161290322580644,0.9392181824494044,0.44827752691279094,0.013796647192543424,2.4305244649294764,0.3166040589567274
Updated Model,RF,10,10,0.42778390297684676,0.6015503875968993,0.9876273537524514,0.5000000000000001,0.9619166471226017,0.5012888708357047,0.012357392645864048,2.439861743012443,0.32302472181618214
Static Model,RF,10,-1,0.4828092243186583,0.5692041522491349,0.9865734997241349,0.5224591651542649,0.9512492121650604,0.5174947210387875,0.014535041039591403,2.4305244649294764,0.31626801397651433
Updated Model,RF,10,-1,0.49560596770897203,0.5993573900148295,0.9869593920123485,0.5425662825819443,0.959861367066949,0.5385048742525455,0.012699066628186127,2.5560319493990393,0.3201771515421569
Static Model,RF,12,7,0.5071609098567817,0.6494066882416397,0.982586731472091,0.5695364238410596,0.9676818718697439,0.5652555690000902,0.016749576297587186,2.541920534102246,0.2698442400433123
Updated Model,RF,12,7,0.5211397058823529,0.6116504854368932,0.9831416598097935,0.5627791563275434,0.9668941827682491,0.5560883807663345,0.01639715616399357,2.5623607458546758,0.27326997881755233
Static Model,RF,12,8,0.6251748251748251,0.6234309623430963,0.9897051225626208,0.6243016759776536,0.9758968014981432,0.6190833635847198,0.010713569001110068,2.541920534102246,0.25074150995351374
Updated Model,RF,12,8,0.6471389645776566,0.6624825662482566,0.9904131345796896,0.6547208821502412,0.9800383644011434,0.6499065143050774,0.008857487388700638,2.574482466094196,0.25113524589687586
Static Model,RF,12,9,0.49086479902557856,0.6448,0.9877533056507013,0.5573997233748271,0.9664371848007128,0.5565859482955029,0.014097558327446497,2.541920534102246,0.2714892220683396
Updated Model,RF,12,9,0.553421368547419,0.7376,0.9897433934824623,0.6323731138545954,0.9767085563775808,0.6339457234608862,0.010048631472918212,2.7008185039740056,0.2756809259299189
Static Model,RF,12,10,0.33029612756264237,0.4825291181364393,0.9827972215312195,0.39215686274509803,0.9172358083488945,0.39085306655170043,0.01809196346176031,2.541920534102246,0.2758885610383004
Updated Model,RF,12,10,0.41418439716312055,0.4858569051580699,0.9861841979371975,0.44716692189892804,0.948467857428374,0.4416546411042314,0.012879402439718352,2.741740798112005,0.27853352297097445
Static Model,RF,12,11,0.2993288590604027,0.3562300319488818,0.9822996995732792,0.32530999270605404,0.9132674146713388,0.31764135664884874,0.017341768972721095,2.541920534102246,0.26578780612908304
Updated Model,RF,12,11,0.3832923832923833,0.4984025559105431,0.9843854647046442,0.43333333333333335,0.9302650359390113,0.42933046285726745,0.014613217482486974,2.462049555964768,0.26589185488410294
Static Model,RF,12,12,0.4535768645357686,0.5418181818181819,0.9883084577114428,0.49378624689312345,0.9516624180306253,0.489893023142877,0.013564854286000839,2.541920534102246,0.2627838049083948
Updated Model,RF,12,12,0.529320987654321,0.6236363636363637,0.9902028319938768,0.5726210350584306,0.9680767391571877,0.5696526783755643,0.009629040489754161,2.386978215072304,0.2635593330487609
Static Model,RF,12,-1,0.452328602838297,0.5593178447849728,0.9855750984675735,0.5001657641728368,0.9514063943067946,0.4957924923653437,0.015093210183472159,2.541920534102246,0.2660891906901573
Updated Model,RF,12,-1,0.5080879303193696,0.6055363321799307,0.987345122865207,0.5525484889490303,0.9634699491432308,0.548343989387864,0.012070814785516287,2.5714050475119925,0.2680118102580309
Static Model,RF,14,8,0.5116279069767442,0.6125290023201856,0.9812917196883442,0.5575501583949314,0.9683617174179654,0.5503905688032634,0.017229704300849934,2.4893250779714435,0.23492478020489216
Updated Model,RF,14,8,0.5445445445445446,0.6310904872389791,0.9827428392829237,0.584631918323482,0.9696991474871927,0.5775029353587898,0.016604233130136804,2.4527675909921527,0.234427667921409
Static Model,RF,14,9,0.4725848563968668,0.5876623376623377,0.9926551023597437,0.5238784370477568,0.975281540983463,0.5233610794268857,0.008814021292703986,2.4893250779714435,0.21299194497987628
Updated Model,RF,14,9,0.4625,0.6006493506493507,0.9924541781081866,0.5225988700564972,0.9759237390686195,0.5233681193003044,0.007543031823775654,2.6494130978826433,0.21387351490557194
Static Model,RF,14,10,0.6469979296066253,0.6706008583690987,0.9855334538878843,0.6585879873551105,0.973831408782309,0.6513096553844234,0.015340441736044133,2.4893250779714435,0.23468674020841718
Updated Model,RF,14,10,0.7033582089552238,0.8090128755364807,0.9889268412475164,0.7524950099800398,0.9846984910289656,0.7487737865084775,0.011388519750969519,2.3812364861369133,0.23238003510050476
Static Model,RF,14,11,0.35520684736091296,0.5496688741721855,0.9853548545531667,0.4315424610051993,0.9437012907484909,0.434889873377097,0.016310562618575015,2.4893250779714435,0.238899155985564
Updated Model,RF,14,11,0.4665551839464883,0.6158940397350994,0.9889938159980354,0.5309229305423406,0.9627168299145376,0.5306556884778324,0.010210690203712043,2.8055410601664335,0.24240081198513508
Static Model,RF,14,12,0.2833333333333333,0.3800813008130081,0.9826312146987253,0.3246527777777778,0.9181629670126186,0.3195491141234004,0.017718259590489994,2.4893250779714435,0.23599885101430118
Updated Model,RF,14,12,0.3862433862433862,0.4451219512195122,0.9861362266425557,0.41359773371104813,0.9449188872941077,0.40766672049276603,0.013132120956496882,2.6622551339678466,0.23575523402541876
Static Model,RF,14,13,0.3540462427745665,0.40765391014975044,0.9820730917777332,0.37896365042536734,0.9247085362496249,0.37086127986839595,0.017181737670019306,2.4893250779714435,0.2307003519963473
Updated Model,RF,14,13,0.3692098092643052,0.4509151414309484,0.9822963409461299,0.40599250936329584,0.927315429509832,0.3991431024075276,0.016198836614122688,2.4629376870580018,0.23242269596084952
Static Model,RF,14,14,0.43202979515828677,0.5829145728643216,0.9894866071428572,0.49625668449197863,0.9562276100560457,0.49669756927853836,0.011561285109542584,2.4893250779714435,0.22875075205229223
Updated Model,RF,14,14,0.514018691588785,0.6909547738693468,0.9914508928571428,0.5894962486602356,0.9774711073949994,0.5918193025405775,0.00883561917671048,2.517573599005118,0.23255663691088557
Static Model,RF,14,-1,0.452021726010863,0.5553633217993079,0.9855752364793754,0.49839192636131746,0.9545084626193946,0.4938336943815353,0.014879356255512592,2.4893250779714435,0.23099322520595575
Updated Model,RF,14,-1,0.5151885830784914,0.6245674740484429,0.9875716773292341,0.5646296503184002,0.9660064540136131,0.5610489112139584,0.011987508442323406,2.5616749507441585,0.2319737995442535
Static Model,RF,16,9,0.5225027442371021,0.6574585635359116,0.9825738633464306,0.582262996941896,0.970328317825327,0.5774338792606174,0.01622517704902112,2.5581082310527563,0.20774334692396224
Updated Model,RF,16,9,0.5135983263598326,0.6781767955801105,0.9821911517068939,0.5845238095238094,0.9708027852656944,0.5814152300737832,0.016716063606308496,2.556906867073849,0.20703643001616
Static Model,RF,16,10,0.40822784810126583,0.48863636363636365,0.9917844568046129,0.4448275862068965,0.965566839081802,0.4425313432631623,0.009454192671098977,2.5581082310527563,0.1916935509070754
Updated Model,RF,16,10,0.41509433962264153,0.5,0.9918865132418228,0.4536082474226804,0.9735904673501001,0.45153343900932685,0.008098339737939124,2.6667366409674287,0.19295792817138135
Static Model,RF,16,11,0.6996735582154516,0.6725941422594143,0.9849721896208603,0.6858666666666667,0.9753196424901864,0.678310331713418,0.015228536557425244,2.5581082310527563,0.20619516307488084
Updated Model,RF,16,11,0.6269938650306749,0.5345188284518828,0.9808899321324692,0.5770750988142292,0.9734678979332483,0.5692537167709768,0.01516486010657196,2.3919687760062516,0.2029914960730821
Static Model,RF,16,12,0.45064377682403434,0.6461538461538462,0.9905342654487932,0.5309734513274337,0.9675965224412573,0.5350869258526211,0.012359369026794537,2.5581082310527563,0.2065538209863007
Updated Model,RF,16,12,0.5021186440677966,0.7292307692307692,0.9917589426953105,0.5947302383939774,0.9730135346142961,0.6012329534098672,0.007944510226850852,2.738622877979651,0.2071023089811206
Static Model,RF,16,13,0.3412816691505216,0.4780793319415449,0.9823442363627086,0.39826086956521745,0.9214530357677769,0.3952656234407839,0.018499616216920096,2.5581082310527563,0.21258075209334493
Updated Model,RF,16,13,0.44021739130434784,0.5073068893528184,0.9860948104301679,0.47138700290979635,0.9412285916810308,0.46557728737899884,0.013375546164060928,2.693477112101391,0.21182906394824386
Static Model,RF,16,14,0.2730696798493409,0.3236607142857143,0.982420778690616,0.296220633299285,0.9214320971381379,0.28844944408944584,0.01701225459569011,2.5581082310527563,0.20588472997769713
Updated Model,RF,16,14,0.3712121212121212,0.4375,0.9850997601673726,0.4016393442622951,0.9300434123153728,0.395511096606872,0.014010477742813492,2.6079397809226066,0.20647953497245908
Static Model,RF,16,15,0.387719298245614,0.41385767790262173,0.9831096596417819,0.40036231884057966,0.931169796807276,0.39202022000910197,0.0165960000905981,2.5581082310527563,0.2036679619923234
Updated Model,RF,16,15,0.4128,0.48314606741573035,0.9835944277185283,0.4452113891285591,0.9242228173784321,0.4383315132124722,0.01545152441627114,2.427258444018662,0.20314533589407802
Static Model,RF,16,16,0.4797843665768194,0.5632911392405063,0.9915559070384449,0.5181950509461426,0.9564354781318964,0.5156476010461606,0.011586880009250485,2.5581082310527563,0.20108712883666158
Updated Model,RF,16,16,0.536697247706422,0.740506329113924,0.9927549172172759,0.6223404255319149,0.9821740456683259,0.6269641425408419,0.007888175419457525,2.5396684650331736,0.2057505480479449
Static Model,RF,16,-1,0.46919032597266036,0.5514087988136431,0.9861620056321498,0.5069878422906487,0.9542477871584889,0.5016936488394679,0.014620204906735466,2.5581082310527563,0.20442580684903078
Updated Model,RF,16,-1,0.4895789025946406,0.5689569945625309,0.9867839021294373,0.526291723822588,0.9598278156636771,0.5211373536456965,0.012331116328984194,2.5778223705128767,0.20466158076305874
Static Model,RF,18,10,0.5063131313131313,0.6416,0.9823473693274778,0.5659844742413549,0.9714887940609108,0.5611758487535579,0.015925703780638432,2.52376260003075,0.1833709271159023
Updated Model,RF,18,10,0.5192307692307693,0.648,0.9829214386176411,0.5765124555160143,0.9737054772899983,0.5715379847571557,0.015993929566319284,2.447711906861514,0.1814110002014786
Static Model,RF,18,11,0.5065963060686016,0.5663716814159292,0.9904130428542726,0.5348189415041782,0.9695891154717626,0.5308323537074372,0.010963659699702177,2.52376260003075,0.17441915883682668
Updated Model,RF,18,11,0.4823232323232323,0.5634218289085545,0.9898676770286173,0.5197278911564626,0.9776314394425205,0.5162266883657448,0.00954710584437542,2.6244472868274897,0.17437128210440278
Static Model,RF,18,12,0.6944444444444444,0.625,0.9873130686873905,0.6578947368421053,0.9758443860286584,0.6523882937308474,0.01262771283567596,2.52376260003075,0.17804226092994213
Updated Model,RF,18,12,0.6591276252019386,0.6,0.9861362266425557,0.628175519630485,0.9763244937601493,0.6218400951676465,0.011493216950548397,2.401629669824615,0.17365668108686805
Static Model,RF,18,13,0.6113207547169811,0.6666666666666666,0.9894371250609949,0.6377952755905512,0.9728853027853277,0.633057499431942,0.012954443647858777,2.52376260003075,0.18132152501493692
Updated Model,RF,18,13,0.6075533661740559,0.7613168724279835,0.989810270099601,0.6757990867579909,0.9782399006969398,0.6750980418209978,0.009429361946089017,2.4924800221342593,0.17736267787404358
Static Model,RF,18,14,0.43792325056433407,0.5590778097982709,0.9884612072677172,0.4911392405063291,0.9489974453417089,0.4890981514867845,0.014799875877327172,2.52376260003075,0.18746636295691133
Updated Model,RF,18,14,0.48687350835322196,0.5878962536023055,0.9897241597060765,0.5326370757180157,0.9632534763104237,0.5298865107522941,0.009564996032489066,2.7315394999459386,0.1888587090652436
Static Model,RF,18,15,0.32220039292730845,0.4173027989821883,0.9835242113723126,0.36363636363636365,0.9227089818204222,0.35848464611046255,0.01723145312253657,2.52376260003075,0.18955033016391098
Updated Model,RF,18,15,0.38809034907597534,0.48091603053435117,0.9855908608169006,0.42954545454545456,0.9487312737464652,0.42482568289688616,0.013797121641900018,2.6342925869394094,0.18587717018090189
Static Model,RF,18,16,0.31640625,0.36,0.98168718964379,0.3367983367983368,0.9155705797396452,0.32825447030304145,0.017888922077957205,2.52376260003075,0.1868804560508579
Updated Model,RF,18,16,0.41333333333333333,0.4822222222222222,0.9844714257010821,0.4451282051282051,0.9446879331569203,0.438637634947127,0.01515385833871584,2.5010555130429566,0.18787492206320167
Static Model,RF,18,17,0.3988657844990548,0.45670995670995673,0.9836677286948534,0.42583249243188703,0.9331995103441129,0.41857240757024194,0.0160327627824064,2.52376260003075,0.17692883405834436
Updated Model,RF,18,17,0.42162162162162165,0.5064935064935064,0.9842417979850168,0.46017699115044247,0.9358297233111789,0.4542085549743212,0.014953518791272836,2.4851549949962646,0.17588463588617742
Static Model,RF,18,18,0.4106145251396648,0.5568181818181818,0.9905871549101762,0.47266881028938906,0.9559759039998037,0.473565196653874,0.011900194348187818,2.52376260003075,0.1800101629924029
Updated Model,RF,18,18,0.503957783641161,0.7234848484848485,0.9925099007059633,0.5940902021772939,0.9802494575913552,0.6002877010823158,0.007857396144572964,2.5727008290123194,0.18101837090216577
Static Model,RF,18,-1,0.47598627787307035,0.5486900642609985,0.9863821047461714,0.5097588978185993,0.9542860301242221,0.5041959490841158,0.014480467748087644,2.52376260003075,0.18199889090222618
Updated Model,RF,18,-1,0.5051373453554204,0.5954028670291646,0.9872527570656784,0.5465683494044242,0.9657290640050442,0.5420263640412291,0.011976630844681525,2.5434458121760852,0.18070171659605372
Static Model,RF,20,11,0.5035063113604488,0.6468468468468469,0.9824589379684261,0.5662460567823344,0.9743645431145432,0.5619968072607733,0.015956940525500014,2.548281584866345,0.16664811898954213
Updated Model,RF,20,11,0.4918032786885246,0.6486486486486487,0.9819167596874502,0.5594405594405594,0.9697063297063298,0.5558903120733966,0.016339217899644598,2.51000147103332,0.16530145006254315
Static Model,RF,20,12,0.5522041763341067,0.6181818181818182,0.9891564343804816,0.5833333333333334,0.9652167787007956,0.5788025364503421,0.012375768150369296,2.548281584866345,0.16023247595876455
Updated Model,RF,20,12,0.5404761904761904,0.5896103896103896,0.9888056131398502,0.5639751552795031,0.969787603420151,0.5588583195118011,0.010736362339453104,2.644372782902792,0.15965710300952196
Static Model,RF,20,13,0.541795665634675,0.5663430420711975,0.9910062191038111,0.5537974683544303,0.9695478491358579,0.54939461828451,0.009968909368458883,2.548281584866345,0.1571956069674343
Updated Model,RF,20,13,0.5040650406504065,0.6019417475728155,0.9902407909424334,0.5486725663716814,0.9715699555956949,0.545967545106739,0.008498179081810187,2.4687498819548637,0.15632679290138185
Static Model,RF,20,14,0.7628458498023716,0.7588466579292268,0.9883910062191038,0.7608409986859396,0.9806398386818164,0.7548949002815016,0.014416817275023771,2.548281584866345,0.16332096396945417
Updated Model,RF,20,14,0.7464285714285714,0.8217562254259502,0.9888693988199649,0.7822832189644418,0.9852123213326058,0.7775306078981137,0.011724160229196237,2.4534727779682726,0.16368887294083834
Static Model,RF,20,15,0.3813953488372093,0.6381322957198443,0.9885504704193908,0.47743813682678315,0.9590800314206901,0.4880830541940733,0.014223870561059076,2.548281584866345,0.16860534297302365
Updated Model,RF,20,15,0.48247978436657685,0.6964980544747081,0.9913889331845,0.5700636942675159,0.9774902010538794,0.5756123217663185,0.008440471145506648,2.701316372025758,0.16687583411112428
Static Model,RF,20,16,0.3487179487179487,0.5257731958762887,0.981980545367565,0.41932168550873583,0.9157133183678401,0.41950644161125933,0.01856587461578069,2.548281584866345,0.17469198605977
Updated Model,RF,20,16,0.49776785714285715,0.5747422680412371,0.9875617923776112,0.5334928229665071,0.948285279740755,0.5286227559250036,0.012591175788939663,2.7290482299868017,0.17444166517816484
Static Model,RF,20,17,0.2675438596491228,0.3674698795180723,0.9826502950087705,0.30964467005076146,0.9322152258584672,0.304974752166381,0.01724426788341344,2.548281584866345,0.1693846550770104
Updated Model,RF,20,17,0.3225806451612903,0.45180722891566266,0.9841492584914686,0.37641154328732745,0.9507400552796236,0.373987560169233,0.013581158375619415,2.7309643330518156,0.16890418203547597
Static Model,RF,20,18,0.34190231362467866,0.32281553398058255,0.9829373305692872,0.3320848938826467,0.9072065329015551,0.3235872941663517,0.01667546481043469,2.548281584866345,0.16719315899536014
Updated Model,RF,20,18,0.35177865612648224,0.4320388349514563,0.9820762238877372,0.3877995642701525,0.9315919201889852,0.3808626859211597,0.015758327808092408,2.5612812761683017,0.17015323392115533
Static Model,RF,20,19,0.4143968871595331,0.5083532219570406,0.9838303300908946,0.4565916398713826,0.9450655846267881,0.4508852325630021,0.015647745130437207,2.548281584866345,0.15834571397863328
Updated Model,RF,20,19,0.4596622889305816,0.5847255369928401,0.9852655078934779,0.5147058823529412,0.9601087671645456,0.5111248641804884,0.014315670097394536,2.4543298969510943,0.15977555816061795
Static Model,RF,20,20,0.404320987654321,0.5796460176991151,0.9908174977681418,0.47636363636363643,0.9533299380377505,0.4796893857164472,0.011092757385383666,2.548281584866345,0.16075561405159533
Updated Model,RF,20,20,0.5251572327044025,0.7389380530973452,0.9933044254559368,0.613970588235294,0.9841649107569671,0.6197716592598395,0.00734052644212966,2.537662463961169,0.16067464603111148
Static Model,RF,20,-1,0.47075548334687245,0.5729115175481958,0.9861780398585275,0.5168338907469343,0.9531302119783318,0.512422799343694,0.014616740419741522,2.548281584866345,0.16463736370205878
Updated Model,RF,20,-1,0.5081967213114754,0.6282748393475037,0.9873580410704206,0.5618921308576481,0.9668215885795451,0.558770454400675,0.011932393117876135,2.579119948600419,0.1645799338351935
Static Model,RF,22,12,0.46956521739130436,0.6415841584158416,0.9808097109177659,0.5422594142259415,0.9669306789245301,0.5394788642080919,0.01657131159251671,2.50319230183959,0.14717797189950943
Updated Model,RF,22,12,0.47883211678832116,0.6495049504950495,0.9812657872579287,0.5512605042016807,0.9708977230092023,0.5484953193870828,0.017235635042879248,2.45927280979231,0.1469983400311321
Static Model,RF,22,13,0.5173824130879345,0.5842956120092379,0.9854055571147909,0.5488069414316702,0.9672531949050671,0.5424521652744,0.014785436746743284,2.50319230183959,0.1514810319058597
Updated Model,RF,22,13,0.548728813559322,0.5981524249422633,0.9864229581813079,0.5723756906077349,0.9748457865378151,0.5660335879559749,0.012292482546736575,2.5984604321420193,0.1509635290130973
Static Model,RF,22,14,0.4675925925925926,0.5941176470588235,0.9935447656469267,0.5233160621761658,0.968962045183712,0.5238968504245595,0.007976980668096725,2.50319230183959,0.1336526907980442
Updated Model,RF,22,14,0.4851063829787234,0.6705882352941176,0.9937903452147067,0.5629629629629629,0.9776783452846091,0.5673755704297548,0.0063702424377275295,2.455824837088585,0.1341096879914403
Static Model,RF,22,15,0.7038690476190477,0.6071887034659821,0.9822831883244457,0.6519641626464509,0.9757030295944836,0.6447731172226739,0.016715937416732142,2.50319230183959,0.1464387751184404
Updated Model,RF,22,15,0.7165354330708661,0.7008985879332478,0.9842478248666854,0.7086307592472421,0.9811275467033062,0.7005819018945334,0.014366515344034615,2.3110776639077812,0.14424587809480727
Static Model,RF,22,16,0.5097493036211699,0.7120622568093385,0.9912293011507157,0.5941558441558441,0.9689760105373953,0.5982819716033146,0.011877967869870096,2.50319230183959,0.14761115983128548
Updated Model,RF,22,16,0.5730659025787965,0.7782101167315175,0.9927729441481897,0.6600660066006601,0.9792149684571028,0.6643628577316564,0.007430125276532069,2.7352721989154816,0.14917930401861668
Static Model,RF,22,17,0.3383838383838384,0.5234375,0.9865282065674993,0.4110429447852761,0.9384629415135584,0.41443046591671695,0.015287937920189737,2.50319230183959,0.15129857184365392
Updated Model,RF,22,17,0.5292096219931272,0.6015625,0.9916152119000842,0.5630712979890311,0.9665485858512106,0.5600256434893262,0.008839792152580166,2.7400049299467355,0.15324618201702833
Static Model,RF,22,18,0.3667953667953668,0.5013192612137203,0.9818621947796801,0.4236343366778149,0.9196970741717971,0.41987747592412117,0.01928175119524499,2.50319230183959,0.15410359599627554
Updated Model,RF,22,18,0.42298850574712643,0.48548812664907653,0.9843530732528768,0.4520884520884521,0.9406892055115802,0.4452754123695847,0.014647311070210462,2.705986578017473,0.15700273006223142
Static Model,RF,22,19,0.23665893271461716,0.2982456140350877,0.9800378894190289,0.2639068564036222,0.9000972236238869,0.2556714168462717,0.01921329842582276,2.50319230183959,0.15156489820219576
Updated Model,RF,22,19,0.36855036855036855,0.43859649122807015,0.9842478248666854,0.4005340453938585,0.9195188988022931,0.3941406050679483,0.014313149976988886,2.5834639221429825,0.15047337603755295
Static Model,RF,22,20,0.3674540682414698,0.42424242424242425,0.9848793151838339,0.3938115330520394,0.9264628251708538,0.387218286920855,0.014486437800059617,2.50319230183959,0.14504422596655786
Updated Model,RF,22,20,0.39951573849878935,0.5,0.9855108055009824,0.44414535666218036,0.9392760034504196,0.43972261136232504,0.013557210320065783,2.5715227271430194,0.1500309258699417
Static Model,RF,22,21,0.4302554027504912,0.5420792079207921,0.9833356721863598,0.47973713033954,0.9403019185370494,0.47463471744080427,0.015874032281418295,2.50319230183959,0.14537126407958567
Updated Model,RF,22,21,0.5206073752711496,0.594059405940594,0.9864931237721022,0.5549132947976878,0.9597113385715796,0.5493169307821836,0.013405070400781907,2.397027313010767,0.14707264606840909
Static Model,RF,22,22,0.3651877133105802,0.5544041450777202,0.990464504820333,0.4403292181069959,0.9581271364918849,0.44541587068634203,0.011053387926085699,2.50319230183959,0.1439651409164071
Updated Model,RF,22,22,0.48880597014925375,0.6787564766839378,0.9930236634531113,0.5683297180043384,0.9852308197618321,0.5726586285545356,0.007132908795652855,2.595600964035839,0.1460509079042822
Static Model,RF,22,-1,0.4493338716188938,0.549901185770751,0.985489451947762,0.49455676516329705,0.9513285280798526,0.48983100042842614,0.01482924527477573,2.50319230183959,0.14706448423252863
Updated Model,RF,22,-1,0.5171619924654667,0.6104249011857708,0.9876134134868368,0.5599365510990255,0.9652524002685251,0.5556567672573839,0.011780638109283826,2.559410397831181,0.1481248642825945
