Training Period,Testing Period,Training Error,Testing Error,Training Size,Testing Size
15,16,421,598,19349,24525
15,16,452,619,19349,24525
15,16,439,585,19349,24525
15,16,419,590,19349,24525
15,16,439,575,19349,24525
16,17,437,491,24525,23315
16,17,443,507,24525,23315
16,17,437,491,24525,23315
16,17,433,481,24525,23315
16,17,444,473,24525,23315
16,17,444,490,24525,23315
16,17,444,461,24525,23315
16,17,439,475,24525,23315
16,17,441,491,24525,23315
16,17,435,465,24525,23315
17,18,474,422,23315,43718
17,18,456,426,23315,43718
17,18,434,402,23315,43718
17,18,442,407,23315,43718
17,18,433,401,23315,43718
17,18,441,425,23315,43718
17,18,439,393,23315,43718
17,18,445,418,23315,43718
17,18,429,408,23315,43718
17,18,438,403,23315,43718
18,19,410,441,43718,25471
18,19,395,475,43718,25471
18,19,400,406,43718,25471
18,19,393,428,43718,25471
18,19,402,483,43718,25471
18,19,406,425,43718,25471
18,19,407,485,43718,25471
18,19,412,472,43718,25471
18,19,387,434,43718,25471
18,19,405,422,43718,25471
19,20,394,156,25471,21460
19,20,391,179,25471,21460
19,20,399,174,25471,21460
19,20,400,176,25471,21460
19,20,393,168,25471,21460
19,20,387,168,25471,21460
19,20,386,160,25471,21460
19,20,400,167,25471,21460
19,20,384,161,25471,21460
19,20,406,168,25471,21460
20,21,204,183,21460,18280
20,21,183,181,21460,18280
20,21,205,184,21460,18280
20,21,194,197,21460,18280
20,21,173,183,21460,18280
20,21,185,171,21460,18280
20,21,181,190,21460,18280
20,21,199,192,21460,18280
20,21,204,193,21460,18280
20,21,209,178,21460,18280
21,22,204,409,18280,20893
21,22,178,429,18280,20893
21,22,184,447,18280,20893
21,22,193,450,18280,20893
21,22,182,448,18280,20893
21,22,188,441,18280,20893
21,22,183,397,18280,20893
21,22,194,400,18280,20893
21,22,188,413,18280,20893
21,22,178,474,18280,20893
22,23,376,418,20893,24227
22,23,364,420,20893,24227
22,23,367,448,20893,24227
22,23,369,464,20893,24227
22,23,360,398,20893,24227
22,23,374,420,20893,24227
22,23,364,417,20893,24227
22,23,376,420,20893,24227
22,23,382,445,20893,24227
22,23,373,426,20893,24227
23,24,395,430,24227,24491
23,24,411,399,24227,24491
23,24,402,413,24227,24491
23,24,396,424,24227,24491
23,24,408,430,24227,24491
23,24,396,405,24227,24491
23,24,406,404,24227,24491
23,24,410,419,24227,24491
23,24,418,418,24227,24491
23,24,410,407,24227,24491
24,25,405,397,24491,20018
24,25,394,389,24491,20018
24,25,390,394,24491,20018
24,25,403,387,24491,20018
24,25,408,411,24491,20018
24,25,397,396,24491,20018
24,25,386,393,24491,20018
24,25,383,405,24491,20018
24,25,405,393,24491,20018
24,25,390,381,24491,20018
25,26,395,495,20018,26072
25,26,734,488,20018,26072
25,26,402,500,20018,26072
25,26,392,565,20018,26072
25,26,400,509,20018,26072
25,26,395,527,20018,26072
25,26,737,535,20018,26072
25,26,408,578,20018,26072
25,26,733,497,20018,26072
25,26,739,510,20018,26072
26,27,431,284,26072,21354
26,27,430,294,26072,21354
26,27,439,284,26072,21354
26,27,445,225,26072,21354
26,27,443,324,26072,21354
26,27,423,222,26072,21354
26,27,419,286,26072,21354
26,27,434,203,26072,21354
26,27,415,293,26072,21354
26,27,422,232,26072,21354
27,28,176,158,21354,20809
27,28,167,168,21354,20809
27,28,173,158,21354,20809
27,28,177,165,21354,20809
27,28,184,167,21354,20809
27,28,171,156,21354,20809
27,28,171,166,21354,20809
27,28,176,164,21354,20809
27,28,174,160,21354,20809
27,28,171,167,21354,20809
