Splitting Approach,Metric,Performance Value
Random 90%/10%,AUC,0.9276616761677273
Random 90%/10%,F-1,0.44565217391304346
Random 90%/10%,MCC,0.4409627715711439
Random 80%/20%,AUC,0.9318365651606435
Random 80%/20%,F-1,0.43704474505723206
Random 80%/20%,MCC,0.434620118918202
Random 70%/30%,AUC,0.9319345500847822
Random 70%/30%,F-1,0.4237742393189342
Random 70%/30%,MCC,0.42533656993801955
Random 60%/40%,AUC,0.9268199114409905
Random 60%/40%,F-1,0.4031382015691008
Random 60%/40%,MCC,0.40325257879661186
Random 50%/50%,AUC,0.9211389429859063
Random 50%/50%,F-1,0.3811768814387987
Random 50%/50%,MCC,0.38644460308359524
Time-based 50%/50%,AUC,0.8913393445243261
Time-based 50%/50%,F-1,0.3415610406937959
Time-based 50%/50%,MCC,0.3402777799534643
Time-based 60%/40%,AUC,0.8949759042482186
Time-based 60%/40%,F-1,0.3522697795071336
Time-based 60%/40%,MCC,0.3494093049377248
Time-based 70%/30%,AUC,0.8741390287023912
Time-based 70%/30%,F-1,0.2796594819779025
Time-based 70%/30%,MCC,0.2798622790384299
Time-based 80%/20%,AUC,0.884209331944841
Time-based 80%/20%,F-1,0.27978250123578846
Time-based 80%/20%,MCC,0.28389068978565596
Time-based 90%/10%,AUC,0.9090209643215651
Time-based 90%/10%,F-1,0.31573033707865167
Time-based 90%/10%,MCC,0.319426016393842
Random 90%/10%,AUC,0.920788287751296
Random 90%/10%,F-1,0.42571029343269684
Random 90%/10%,MCC,0.43002685134325835
Random 80%/20%,AUC,0.9350818932609446
Random 80%/20%,F-1,0.43544803752159955
Random 80%/20%,MCC,0.4371670440592634
Random 70%/30%,AUC,0.9286431142513389
Random 70%/30%,F-1,0.41520190023752973
Random 70%/30%,MCC,0.41708169843047044
Random 60%/40%,AUC,0.9247838457782667
Random 60%/40%,F-1,0.4292535813018346
Random 60%/40%,MCC,0.42692769320634755
Random 50%/50%,AUC,0.9285458899070689
Random 50%/50%,F-1,0.4057049243519322
Random 50%/50%,MCC,0.40588442202250385
Time-based 50%/50%,AUC,0.8845990233567316
Time-based 50%/50%,F-1,0.27874003061306696
Time-based 50%/50%,MCC,0.28441718364831603
Time-based 60%/40%,AUC,0.8909600231601259
Time-based 60%/40%,F-1,0.3452012383900929
Time-based 60%/40%,MCC,0.3423694509359624
Time-based 70%/30%,AUC,0.8652632015061532
Time-based 70%/30%,F-1,0.2752516487330788
Time-based 70%/30%,MCC,0.27762963134172397
Time-based 80%/20%,AUC,0.8807403824002642
Time-based 80%/20%,F-1,0.2385645691180187
Time-based 80%/20%,MCC,0.23862425043336075
Time-based 90%/10%,AUC,0.918153301476355
Time-based 90%/10%,F-1,0.330188679245283
Time-based 90%/10%,MCC,0.33992383299593915
Random 90%/10%,AUC,0.9311393507254158
Random 90%/10%,F-1,0.4463562753036437
Random 90%/10%,MCC,0.44135919551172514
Random 80%/20%,AUC,0.9303212361832536
Random 80%/20%,F-1,0.4333502280790674
Random 80%/20%,MCC,0.42951599778293803
Random 70%/30%,AUC,0.926702770281582
Random 70%/30%,F-1,0.41283170977494116
Random 70%/30%,MCC,0.41295583160429505
Random 60%/40%,AUC,0.924818428763867
Random 60%/40%,F-1,0.4147420147420147
Random 60%/40%,MCC,0.41249163746524925
Random 50%/50%,AUC,0.9262611740966377
Random 50%/50%,F-1,0.4256245464911371
Random 50%/50%,MCC,0.4226620223312256
Time-based 50%/50%,AUC,0.8854694922078734
Time-based 50%/50%,F-1,0.3646990064289889
Time-based 50%/50%,MCC,0.36310964520147687
Time-based 60%/40%,AUC,0.8965405830330162
Time-based 60%/40%,F-1,0.3721784776902887
Time-based 60%/40%,MCC,0.3693842684931504
Time-based 70%/30%,AUC,0.8810488162407858
Time-based 70%/30%,F-1,0.2826737612238111
Time-based 70%/30%,MCC,0.28827161321063655
Time-based 80%/20%,AUC,0.8804647700616287
Time-based 80%/20%,F-1,0.27299231380864036
Time-based 80%/20%,MCC,0.27260449560315614
Time-based 90%/10%,AUC,0.9153355690459528
Time-based 90%/10%,F-1,0.24671707122960604
Time-based 90%/10%,MCC,0.270500650423832
Random 90%/10%,AUC,0.933934756082437
Random 90%/10%,F-1,0.39245283018867927
Random 90%/10%,MCC,0.4052338885605706
Random 80%/20%,AUC,0.9297529193990552
Random 80%/20%,F-1,0.4294638209266008
Random 80%/20%,MCC,0.4244010239427678
Random 70%/30%,AUC,0.9331295573455688
Random 70%/30%,F-1,0.4281893975145509
Random 70%/30%,MCC,0.42946554783991525
Random 60%/40%,AUC,0.9312971862550659
Random 60%/40%,F-1,0.40390667390124796
Random 60%/40%,MCC,0.4111082329615645
Random 50%/50%,AUC,0.9244195384959643
Random 50%/50%,F-1,0.4074212893553223
Random 50%/50%,MCC,0.40912274897054707
