Test Name,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Oracle P,Oracle R,Oracle A,Oracle F,Oracle AUC,Oracle MCC,Oracle B
Oracle,0.18519599970800787,0.6270390509144834,0.959589226770423,0.2859397013243167,0.797491651851039,0.32630087417431336,0.04027574002827506,0.18519599970800787,0.6270390509144834,0.959589226770423,0.2859397013243167,0.797491651851039,0.32630087417431336,0.04027574002827506
Oracle,0.19884748973792232,0.6225902125556105,0.9627625137535679,0.3014239559650592,0.7975338858387676,0.3380635050995632,0.037138394516492465,0.19884748973792232,0.6225902125556105,0.9627625137535679,0.3014239559650592,0.7975338858387676,0.3380635050995632,0.037138394516492465
Oracle,0.17677582217235818,0.6230845279288186,0.9576948222799828,0.275413776151199,0.7949369952846416,0.3169533737891856,0.042200396273329645,0.17677582217235818,0.6230845279288186,0.9576948222799828,0.275413776151199,0.7949369952846416,0.3169533737891856,0.042200396273329645
Oracle,0.18255744553864517,0.6047948591201187,0.9599559885825453,0.28045845272206305,0.7868933025994911,0.3176691750447678,0.03997147907306952,0.18255744553864517,0.6047948591201187,0.9599559885825453,0.28045845272206305,0.7868933025994911,0.3176691750447678,0.03997147907306952
Oracle,0.19289678135405106,0.6443400889767672,0.9606225383106632,0.2969079209612209,0.8064800100435574,0.33848432371791276,0.03887925566640102,0.19289678135405106,0.6443400889767672,0.9606225383106632,0.2969079209612209,0.8064800100435574,0.33848432371791276,0.03887925566640102
Oracle,0.20023726802813321,0.5840336134453782,0.9645325381512015,0.29822679371489874,0.7776348544280441,0.3282560867308781,0.035406645925142095,0.20023726802813321,0.5840336134453782,0.9645325381512015,0.29822679371489874,0.7776348544280441,0.3282560867308781,0.035406645925142095
Oracle,0.2022032409994412,0.6260504201680672,0.9633014941557303,0.30567790985337595,0.7992342808772589,0.3421637106602683,0.03660554822266614,0.2022032409994412,0.6260504201680672,0.9633014941557303,0.30567790985337595,0.7992342808772589,0.3421637106602683,0.03660554822266614
Oracle,0.18272425249169436,0.652496292634701,0.9578574731705761,0.28549799935114095,0.8080482873686561,0.3307083328949765,0.04197495180896073,0.18272425249169436,0.652496292634701,0.9578574731705761,0.28549799935114095,0.8080482873686561,0.3307083328949765,0.04197495180896073
Oracle,0.21954472701404945,0.6102323282254078,0.9669786799763996,0.3229139419304211,0.7932835867902567,0.3531460352699003,0.03298259526129112,0.21954472701404945,0.6102323282254078,0.9669786799763996,0.3229139419304211,0.7932835867902567,0.3531460352699003,0.03298259526129112
Oracle,0.20253494226929422,0.5766188828472566,0.9652405479102549,0.29977513652425314,0.7746851008369328,0.32813474447343505,0.034617737426216634,0.20253494226929422,0.5766188828472566,0.9652405479102549,0.29977513652425314,0.7746851008369328,0.32813474447343505,0.034617737426216634
Oracle,0.16402925531914894,0.6097380128521998,0.954865972476918,0.2585140941003877,0.7871951464267052,0.3005682334455674,0.04495629870418582,0.16402925531914894,0.6097380128521998,0.954865972476918,0.2585140941003877,0.7871951464267052,0.3005682334455674,0.04495629870418582
Oracle,0.1895927267351615,0.6339594661393969,0.960309993462072,0.2918918918918919,0.8010699215403131,0.3324507256382305,0.03962379577002017,0.1895927267351615,0.6339594661393969,0.960309993462072,0.2918918918918919,0.8010699215403131,0.3324507256382305,0.03962379577002017
Oracle,0.19469365846177442,0.6275333662876915,0.9617004991149878,0.2971849944402177,0.7978421523847827,0.3355500309654694,0.03829025949508258,0.19469365846177442,0.6275333662876915,0.9617004991149878,0.2971849944402177,0.7978421523847827,0.3355500309654694,0.03829025949508258
Oracle,0.16926083618342988,0.5993573900148295,0.9568720001275693,0.26397431012899364,0.7820616257209785,0.3031506803333189,0.04301121757458554,0.16926083618342988,0.5993573900148295,0.9568720001275693,0.26397431012899364,0.7820616257209785,0.3031506803333189,0.04301121757458554
Oracle,0.16683924411079473,0.6371725160652496,0.9542600181786289,0.26443737819263513,0.7999237992287201,0.31053632893798694,0.04561741559132001,0.16683924411079473,0.6371725160652496,0.9542600181786289,0.26443737819263513,0.7999237992287201,0.31053632893798694,0.04561741559132001
Oracle,0.1862964298593581,0.6384083044982699,0.9593532235174053,0.2884261068617051,0.8025497637051967,0.330460079052511,0.04045081487277416,0.1862964298593581,0.6384083044982699,0.9593532235174053,0.2884261068617051,0.8025497637051967,0.330460079052511,0.04045081487277416
Oracle,0.18812336964861132,0.606030647553139,0.9611678971791233,0.28711943793911004,0.7883680971446383,0.32333194031219414,0.03880778080414577,0.18812336964861132,0.606030647553139,0.9611678971791233,0.28711943793911004,0.7883680971446383,0.32333194031219414,0.03880778080414577
Oracle,0.15710008281837293,0.6094908551655956,0.9527642678317998,0.24981005926151037,0.7845733926920212,0.29330698104739816,0.04713412009062379,0.15710008281837293,0.6094908551655956,0.9527642678317998,0.24981005926151037,0.7845733926920212,0.29330698104739816,0.04713412009062379
Oracle,0.2024534958306607,0.6240731586752348,0.963425874248537,0.30572708560358397,0.7976922582020096,0.3418318682046316,0.03652291519812987,0.2024534958306607,0.6240731586752348,0.963425874248537,0.30572708560358397,0.7976922582020096,0.3418318682046316,0.03652291519812987
Oracle,0.1837165473049378,0.602323282254078,0.9603355073272631,0.2815550805845994,0.7863516916442338,0.3181031969862113,0.03929797608857477,0.1837165473049378,0.602323282254078,0.9603355073272631,0.2815550805845994,0.7863516916442338,0.3181031969862113,0.03929797608857477
Oracle,0.1734438741939729,0.6515076618882847,0.9554400344437181,0.273955518603201,0.8071199385855524,0.32105035460304787,0.04448674670815374,0.1734438741939729,0.6515076618882847,0.9554400344437181,0.273955518603201,0.8071199385855524,0.32105035460304787,0.04448674670815374
Oracle,0.20177582274356468,0.6122095897182402,0.9637447975634259,0.30351672589143486,0.7913559450524277,0.33781284958300856,0.03610940544252489,0.20177582274356468,0.6122095897182402,0.9637447975634259,0.30351672589143486,0.7913559450524277,0.33781284958300856,0.03610940544252489
Oracle,0.15625606835393877,0.5966386554621849,0.9532235174052399,0.24765324442164657,0.7800257959481043,0.2891572198689489,0.04667189584571086,0.15625606835393877,0.5966386554621849,0.9532235174052399,0.24765324442164657,0.7800257959481043,0.2891572198689489,0.04667189584571086
